"IDRSSD"	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF585	RCFDF589	RCFDF597	RCFDF601	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCFDHT87	RCFDHT88	RCFDHT89	RCFDHT91	RCFDHT92	RCFDHT93	RCFDJA36	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF585	RCONF589	RCONF597	RCONF601	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	RCONG547	RCONG548	RCONG549	RCONG550	RCONG551	RCONG552	RCONG553	
350657																																																																																																																																																																																																																																																	
350750																																																																																																																																																																																																																																																	
351131																																																																																																																																																																																																																																																	
351560																																																																																																																																																																																																																																																	
351878																																																																																																																																																																																																																																																	
352370																																																																																																																																																																																																																																																	
352651																																																																																																																																																																																																																																																	
352745																																																																																																																																																																																																																																																	
352772																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		23221	10478	0	21442	0	511	2036637	27944	26328	0	0	26328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2114641	10478	511	2084407	40201	0	0	0	0	0	0	0	0	0	21978	0	0	21840	138						11593	10478		21442	629	10589				10589				
353238																																																																																																																																																																																																																																																	
353546																																																																																																																																																																																																																																																	
353555																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	383795	0	0	0	0	0	0	0	95746	0	95746	0	0	0	0	0	0	0	0	0	0	0	479541	0	479541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
353957																																																																																																																																																																																																																																																	
354253																																																																																																																																																																																																																																																	
354310																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		359	0	0	359	0	1801	366421	0	17774	0	0	17774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386355	0	1801	384554	0	0	0	0	0	0	0	0	0	0	130	0	0	51	79											359			359					
354552																																																																																																																																																																																																																																																	
354851																																																																																																																																																																																																																																																	
355120																																																																																																																																																																																																																																																	
355559																																																																																																																																																																																																																																																	
355858																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	143758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143758	0	0	143758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
356239																																																																																																																																																																																																																																																	
356659																																																																																																																																																																																																																																																	
356752																																																																																																																																																																																																																																																	
357526																																																																																																																																																																																																																																																	
357553																																																																																																																																																																																																																																																	
357777																																																																																																																																																																																																																																																	
357937																																																																																																																																																																																																																																																	
358112																																																																																																																																																																																																																																																	
358448																																																																																																																																																																																																																																																	
358756																																																																																																																																																																																																																																																	
359472																																																																																																																																																																																																																																																	
359744																																																																																																																																																																																																																																																	
360777																																																																																																																																																																																																																																																	
361055																																																																																																																																																																																																																																																	
361167																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		7347	27077	0	32897	0	139732	1322745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1469824	27077	139732	1355642	1527	0	0	0	0	0	0	0	0	0	14863	10087	0	24950	0						5820	27077		32897										
361279																																																																																																																																																																																																																																																	
361354																																																																																																																																																																																																																																																	
361439																																																																																																																																																																																																																																																	
362043																																																																																																																																																																																																																																																	
362155																																																																																																																																																																																																																																																	
362717																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	5864	308084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313948	0	5864	308084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
362856																																																																																																																																																																																																																																																	
362940																																																																																																																																																																																																																																																	
363442																																																																																																																																																																																																																																																	
363648																																																																																																																																																																																																																																																	
363657																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	480668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480668	0	480668	0	0	0	0	0	0	0	0	0	0	0	1121	0	0	1121	0																			
363778																																																																																																																																																																																																																																																	
364131																																																																																																																																																																																																																																																	
364270																																																																																																																																																																																																																																																	
364430																																																																																																																																																																																																																																																	
364850																																																																																																																																																																																																																																																	
365325																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		1450	0	0	386	0	5254	3065596	0	37053	0	0	0	37053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3109353	0	5254	3065982	38117	0	0	0	0	0	0	0	0	0	563	0	0	0	563						1450			386	1064									
365745																																																																																																																																																																																																																																																	
365848																																																																																																																																																																																																																																																	
365950																																																																																																																																																																																																																																																	
366078																																																																																																																																																																																																																																																	
366238																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	379800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379800	0	379800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
366247																																																																																																																																																																																																																																																	
366359																																																																																																																																																																																																																																																	
366658																																																																																																																																																																																																																																																	
366854																																																																																																																																																																																																																																																	
367150																																																																																																																																																																																																																																																	
367178																																																																																																																																																																																																																																																	
367431																																																																																																																																																																																																																																																	
367543																																																																																																																																																																																																																																																	
368054																																																																																																																																																																																																																																																	
368344																																																																																																																																																																																																																																																	
368522																																																																																																																																																																																																																																																	
368951																																																																																																																																																																																																																																																	
369453																																																																																																																																																																																																																																																	
369659																																																																																																																																																																																																																																																	
370020																																																																																																																																																																																																																																																	
370347																																																																																																																																																																																																																																																	
370721																																																																																																																																																																																																																																																	
370833																																																																																																																																																																																																																																																	
370954																																																																																																																																																																																																																																																	
371223																																																																																																																																																																																																																																																	
371232																																																																																																																																																																																																																																																	
371362																																																																																																																																																																																																																																																	
371559																																																																																																																																																																																																																																																	
371755																																																																																																																																																																																																																																																	
371849																																																																																																																																																																																																																																																	
371924																																																																																																																																																																																																																																																	
371942																																																																																																																																																																																																																																																	
372444																																																																																																																																																																																																																																																	
372538																																																																																																																																																																																																																																																	
372640																																																																																																																																																																																																																																																	
372855																																																																																																																																																																																																																																																	
373272																																																																																																																																																																																																																																																	
373553																																																																																																																																																																																																																																																	
373601																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		371	0	0	371	0	0	1054782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1055153	0	0	1055153	0	0	0	0	0	0	0	0	0	0	558	0	0	558	0						371			371										
374130																																																																																																																																																																																																																																																	
374653																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		133	0	0	133	0	0	416052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	416185	0	0	416185	0	0	0	0	0	0	0	0	0	0	2262	0	0	2262	0						127			127										
374774																																																																																																																																																																																																																																																	
375043																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	14978	67807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82785	0	14978	67807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
375379																																																																																																																																																																																																																																																	
375502																																																																																																																																																																																																																																																	
375566																																																																																																																																																																																																																																																	
375650																																																																																																																																																																																																																																																	
376237																																																																																																																																																																																																																																																	
376273																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	4488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4488	0	4488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
376442																																																																																																																																																																																																																																																	
376947																																																																																																																																																																																																																																																	
377663																																																																																																																																																																																																																																																	
377850																																																																																																																																																																																																																																																	
378044																																																																																																																																																																																																																																																	
378110																																																																																																																																																																																																																																																	
379050																																																																																																																																																																																																																																																	
379153																																																																																																																																																																																																																																																	
379470																																																																																																																																																																																																																																																	
379649																																																																																																																																																																																																																																																	
379920																																																																																																																																																												111463	239044	0	0	0	0	0	0				0	0	0	0	0	0		0	0		18586	0	0	13622	0	275413	3304109	0	268179	0	0	268179	0	66261	0	0	0	66261	0	0	111463	0	0	0	0	0	0	4044011	0	275413	3697373	71225	0	0	239044	0	0	0	0	0	0	244207	0	0	243835	372						18586			13622	4964									
380346																																																																																																																																																																																																																																																	
380458																																																																																																																																																																																																																																																	
380533																																																																																																																																																																																																																																																	
380878																																																																																																																																																																																																																																																	
380944																																																																																																																																																																																																																																																	
381026																																																																																																																																																																																																																																																	
381932																																																																																																																																																																																																																																																	
381950																																																																																																																																																																																																																																																	
382050																																																																																																																																																																																																																																																	
382069																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	2676	291844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294520	0	2676	291844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
382256																																																																																																																																																																																																																																																	
382274																																																																																																																																																																																																																																																	
382443																																																																																																																																																																																																																																																	
382537																																																																																																																																																																																																																																																	
382649																																																																																																																																																																																																																																																	
382658																																																																																																																																																																																																																																																	
382742																																																																																																																																																																																																																																																	
382854																																																																																																																																																																																																																																																	
384018																																																																																																																																																																																																																																																	
384278																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		172405	0	0	172405	0	0	2357134	0	92496	0	0	92496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2622035	0	0	2622035	0	0	0	0	0	0	0	0	0	0	14973	0	0	14973	0	158796			158796		8564			8564										
384353																																																																																																																																																																																																																																																	
384652																																																																																																																																																																																																																																																	
384830																																																																																																																																																																																																																																																	
385350																																																																																																																																																																																																																																																	
385471																																																																																																																																																																																																																																																	
385547																																																																																																																																																																																																																																																	
385686																																																																																																																																																																																																																																																	
386432																																																																																																																																																																																																																																																	
386450																																																																																																																																																																																																																																																	
386731																																																																																																																																																																																																																																																	
386825																																																																																																																																																																																																																																																	
387055																																																																																																																																																																																																																																																	
387671																																																																																																																																																																																																																																																	
388155																																																																																																																																																																																																																																																	
388258																																																																																																																																																																																																																																																	
388557																																																																																																																																																																																																																																																	
388744																																																																																																																																																																																																																																																	
388753																																																																																																																																																																																																																																																	
388874																																																																																																																																																																																																																																																	
389358																																																																																																																																																																																																																																																	
389376																																																																																																																																																																																																																																																	
390372																																																																																																																																																																																																																																																	
390840																																																																																																																																																																																																																																																	
391418																																																																																																																																																																																																																																																	
391557																																																																																																																																																																																																																																																	
391575	0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		28595	0	0	2170	0	0	511120	145731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685446	0	0	513290	172156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6620	0	0	6620	0											26425				26425																6620			6620																						26425	6620	0	0	6620	0	0	0	0	0	0	0	656851																																																																																						
391959																																																																																																																																																																																																																																																	
391977																																																																																																																																																																																																																																																	
392152																																																																																																																																																																																																																																																	
392255																																																																																																																																																																																																																																																	
392778																																																																																																																																																																																																																																																	
393252																																																																																																																																																																																																																																																	
393355																																																																																																																																																																																																																																																	
393953																																																																																																																																																																																																																																																	
394156																																																																																																																																																																																																																																																	
394259																																																																																																																																																																																																																																																	
395238																																																																																																																																																												81546	134142	0	0	0	0	0	0				0	0	0	0	0	0		0	0		65016	0	54318	1118	0	1256294	6557898	0	45136	0	0	45136	0	0	0	0	0	0	0	0	81546	0	0	0	0	0	0	8005890	0	1310612	6685698	9580	0	0	134142	0	0	0	0	0	0	188962	0	54318	134644	0											54318		54318						
396057																																																																																																																																																																																																																																																	
396244																																																																																																																																																																																																																																																	
396253																																																																																																																																																																																																																																																	
396954																																																																																																																																																																																																																																																	
397456																																																																																																																																																																																																																																																	
