"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
98351																																																																																																																																		217664	1540	0	0	155627	16197	500	15697	0	1762	0	1701	61	0	0	26971	1823	0	0	0	0	0	0	0	0	0	0	20744	0	143	0	20601	508	44512	81558	97265	0	0	0	0	0	0	1682	841	0	0	0	841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15177	7589	0	0	0	7589	508	44512	81558	105946	0	8902	40779	105946	155627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
98463																																																																																																																																		832786	5930	0	41	493954	99293	84308	14985	0	0	0	0	0	0	63492	273963	15090	0	126	0	126	0	0	0	0	0	0	60098	333	1269	80	53274	148138	292687	36554	398823	274	274	0	0	0	274	515	258	0	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165860	292687	36554	411075	0	58537	18277	411075	493913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
98717																																																																																																																																		143056	2232	0	798	115166	7610	7093	517	0	0	0	0	0	0	185	24000	0	14433	200	0	200	0	0	0	0	0	0	12057	180	368	0	11509	9216	25085	18153	100800	90	90	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9216	25085	18153	101072	0	5017	9077	101072	114368	0	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
99143																																																																																																																																		332855	1781																																																																																																														
99376																																																																																																																																		4036415	29015	0	0	3170889	300510	276787	17012	6711	740	0	740	0	0	0	484580	0	0	0	0	0	0	0	0	0	0	0	109215	2681	13426	2672	46645	377432	624583	1051605	1952865	3116	3116	0	0	0	3116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	62	0	0	0	62	850687	425344	0	0	0	425344	415317	638943	1053615	2405544	0	127789	526808	2405544	3170889	9460	0	0	1594	0	0	0	0	3571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
99442																																																																																																																																		972159	5423																																																																																																														
99536																																																																																																																																		1649043	5937	0	0	985002	151772	149367	2267	138	0	0	0	0	0	347606	3590	4548	0	0	0	0	0	0	0	0	0	0	76955	1433	1315	13	56193	498426	7172	459043	680709	2986	2986	0	0	0	2986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33206	16603	0	0	0	16603	498426	7172	459043	733808	0	1434	229522	733808	985002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
99853																																																																																																																																		61400	205																																																																																																														
100236																																																																																																																																		389438	6387																																																																																																														
100357																																																																																																																																		1189107	8641	0	0	839689	47749	21033	26716	0	8920	0	1439	0	7500	3309	231277	8224	0	92500	0	92500	0	0	0	0	0	0	76690	420	881	3819	56473	24948	363266	201867	618360	2894	2894	0	0	0	2894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25324	12662	0	0	0	12662	24948	363266	201867	662390	0	72653	100934	662390	839689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100562																																																																																																																																		9922103	124455	0	28939	8217671	314247	232613	81634	0	101672	10	101662	0	0	46385	1381119	34488	8346	0	0	0	0	0	0	0	0	0	852037	0	17311	0	515470	279748	1598473	879897	6568329	1867	1867	0	0	0	1867	37282	18641	0	0	0	18641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1264144	632072	0	0	0	632072	279748	1598473	879897	7248275	0	319695	439949	7248275	8188732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100777																																																																																																																																		827516	2573	0	0	389965	99010	62253	36757	0	28594	860	27734	0	0	35454	161149	8382	12311	0	0	0	0	0	0	0	0	0	47154	0	3528	0	42779	99697	233492	370294	139128	113	113	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37727	18864	0	0	0	18864	99697	233492	370294	158105	0	46698	185147	158105	389965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
100843																																																																																																																																		813159	10764	0	2627	656994	13129	5391	7738	0	2691	0	0	2691	0	29785	75225	53250	7611	0	0	0	0	0	0	0	0	0	37681	1049	2029	0	30460	41364	84992	208615	440075	20	20	0	0	0	20	0	0	0	0	0	0	2096	419	0	0	0	419	0	0	0	0	0	0	0	0	0	0	0	0	21348	10674	0	0	0	10674	41364	84992	208615	456536	0	16998	104308	456536	654367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
101037																																																																																																																																		1340778	13926	0	4300	779828	76723	67406	9317	0	0	0	0	0	0	68026	334280	28689	0	0	0	0	0	0	0	0	0	0	50926	467	2531	1666	46250	151091	346128	511560	391987	2476	2476	0	0	0	2476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110325	55163	0	0	18025	37138	151091	346128	531207	439296	0	69226	265604	439296	775528	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
101439																																																																																																																																		297464	3920	0	1457	197061	25626	3935	21691	0	0	0	0	0	0	6947	49958	1767	1500	0	0	0	0	0	0	0	0	0	8267	42	494	478	7225	10924	74418	93953	122806	778	778	0	0	0	778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16520	8260	0	0	0	8260	10924	74418	93953	131844	0	14884	46977	131844	195604	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
101671																																																																																																																																		960069	4662	0	0	492504	38172	30346	7826	0	6323	0	6323	0	0	117619	148869	485	0	0	0	0	0	0	0	0	0	0	52761	9400	1443	819	38834	180743	232588	294741	273254	5391	5391	0	0	0	5391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180743	232588	294741	298010	0	46518	147371	298010	492504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
101738																																																																																																																																		333072	948	0	0	165196	16331	16324	7	0	66143	0	58918	7230	0	22876	73465	0	9529	150	0	150	0	0	0	0	0	0	16286	363	1541	19	14363	43046	137218	62495	100423	124	124	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7029	3515	0	0	1598	1917	43046	137218	64153	105675	0	27444	32077	105675	165196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
101952																																																																																																																																		144388	1287	0	211	86133	7726	1175	6552	0	0	0	0	0	0	984	50586	2161	0	0	0	0	0	0	0	0	0	0	7024	44	826	333	5132	3048	57964	30849	57282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2289	1145	0	0	0	1145	3048	57964	30849	58427	0	11593	15425	58427	85922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
102333																																																																																																																																		66593	484																																																																																																														
102342																																																																																																																																		454246	4368	0	0	363706	28210	20733	7477	0	0	0	0	0	0	6388	64644	3980	640	0	0	0	0	0	0	0	0	0	15918	17	1692	199	14010	28530	73813	59497	294162	267	267	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14234	7117	0	0	0	7117	28530	73813	59497	306361	0	14763	29749	306361	363706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
102557																																																																																																																																		180678	1785																																																																																																														
102874																																																																																																																																		216621	1500	0	0	155386	13701	1281	12420	0	1730	0	1730	0	0	1982	6007	0	0	0	0	0	0	0	0	0	0	0	8825	0	1386	0	6400	3263	26602	99918	87879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3263	26885	100653	88389	0	5377	50327	88389	155386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
103134																																																																																																																																		72305	396																																																																																																														
104234																																																																																																																																		152301	883																																																																																																														
104542																																																																																																																																		77372	354	0	0	38756	3599	2348	1251	0	0	0	0	0	0	0	27472	14511	0	0	0	0	0	0	0	0	0	0	1610	0	0	0	1214	2348	28723	36537	12787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	66	0	0	0	66	2348	28723	36537	12853	0	5745	18269	12853	38756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
104971																																																																																																																																		32408	159	0	0	14840	7854	4087	3767	0	0	0	0	0	0	1182	2091	0	0	0	0	0	0	0	0	0	0	0	1848	0	24	0	883	5269	5882	13926	6673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	28	0	0	0	28	5269	5882	13926	6701	0	1176	6963	6701	14840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
105026																																																																																																																																		549368	4371	0	105	343791	30869	26746	1097	3026	53301	15180	36360	1741	981	16425	32253	4801	6516	7930	0	7930	0	0	0	0	0	0	25361	87	1777	621	22872	60650	79417	208325	205609	5	5	0	0	0	5	302	151	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21855	10928	0	0	2973	7955	62435	79417	211298	220082	0	15883	105649	220082	343686	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
105473																																																																																																																																		2717117	12858																																																																																																														
105530																																																																																																																																		218429	1547	0	25	135007	13631	5661	7970	0	0	0	0	0	0	19644	50716	6402	0	0	0	0	0	0	0	0	0	0	13681	91	418	206	3523	25396	59104	56261	69756	234	234	0	0	0	234	30	15	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10750	5375	0	0	0	5375	25396	59104	56261	77107	0	11821	28131	77107	134982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
106359																																																																																																																																		2939527	23811																																																																																																														
106452																																																																																																																																		647402	6866	0	391	553234	10207	5050	5158	0	47456	0	47456	0	0	27544	41475	0	0	0	0	0	0	0	0	0	0	0	17693	35	1159	246	14418	32629	95248	57087	471387	201	201	201	0	0	0	6160	3080	53	0	0	3027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52515	26258	0	0	663	25595	36475	95248	57799	505284	0	19050	28900	505284	552843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
106676																																																																																																																																		98909	678																																																																																																														
107244																																																																																																																																		41454390	518634	0	103685	44913673	2705945	2655892	50053	0	0	0	0	0	0	96190	1475074	1313133	27315	0	0	0	0	0	0	0	0	0	3439819	0	50311	24326	2603175	2773787	1691409	2715783	34088404	213261	213261	0	0	0	213261	3474	1737	0	0	0	1737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17215823	8607912	0	290	127601	8480021	2773799	1691699	2843593	43042844	0	338340	1421797	43042844	44809988	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
107570																																																																																																																																		556571	6596																																																																																																														
107758																																																																																																																																		70825	277	0	0	54847	1398	1123	275	0	0	0	0	0	0	0	7546	0	0	0	0	0	0	0	0	0	0	0	3526	0	708	56	2762	1123	10246	17705	42638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1121	561	0	0	0	561	1123	10246	17705	43945	0	2049	8853	43945	54847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
108072																																																																																																																																		195743	2691																																																																																																														
108269																																																																																																																																		54195	278																																																																																																														
108652																																																																																																																																		72008	323																																																																																																														
108746																																																																																																																																		75101	148																																																																																																														
108951																																																																																																																																		740575	4661	0	0	534239	9653	4107	5546	0	0	0	0	0	0	40045	185040	26758	15736	3577	0	3577	0	0	0	0	0	0	21604	0	4020	0	17221	44152	198183	117956	410038	400	400	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11478	11478	0	0	11478	0	17669	8835	0	0	0	8835	44152	198183	129434	421144	0	39637	64717	421144	534239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
109136																																																																																																																																		554083	2476																																																																																																														
109154																																																																																																																																		152863	1280	0	0	114825	8146	6342	1804	0	0	0	0	0	0	2785	16370	3616	2000	0	0	0	0	0	0	0	0	0	4238	0	0	1268	2970	9526	20577	43308	75464	0	0	0	0	0	0	0	0	0	0	0	0	259	52	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	103	52	0	0	0	52	9526	20577	43308	79144	0	4115	21654	79144	114825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
109453																																																																																																																																		328072	2705	0	0	255922	22142	19503	2639	0	0	0	0	0	0	3617	30996	3302	365	170	0	170	0	0	0	0	0	0	17350	0	1701	0	13455	23120	35869	72646	198132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17825	8913	0	0	3331	5582	23120	35869	77827	208313	0	7174	38914	208313	255922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
109574																																																																																																																																		620956	3679	0	0	475463	12049	8662	3387	0	0	0	0	0	0	9516	90261	0	5510	0	0	0	0	0	0	0	0	0	26811	72	2538	0	23983	18717	97168	262169	232394	0	0	0	0	0	0	2622	1311	0	0	0	1311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15555	7778	0	0	0	7778	18717	97168	262169	247221	0	19434	131085	247221	475463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
109659																																																																																																																																		448615	4291																																																																																																														
110413																																																																																																																																		1609163	7448	0	0	655454	774002	298620	475381	0	0	0	0	0	0	132703	187716	6968	13686	0	0	0	0	13727	3790	1401	8536	0	97985	0	1650	0	94387	439460	666148	31129	477829	0	0	0	0	0	0	0	0	0	0	0	0	65	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	46602	23301	0	0	0	23301	451022	666148	31129	501143	0	133230	15565	501143	655454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110936																																																																																																																																		3123278	25166	0	7831	1395648	323295	133711	181374	0	0	0	0	0	0	266934	638418	0	8973	2775	0	2775	0	0	0	0	0	0	47923	1073	4844	7195	24324	467079	827411	1388368	460078	1602	1602	1602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116537	58269	0	0	0	58269	468681	827411	1390210	522746	0	165482	695105	522746	1387817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
110945																																																																																																																																		349927	2837																																																																																																														
110972																																																																																																																																		92295	598																																																																																																														
111157																																																																																																																																		91071	770	0	0	81272	7959	6809	1150	0	0	0	0	0	0	0	2763	0	0	0	0	0	0	0	0	0	0	0	7971	0	891	2	7078	7008	4804	402	80110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7008	4804	402	80110	0	961	201	80110	81272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
111205																																																																																																																																		1078591	8372	0	0	782666	31478	28860	2618	0	0	0	0	0	0	33682	75564	0	11596	0	0	0	0	0	0	0	0	0	55857	0	7072	0	39310	62542	85564	475760	447578	0	0	0	0	0	0	1932	966	0	0	0	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62542	85564	475760	467578	0	17113	237880	467578	782666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
111942																																																																																																																																		673356	6665	0	0	579885	41233	26453	14780	0	0	0	0	0	0	24185	57849	1712	2467	166	0	166	0	0	0	0	0	0	27936	0	3641	0	21318	50638	84356	92668	452043	405	405	0	0	0	405	15255	7628	3000	0	0	4628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48931	24466	0	0	0	24466	53638	84356	92668	489677	0	16871	46334	489677	579885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
112163																																																																																																																																		3140933	27586	0	0	2248039	43966	21993	21973	0	280835	10337	245314	25184	105	74449	287342	0	21766	149200	0	149200	0	311	0	0	0	0	185136	4947	1382	0	136910	111729	714526	524079	1783162	10016	10016	0	0	0	10016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143128	720368	524079	1794268	0	144074	262040	1794268	2248039	311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
112332																																																																																																																																		161652	917																																																																																																														
112510																																																																																																																																		111346	885	0	0	80831	2219	568	1651	0	0	0	0	0	0	0	6353	568	0	7800	0	7800	0	0	0	0	0	0	4313	0	141	0	4172	568	15945	41144	55396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3347	1674	0	0	0	1674	568	15945	41144	57070	0	3189	20572	57070	80831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
112556																																																																																																																																		67039	788	0	201	46983	8207	7951	256	0	0	0	0	0	0	4010	6474	0	0	2746	0	2746	0	0	0	0	0	0	1796	0	44	0	1640	11961	12798	2862	39703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3011	1506	0	0	0	1506	11961	12798	2862	41366	0	2560	1431	41366	46782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
112837	1225599	0	29199	29192	7	55401	0	19061829	19061829	0	4448966	0	4927010	4927010	0	985402	0	27860743	6484536	8672305	0	0	0	7	0	0	0	0	756844	756844	699154	0	0	0	0	57690	0	71105	1631550	326310	0	6000	0	312514	7796	652899	665902856	0	2570842	150340	0	392503	0	2027999	0	5262392	0	5262392	0	0	0	0	0	5262392	0	0	7216336	8672305	0	0	0	0	0	7	105248	0	0	10824504	21680763	0	0	0	0	0	88	517440290	294488	23138461	71662094	3850107	22088124	270117	0	0	0	0	963230	5471022	189719	0	0	0	0	0	0	4784431	1140073	0	35592077	75626894	21195476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11875768	4518933	0																			0	0	0	0																																																																																										
113003																																																																																																																																		448845	1198	0	0	663852	65012	62525	2487	0	0	0	0	0	0	79424	12697	0	21477	0	0	0	0	0	0	0	0	0	9785	0	213	0	8470	141949	15397	55240	41649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8195	4098	0	0	4098	0	141949	15397	59338	42396	0	3079	29669	42396	663852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
113030																																																																																																																																		153861	2924	0	1498	121154	14888	0	14888	0	0	0	0	0	0	0	10822	8466	725	0	0	0	0	0	0	0	0	0	4506	0	0	0	4506	0	25710	37874	95187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25710	37874	96802	0	5142	18937	96802	119656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
113441																																																																																																																																		1299935	7540	0	0	755888	127817	115949	11867	0	56485	0	25862	30623	0	129966	84660	27334	10055	0	0	0	0	0	0	0	0	0	48669	236	2076	565	35480	246151	125917	502138	437610	50	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71627	35814	0	0	35813	0	247015	125917	539102	441399	0	25183	269551	441399	755888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
113601																																																																																																																																		1748522	15558																																																																																																														
113740																																																																																																																																		1290034	13312																																																																																																														
114149																																																																																																																																		277349	2409																																																																																																														
114260																																																																																																																																		4923803	20025	0	0	3044010	346490	346369	121	0	0	0	0	0	0	919659	768617	118480	109045	0	0	0	0	0	0	0	0	0	139784	2079	8740	366	127202	1453539	777478	286227	2475955	9197	9197	0	0	0	9197	5536	2768	0	0	0	2768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394702	197351	0	0	0	197351	2185347	777478	286227	2733839	0	155496	143114	2733839	3044010	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
114457																																																																																																																																		300236	2930																																																																																																														
114774																																																																																																																																		66527	423	0	0	48832	12216	561	11655	0	3687	3687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6435	38	325	142	1660	4286	11980	35109	11262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3905	3905	0	0	0	3905	0	0	0	0	0	0	4286	11980	35109	18141	0	2396	17555	18141	48832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
114840																																																																																																																																		598232	5647	0	503	435570	59511	56085	3426	0	1050	0	1050	0	0	18140	77336	10558	6106	0	0	0	0	0	0	0	0	0	29508	865	1311	78	23795	79666	87831	97779	340960	0	0	0	0	0	0	1201	601	0	0	0	601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36519	18260	67	87	1312	16794	80017	87918	99209	363613	0	17584	49605	363613	435067	44	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	
114859																																																																																																																																		95345	740	0	73	53436	1562	1254	308	0	0	0	0	0	0	16133	26116	850	100	0	0	0	0	0	0	0	0	0	2598	303	826	3	1466	17690	27250	20914	30764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28110	27250	20914	32659	0	5450	10457	32659	53363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
115146																																																																																																																																		183074	994																																																																																																														
115575																																																																																																																																		959523	7868																																																																																																														
116358																																																																																																																																		83087	303	0	0	37700	11973	10066	1907	0	10614	7446	3128	40	0	17465	250	0	1	0	0	0	0	0	0	0	0	0	1572	60	117	106	1289	35037	5402	22660	20987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7233	3617	0	0	0	3617	35037	5402	22660	25290	0	1080	11330	25290	37700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
