"IDRSSD"	RCONH275	RCONH276	RCONH277	RCONH278	RCONH279	RCONH280	RCONH281	RCONH282	RCONH283	RCONH284	RCONH285	RCONH286	RCONH287	RCONH288	RCONH290	RCONH291	RCONH292	RCONH293	RCONH294	RCONH295	RCONH296	RCONH297	RCONH298	RCONH299	RCONH300	RCONH301	RCONH302	RCONH303	RCONH304	RCONH307	RCONH308	RCONH309	RCONH310	RCONHJ74	RCONHJ75	RCONHJ76	RCONHJ77	RCONHJ78	RCONHJ79	RCONHJ80	RCONHJ81	RCONHJ82	RCONHJ83	RCONHJ84	RCONHJ85	RCONHJ86	RCONHJ87	RCONHJ88	RCONHJ89	RCONHJ90	RCONHJ91	RCONHJ92	RCONHJ93	RCONHJ94	RCONHJ95	RCONHJ96	RCONHJ97	RCONHJ98	RCONHJ99	RCONHK00	RCONHK01	RCONJA21	RCONJJ30	RCONJJ31	RCONJJ32	RCONS396	RCONS397	RCONS398	RCONS399	RCONS400	RCONS402	RCONS403	RCONS405	RCONS406	RCONS410	RCONS411	RCONS413	RCONS414	RCONS415	RCONS416	RCONS417	RCONS419	RCONS420	RCONS421	RCONS423	RCONS424	RCONS425	RCONS426	RCONS427	RCONS428	RCONS429	RCONS431	RCONS432	RCONS433	RCONS434	RCONS435	RCONS436	RCONS437	RCONS439	RCONS440	RCONS441	RCONS442	RCONS443	RCONS445	RCONS446	RCONS447	RCONS449	RCONS450	RCONS451	RCONS452	RCONS453	RCONS454	RCONS455	RCONS457	RCONS458	RCONS459	RCONS460	RCONS461	RCONS462	RCONS463	RCONS466	RCONS467	RCONS469	RCONS470	RCONS471	RCONS475	RCONS476	RCONS477	RCONS478	RCONS479	RCONS480	RCONS481	RCONS482	RCONS483	RCONS484	RCONS485	RCONS486	RCONS487	RCONS488	RCONS489	RCONS490	RCONS491	RCONS492	RCONS493	RCONS494	RCONS495	RCONS496	RCONS497	RCONS498	RCONS499	RCONS500	RCONS503	RCONS504	RCONS505	RCONS506	RCONS507	RCONS510	RCONS511	RCONS512	RCONS513	RCONS514	RCONS515	RCONS516	RCONS517	RCONS518	RCONS519	RCONS520	RCONS521	RCONS522	RCONS523	RCONS524	RCONS525	RCONS526	RCONS527	RCONS528	RCONS529	RCONS530	RCONS531	RCONS539	RCONS540	RCONS541	RCONS542	RCONS543	RCONS544	RCONS545	RCONS546	RCONS547	RCONS548	RCONS549	RCONS550	RCONS551	RCONS552	RCONS554	RCONS555	RCONS556	RCONS557	RCONS558	RCONS559	RCONS560	RCONS561	RCONS562	RCONS563	RCONS564	RCONS565	RCONS566	RCONS567	RCONS568	RCONS569	RCONS570	RCONS571	RCONS572	RCONS573	RCONS574	RCONS575	RCONS576	RCONS577	RCONS578	RCONS579	RCONS580	RCONS581	RCONS582	RCONS583	RCONS584	RCONS585	RCONS586	RCONS587	RCONS588	RCONS589	RCONS590	RCONS591	RCONS592	RCONS593	RCONS594	RCONS595	RCONS596	RCONS597	RCONS598	RCONS599	RCONS600	RCONS601	
168571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49171	0	0	0	0	0	0	0	0	-8175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131954	0	0	122226	9728	0	0	0	635	0	0	0	0	0	635	231425	0	0	0	0	231425	0	0	0	3088	1987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9351	635	0	0	1987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49987	9997	0	0	0	9997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	635	0	0	1987	0	0	0	0	0	0	0	953	0	0	7948	0	0	0	0	372516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
169354																																																																																																																																																																																																																																																	
169653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	808961	0	0	0	0	0	0	-27583	0	-135894	0	0	0	0	0	19484	0	6826	12658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1213967	0	1540	864213	348214	477	0	477	5297	0	0	0	0	0	5297	2708475	0	22658	38	4	2685775	0	0	0	29748	0	0	0	0	0	0	0	199450	199450	0	39944	0	0	0	0	0	0	2389	2389	0	478	0	0	0	0	0	0	28413	5774	88374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	316362	63272	0	0	0	63272	0	0	672184	0	20882	13822	0	0	0	7060	0	0	0	0	0	0	0	0	0	0	0	0	5774	88374	0	0	0	0	0	0	0	0	0	8661	220935	0	0	0	0	0	0	4646618	0	206735	543745	274789	0	0	0	0	0	0	5167	10546	15140	0	0	0	0	0	0	0	0	
169756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3684	0	0	0	0	0	0	0	0	-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141749	0	564	103627	4830	0	0	0	11244	0	0	0	0	0	11244	303391	0	470	136672	0	166249	0	0	0	0	451	0	30103	30103	0	6816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25046	11244	0	0	451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23668	4734	0	0	0	4734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11244	0	0	451	0	0	0	0	0	0	0	16866	0	0	1804	0	0	0	0	349137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35992	0	0	0	0	0	0	0	0	-1537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9710	0	0	9681	29	0	0	0	16	0	0	0	0	16	0	15861	0	288	248	0	15325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	81	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70106	0	0	0	0	0	0	0	0	-6750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193243	0	4793	187977	473	1946	0	1946	502	0	0	0	0	0	502	43109	0	1496	0	0	41613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-8030	2448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4953	991	0	0	0	991	0	0	21608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2448	0	0	0	0	0	0	0	0	0	0	3672	0	0	0	0	0	0	0	193766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2604	2604	0	0	2604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26350	0	0	0	0	0	0	0	0	-5021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145420	0	0	131849	13571	0	0	0	6480	0	0	0	0	0	6480	144880	0	0	1457	16765	126659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9644	6480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6480	0	0	0	0	0	0	0	0	0	0	9720	0	0	0	0	0	0	0	262505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
171133																																																																											0	0																																																																																																																																																																					
171656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36858	0	0	0	0	0	0	0	0	-1056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67968	0	0	52851	15117	1517	0	1517	0	0	0	0	0	0	0	64180	0	116	1047	0	63017	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	564	0	7046	0	-2374	1517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12475	2495	0	0	1247	1248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1517	0	0	0	0	0	0	0	0	0	0	2276	0	0	0	0	0	0	0	141453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
171759																																																																																																																																																																																																																																																	
171768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161693	0	0	0	0	0	0	0	0	-13238	0	0	0	0	0	1054	0	0	1054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344363	0	0	343740	623	0	0	0	6362	0	0	0	0	0	6362	616792	0	5927	24125	0	586741	0	0	0	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	791	791	0	0	6444	-20360	6362	4436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11872	2374	0	0	0	2374	0	0	17292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6362	4436	0	0	0	0	0	0	0	0	0	9543	11090	0	0	0	0	0	0	916918	0	4287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
172251																																																																																																																																																																																																																																																	
172457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5700	0	0	0	0	0	0	0	0	-109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138611	0	0	122713	15897	10855	0	10855	0	0	0	0	0	0	0	203083	0	300	4539	123	198121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3463	10899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460	92	0	0	24	68	0	0	20240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10899	0	0	0	0	0	0	0	0	0	0	16349	0	0	0	0	0	0	0	324380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
172475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	768	768	0	0	768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307588	0	0	300263	7325	0	0	0	0	0	0	0	0	0	0	150709	0	14	0	0	150695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19405	19405	0	0	9508	-2563	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11173	2235	0	0	0	2235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	705	0	0	0	0	0	0	365104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
172859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28371	0	0	0	0	0	0	-7	0	-1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13402	0	0	13044	358	0	0	0	1248	0	0	0	0	1248	0	144170	0	0	0	0	144170	0	0	0	4980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31889	6378	0	0	0	6378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0	0	1872	1872	0	0	1872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151185	0	0	0	0	0	0	0	0	-16039	0	0	0	0	0	1085	0	0	1085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209148	0	0	192724	16424	5402	0	5402	652	0	0	0	0	0	652	133278	0	12924	8616	343	111395	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	98	0	298	0	-17362	6088	372	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7665	1533	0	540	308	685	0	2609	29438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8697	372	0	101	0	0	0	0	0	0	0	13046	930	0	404	0	0	0	0	327551	0	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173557																																																																																																																																																																																																																																																	
173575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276216	0	0	0	0	0	0	0	0	-34827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1154809	0	0	1153524	1285	19406	0	19406	38	0	0	0	0	0	38	469724	0	0	0	0	469724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-42717	19444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102774	20555	0	0	0	20555	0	0	189745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19444	0	0	0	0	0	0	0	0	0	0	29166	0	0	0	0	0	0	0	1259170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173641																																																																																																																																																																																																																																																	
173959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1298	1298	0	0	1298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53813	0	0	0	0	0	0	0	0	-4799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9497	0	0	9384	113	0	0	0	20	0	0	0	0	0	20	16856	0	5642	0	0	11214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5035	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	35775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
174321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25544	0	0	0	0	0	0	0	0	-2481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90169	0	0	80161	10008	0	0	0	0	0	0	0	0	0	0	38623	0	0	0	0	38623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4440	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20621	4124	0	0	3429	695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	117657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
174367																																																																																																																																																																																																																																																	
174572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1355	0	0	9972	9972	0	0	9972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1063682	114	0	0	0	0	0	0	0	-93799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3878324	0	23091	3666269	188963	27036	0	27036	41060	0	0	0	0	0	41060	4232704	0	869	0	0	4231835	0	0	0	132626	0	0	0	0	0	0	0	195	195	0	0	208	0	0	0	0	0	5	5	0	0	5	0	0	0	0	0	-25440	68288	1355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	663851	132770	0	0	0	132225	545	38	35493	0	13143	0	0	7701	0	5442	0	0	0	0	0	0	0	0	0	0	0	0	68871	1355	0	0	0	0	0	0	0	0	0	103307	3388	0	0	0	0	0	0	7831588	0	165854	731259	217679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16585	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61294	0	0	53219	8075	0	0	0	5875	0	0	0	0	0	5875	299179	0	21926	7478	3429	266346	0	0	0	2434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-754	5875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5875	0	0	0	0	0	0	0	0	0	0	8813	0	0	0	0	0	0	0	348264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1044	0	0	627	627	0	0	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166493	0	0	0	-10	0	0	0	0	-13181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66989	0	0	66690	299	4882	0	4882	165	0	0	0	0	0	165	316784	0	9418	0	0	307366	0	0	0	6424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2202	2202	0	27525	0	-11212	5047	1044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42734	8547	0	0	4273	4273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5047	1044	0	0	0	0	0	0	0	0	0	7571	2610	0	0	0	0	0	0	457901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175458																																																																																																																																																																																																																																																	
175609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1785	1785	0	0	1785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92847	0	0	0	0	0	0	0	0	-1529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67638	0	0	67638	0	0	0	0	1085	0	0	0	0	1085	0	65654	0	0	0	0	65654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7616	7616	0	0	7616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410814	0	0	0	0	0	0	0	0	-68088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559604	0	0	538432	21172	0	0	0	9748	0	0	0	0	0	9748	1348451	0	147	0	0	1348304	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-96496	9748	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392158	78432	0	0	0	78432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9748	0	0	70	0	0	0	0	0	0	0	14622	0	0	280	0	0	0	0	1962282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50658	0	0	0	0	0	0	0	0	-5633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42262	0	0	41609	644	0	0	0	0	0	0	0	0	0	0	234978	0	1269	1823	0	231886	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9836	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15593	3119	0	0	378	2741	0	0	1505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	296592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176437																																																																																																																																																																																																																																																	
176464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348990	0	0	0	0	0	0	0	0	-44320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142842	0	0	142656	186	37001	0	37001	6175	0	0	0	0	0	6175	592551	0	5302	15365	16368	555516	0	0	0	19319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-33647	43176	0	0	0	0	0	0	0	0	0	54987	54987	48570	0	0	0	0	6416	0	0	45182	9036	34	0	3734	5268	0	0	8778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43176	0	0	0	0	0	0	0	0	0	0	64764	0	0	0	0	0	0	0	897271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15186	0	0	0	0	0	0	0	0	-352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94545	0	0	87757	6788	0	0	0	0	0	0	0	0	0	0	37126	0	0	0	0	37126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1979	0	815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6029	1206	0	0	0	1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	815	0	0	0	0	0	0	0	0	0	0	2038	0	0	0	0	0	0	98626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
177135																																																																																																																																																																																																																																																	
177443																																																																																																																																																																																																																																																	
177500																																																																																																																																																																																																																																																	
177555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7901	0	0	0	0	0	0	0	0	-324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1078	0	0	1078	0	0	0	0	127	0	0	0	0	0	127	20864	0	0	8182	0	12682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-538	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	18534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
