"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDHT50	RCFDHT51	RCFDHT52	RCFDHT53	RCFDHT58	RCFDHT59	RCFDHT60	RCFDHT61	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCFDMG95	RCFDPU98	RCFDPU99	RCFDPV00	RCFDPV01	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	RCONG314	RCONG315	RCONG316	RCONG317	RCONG318	RCONG319	RCONG320	RCONG321	RCONG322	RCONG323	RCONG348	
1669																																																																																																																																																					0	0	59325	48055	46265	0	0	2000	1950	0	0	0	0	15496	14810	72550	68150	0	15496	14810	0	0	0	0	17414	6631	12928	34585	9694	1862	0	0	0	0	0	3762	12191	1993	0																									0	0	0	0									0	0	0	0	0	0	958	976	0	0	0	0	0	0	0	0		
1856																																																																																																																																																					0	0	5680	0	0	1000	922	2000	1972	0	0	0	0	1000	922	8098	7983	0	0	0	0	0	0	0	0	1000	3611	0	0	169	0	0	0	0	0	0	0	121	4079																									0	1639	0	1624									0	0	0	0	0	0	4252	4202	0	0	0	0	0	0	0	0		
2161																																																																																																																																																					0	0	33887	0	0	0	0	6000	4992	0	0	0	0	0	0	95345	82175	0	0	0	40182	32643	0	0	0	0	1808	1715	5744	17632	10736	8989	0	0	0	4120	7200	8701	15530																									0	0	0	0									0	0	0	0	0	0	5807	4435	0	0	0	0	0	0	8436	8063		
2732																																																																																																																																																					0	0	22151	20651	20743	0	0	0	0	0	0	300	300	0	0	37263	37039	0	0	0	14243	14014	0	0	12887	0	12887	23745	407	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2750																																																																																																																																																					0	0	10592	0	0	0	0	0	0	0	0	0	0	0	0	15064	14091	0	0	0	8395	7763	500	499	1833	614	1233	6242	890	4467	498	0	112	0	0	0	35	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
3252																																																																																																																																																					0	0	201400	49595	49709	0	0	0	0	0	0	0	0	0	0	229540	227322	0	0	0	55298	53388	0	0	39582	11736	28639	35752	15514	30663	8000	399	683	342	386	520	0	64304	30384																									0	0	0	0									0	0	0	0	0	0	65555	65602	0	0	0	0	0	0	26	22		
3458																																																																																																																																																					0	0	7998	99	93	0	0	2101	2072	0	0	0	0	792	765	18769	16962	0	792	765	9092	8173	0	0	1367	100	1267	1738	2628	6134	0	0	0	0	0	1103	3456	236	1091																									0	0	0	0									0	0	0	0	0	0	1472	1327	0	0	0	0	0	0	0	0		
3720																																																																																																																																																					0	0	61700	16119	16030	0	0	0	0	0	0	0	0	39389	34900	111999	104531	0	31642	27619	4517	4421	2500	2371	2600	1962	2600	17522	14150	31347	6190	0	0	365	5669	21120	35793	1205	5999																									0	0	0	0									0	0	0	0	0	0	7114	7203	0	0	0	0	0	0	0	0		
3971																																																																																																																																																					0	0	141557	60575	59206	0	0	37764	34099	0	0	0	0	0	0	216034	202879	0	0	0	11733	10045	2000	1739	21697	11249	15236	47697	42934	50453	5175	0	7	57	0	10823	9959	1288	8001																									0	0	0	0									0	0	0	0	0	0	9686	9289	0	0	0	0	0	0	0	0		
4231																																																																																																																																																					0	0	49770	3993	3999	1000	873	0	0	0	0	0	0	1000	873	76267	70958	0	0	0	24610	21469	500	476	2992	0	2992	4820	3985	18542	1026	0	0	0	236	7299	33060	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5069																																																																																																																																																					0	0	0	1920	1913	0	0	1837	1975	0	0	0	0	0	0	5284	5570	0	0	0	1527	1682	0	0	0	0	0	0	0	3657	1913	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5135																																																																																																																																																					0	0	80793	59740	59691	0	0	0	0	0	0	0	0	0	0	100871	100518	0	0	0	2082	2007	0	0	80675	74632	6043	14302	4465	1076	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5210																																																																																																																																																					0	0	160429	0	0	0	0	30840	29253	0	0	0	0	64505	56420	491507	455317	0	63100	55058	0	0	0	0	13697	6433	13522	75024	77994	104379	35842	0	36	1832	570	66403	83135	638	54014																									0	0	0	0									0	0	0	0	0	0	56710	54078	0	0	0	0	0	0	0	0		
5461																																																																																																																																																					3955	3904	67080	0	0	0	0	0	0	0	0	0	0	223312	204421	41523	40090	0	93756	85984	2737	2603	0	0	13782	4584	9802	32494	7742	54405	52599	0	0	0	0	44483	48959	0	8334																									0	0	0	0									0	0	0	0	7750	7008	615	585	0	0	0	0	0	0	0	0		
5751																																																																																																																																																					0	0	56329	1962	1878	6250	5060	0	0	0	0	0	0	6250	5060	110420	103635	0	0	0	38700	32094	0	0	900	21263	1000	5378	0	33018	1356	12758	0	0	0	0	4	18624	16484																									0	16121	0	16257									0	0	0	0	0	0	17230	17088	0	0	0	0	0	0	10938	11013		
6039																																																																																																																																																					0	0	39224	39826	39881	0	0	0	0	0	0	0	0	2977	2975	52598	52484	0	0	0	1299	1225	500	472	13984	2995	10989	29616	1370	2521	0	0	0	0	0	1962	3826	1990	192																									0	0	0	0	0	0	0	0	987	986	4794	4801	0	0	0	0	1990	1989	194	192	0	0	0	0	0	0	0	0		
6329																																																																																																																																																					0	0	167975	0	0	0	0	0	0	0	0	0	0	0	0	187971	168315	0	0	0	14126	12315	23000	22280	4942	0	4942	27374	23348	11136	0	0	0	0	0	28807	69694	0	3013																									0	0	0	0	0	0	0	0	0	0	115276	98502	0	0	0	0	0	0	3562	3013	0	0	0	0	0	0	0	0		
7009																																																																																																																																																					0	0	374759	331113	331127	0	0	0	0	0	0	0	0	0	0	375345	374759	0	0	0	44232	43632	0	0	335131	311378	23753	19807	15187	4634	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7045																																																																																																																																																					0	0	89639	0	0	0	0	0	0	0	0	0	0	274	264	158222	142800	0	274	264	65427	58664	0	0	1006	139	868	3121	3829	40708	11455	0	0	38	606	39746	14377	4464	23723																									0	0	0	0	0	0	2958	2799	0	0	56669	51968	0	0	0	0	0	0	30065	26330	0	0	0	0	0	0	0	0		
7072																																																																																																																																																					0	0	19988	2993	2959	0	0	26320	24018	0	0	0	0	38748	33046	45148	41476	0	7802	6086	3197	2796	0	0	2294	1306	975	6786	8067	22910	6257	0	13	0	66	11188	20978	0	1117																									0	0	0	0									0	0	0	0	0	0	1524	1117	0	0	0	0	0	0	0	0		
7456																																																																																																																																																					0	0	18668	0	0	0	0	0	0	0	0	0	0	0	0	28800	27138	0	0	0	25819	24272	0	0	2945	420	2525	4001	4681	14619	758	0	1	0	0	133	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
