"IDRSSD"	RCFD2143	RCFD2150	RCFD2651	RCFD3163	RCFD3164	RCFD3190	RCFD4088	RCFD6164	RCFD6165	RCFDA590	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJA29	RCFDJF76	RCFDK192	RCFDK193	RCFDK194	RCFN5513	RCON2143	RCON2150	RCON2651	RCON3163	RCON3164	RCON3190	RCON4088	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB569	RCONB570	RCONB571	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJA29	RCONJF76	RCONK192	RCONK193	RCONK194	RCONL133	RCONL135	RCONLG26	RCONLG27	RCONLG28	RCONLL57	RCONLL59	RCONLL60	RCONMM07	RCONMQ52	RCONN523	RCONN524	TE01N528	TE01N529	TE02N528	TE02N529	TE03N528	TE03N529	TE04N528	TE04N529	TE05N528	TE05N529	TE06N528	TE06N529	TE07N528	TE08N528	TE09N528	TE10N528	TEXT4087	
92706																														49	0	8000	0	49	8000		0	0	0	0	0	1798	1	188			0	8000	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.sugarriverbank.com	
92902																														0	56	0	0	0	0		0	0	56	0	0	11	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.BankofCattaraugus.com	
93244																														2032	0	1958	0	869	69825		0	0	0	0	0	12587	5	1394			0	1958	18500	47000	2367	0	0	0	0	0	0	0			84	1163						0	0	0	0	0	0																					www.woodfordstatebank.com	
93543																														2431	157	0	0	2431	0		0	0	37	0	120	4685	2	2431			0	0	0	0	0	0	0	0	0	0	0	0			611	0						0	0	0	0	0	0					accounts.svbt.com																www.svbt.bank	
93619	0	0	0	0	0	0		0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0											0	0	0	0	0																0		false	true								0	0	0	0	0	0																					www.statestreet.com	
94139																														11806	222	203760	7149	0	203760		0	0	222	0	0	3338	3	0			0	203760	0	0	0	0	0	0	0	0	0	0			0	4657						0	0	0	0	0	0					WWW.CANNAFIRST.COM																WWW.MANDMBANK.COM	
94522																														959	65	0	0	0	0		0	0	65	0	0	17892	4	0			0	0	0	0	0	0	0	0	0	0	0	0			2921	959						0	0	0	0	0	0																					http://www.BCBonline.com	
94755																														0	0	4000	0	0	8000		0	0	0	0	0	1886	1	0			0	4000	4000	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.sundancestate.bank	
94858																														0	0	0	0	0	0		0	0	0	0	0	602	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.adrianbank.com	
95051																														2139	0	85750	0	2139	91309		0	0	0	0	0	0	0	2139	false	0	5559	85750	0	0	0	0	5559	0	0	0	0	5559	true	false	2	0	0					0	0	0	0	0	0																					www.oneamericanbank.com	
95677																														0	0	9000	0	0	9000		0	0	0	0	0	932	0	0			0	9000	0	0	0	0	0	0	0	0	0	0			0	0				1	true	0	0	0	0	0	0																					www.rocklandsavingsbank.com	
96553																														972	0	9000	807	0	17967		0	0	0	0	0	2053	2	0			0	9000	7500	0	1467	0	0	0	0	0	0	0			7	165						0	0	0	0	0	0																					WWW.HERSHEYBANK.COM	
97055																														2287	0	15000	1082	0	99700		0	0	0	0	0	9000	1	0			0	79700	20000	0	0	60000	0	0	0	0	0	0				1205						0	0	0	0	0	0						HSB- Henderson		HSB- York		HSB-Greeley		HSB- Giltner		HSB-McCook		HSB-Maywood					www.hendersonstate.bank	
97279																														0	0	0	0	0	0		0	0	0	0	0	370	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.woodsfieldsavings.com	
97457																														127	61	0	0	0	0		0	0	35	0	26	838	1	0			0	0	0	0	0	0	0	0	0	0	0	0				127						0	0	0	0	0	0					www.citizensbankofamsterdam.com																WWW.CITIZENSBANK.WS	
97804																														20295	0	57675	12852	26	60103		0	0	0	0	0	33162	5	118			0	57675	0	0	2428	0	0	0	0	0	0	0			0	7417						1	28	0	0	0	0																					www.mountainone.com	
97943																														11703	6177	71000	11670	0	71000		6177	0	0	0	0	2091	1	0			0	71000	0	0	0	0	0	0	0	0	0	0				33						0	0	0	0	0	0																					www.marioncountybank.com	
98351																														0	0	0	0	0	0		0	0	0	0	0	618	1	0			0	0	0	0	0	0	0	0	0	0	0	0				0						2	5	0	0	0	0						CITIZENS STATE BANK RIDGWAY		CITIZENS STATE BANK SILVERTON		CITIZENS STATE BANK TELLURIDE		CITIZENS STATE BANK NATURITA		CITIZENS STATE BANK MOUNTAIN VILLAGE		CITIZENS STATE  BANK MONTROSE					www.csbcolorado.com	
98463																														0	0	0	0	0	0		0	0	0	0	0	4975	2	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						1	3	0	0	0	0																					www.citizensEbank.com	
98717																														0	0	0	0	0	5239		0	0	0	0	0	0	0	0	false	0	0	0	0	5239	0	0	0	0	0	0	0	0	false	false		0	0					0	0	0	0	0	0																					www.eastbank-na.com	
99143																														0	0	0	0	0	373		0	0	0	0	0	5692	2	0			0	0	0	0	373	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					http://www.mandp.bank	
99376																														33356	765	20000	0	33356	100000		0	0	765	0	0	0	0	42770	false	0	0	20000	60000	20000	0	0	0	0	0	0	0	0	false	false	0	0	0					0	0	0	0	0	0					www.cifwithncb.coop	National Cooperative Bank															www.ncb.coop	
99442																														17759	503	0	16071	0	0		0	0	264	0	239	18137	4	0			0	0	0	0	0	0	0	0	0	0	0	0			0	1688						0	0	0	0	0	0																					WWW.BANKCOM.COM	
99536																														3427	0	0	3302	0	34		0	0	0	0	0	1854	2	0			0	0	32	0	2	0	0	0	0	0	0	0			0	125						2	10	0	0	0	0																					onebanktn.com	
99853																														0	0	0	0	0	0		0	0	0	0	0	799	2	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					https://www.fsbnoble.com	
100236																														0	0	0	0	0	0		0	0	0	0	0	3244	2	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.sunmarkbank.com	
100357																														11998	88	0	11764	0	0		88	0	0	0	0	16820	3	0			0	0	0	0	0	0	0	0	0	0	0	0			0	234						3	125	0	0	0	0																					www.legend-bank.com	
100562																														316153	5430	0	304442	6758	17039		50	2902	1579	0	899	32078	2	6758	true	0	17039	0	0	0	0	0	17039	0	0	0	0	17039	true	false	3000	4953	0					3	707	0	0	0	0					www.tricountiesbank.com																www.tcbk.com	
100777																														190	52	20000	182	6	30000		52	0	0	0	0	434	0	6			0	20000	10000	0	0	0	0	0	0	0	0	0			0	2				1	true	0	0	0	0	0	0					cfsbank.bank																www.cfsbank.com	
100843																														1819	0	57600	0	0	57600		0	0	0	0	0	125	0	0			0	57600	0	0	0	0	0	0	0	0	0	0			0	1819						0	0	0	0	0	0																					www.fnbc.us	
101037																														0	0	0	0	0	0		0	0	0	0	0	7788	3	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0					www.fabt.com																www.fabt.com	
101439																														0	0	0	0	0	0		0	0	0	0	0	2537	2	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.durdenbc.com	
101671																														2284	0	0	2023	261	0		0	0	0	0	0	3119	3	261	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0	0					0	0	0	0	0	0																					www.adirondackbank.com	
101738																														0	981	0	0	0	0		126	0	0	0	855	81	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0					www.gsnb.com																www.greatsouthern.bank	
101952																														0	0	0	0	0	0		0	0	0	0	0	2251	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.bradynational.bank	
102333																														0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0					www.wilcobank.com	Wilkinson County Bank															www.apexga.bank	
102342																														0	525	8000	0	0	11000		0	0	97	0	428	890	1	0			0	8000	3000	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					WWW.RACCOONVALLEYBANK.COM	
102557																														653	0	1750	653	0	4250		0	0	0	0	0	3352	4	0			0	1750	2500	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.foundationonebank.com	
102874																														1039	0	5500	0	1039	9000		0	0	0	0	0	674	0	1039	false	0	0	5500	3500	0	0	0	0	0	0	0	0	0	false	false	0	0	0			1	true	0	0	0	0	0	0																					www.pcs.bank	
103134																														0	0	0	0	0	0		0	0	0	0	0	1967	1	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					http://WWW.BKOFCOMMERCE.COM	
104234																														0	75	0	0	0	0		0	0	75	0	0	1454	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.hcbwv.com	
104542																														0	0	1000	0	0	5745		0	0	0	0	0	103	0	0			0	1000	4745	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.marseillesbank.com	
104971																														939	0	0	913	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				26				1	true	0	0	0	0	0	0																					www.martinsvillefirst.bank	
105026																														0	1424	21000	0	0	21726		0	0	0	0	1424	13304	3	0			57	21000	0	0	0	0	57	96	109	464	0	726				0						0	0	0	0	0	0																					www.fbwbank.com	
105473																														0	0	0	0	0	0		0	0	0	0	0	9840	4	0			0	0	0	0	0	0	0	0	0	0	0	0				0						3	7	0	0	0	0																					www.homefederalbanktn.com	
105530																														0	0	0	0	0	0		0	0	0	0	0	879	1	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.fsbankmctn.com	
106359																														14206	0	50000	14206	0	160000		0	0	0	0	0	3108	5	0	true	0	0	50000	50000	50000	10000	0	0	0	0	0	0	0	true	true	0	0	0					1	3	0	0	0	0																					FFB.com	
106452																														1776	1129	15000	0	0	15000		507	622	0	0	0	14	0	0			0	15000	0	0	0	0	0	0	0	0	4540	0			0	1776						0	0	0	0	0	0					www.pueblobankandtrust.com	PB&T Bank	www.pbandt.mobi		www.pbandt.com												www.pbandt.bank	
106676																														0	0	12650	0	0	14150		0	0	0	0	0	726	1	0			0	12650	0	1500	0	0	0	0	0	0	0	0			0	0				1	true	0	0	0	0	0	0																					www.bhsla.com	
107244																														660789	71788	300000	660789	0	300000		55687	0	146	0	15955	0	0	0	false	0	0	300000	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0					2	5	0	0	0	0																					http://www.ozk.com	
107570																														1185	0	17500	0	1185	46500		0	0	0	0	0	277	0	1185			0	17500	27000	2000	0	3000	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.firstfedindiana.bank	
107758																														0	0	490	0	0	8410		0	0	0	0	0	66	0	0			0	490	1290	5060	1570	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.bvsb.bank	
108072																														132	0	4000	132	0	11000		0	0	0	0	0	498	0	0			0	4000	4500	2500	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0					www.buffalofed.bank	Bank of Buffalo		Bank of Gillette		Bank of Sheridan											www.buffalofed.bank	
108269																														0	0	0	0	0	0		0	0	0	0	0	54	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					WWW.FNBTX.BANK	
108652																														399	0	0	399	0	0		0	0	0	0	0	106	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.b2.bank	
108746																														0	0	0	0	0	0		0	0	0	0	0	3914	2	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					onlinebanking.masoncitynationalbank.com	
108951																														363	0	32875	363	0	77875		0	0	0	0	0	1129	1	0			0	32875	45000	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.reliabank.com	
109136																														0	0	0	0	0	0		0	0	0	0	0	21053	3	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.peoplesbanktrust.com	
109154																														0	77	0	0	0	0		0	0	77	0	0	864	1	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					WWW.fsbbyron.com	
109453																														2193	0	13500	2163	0	26000		0	0	0	0	0	5611	2	0			0	13500	12500	0	0	0	0	0	0	0	0	0				30						0	0	0	0	0	0																					https://www.ebankstar.bank	
109574																														218	0	57000	218	0	57722		0	0	0	0	0	1657	2	0			0	57000	0	0	722	0	0	0	0	0	0	0			20316	0						0	0	0	0	0	0					www.haverhillbank.bank																www.haverhillbank.com	
109659																														138	1977	0	138	0	0		77	0	0	0	1900	3978	6	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.ln.bank	
110413																														0	0	0	0	0	0		0	0	0	0	0	13745	1	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0					0	0	0	0	0	0																					www.suttonbank.com	
110936																														10488	228	0	10488	0	1083		0	0	228	0	0	161	0	0			0	0	0	1083	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					http://www.bbamericas.com	
110945																														0	0	7004	0	0	8664		0	0	0	0	0	1241	0	0			0	7004	1300	0	360	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.usbky.com	
110972																														120	0	3000	120	0	9000		0	0	0	0	0	979	0	0			0	3000	0	4000	2000	9000	0	0	0	0	0	0				0						0	0	0	0	0	0																					WWW.FIRSTFEDERALWASHINGTON.COM	
111157																														0	0	14100	0	0	21649		0	0	0	0	0	1794	1	0	false	0	0	14100	2990	229	4330	0	0	0	0	0	0	0	true	false		0	0					0	0	0	0	0	0																					https://www.bankoflindsay.com	
111205																														562	0	120599	0	562	171183		0	0	0	0	0	495	0	562			0	120599	35084	15500	0	30000	0	0	0	0	0	0			15935	0						0	0	0	0	0	0					www.partnersbankonline.com																www.partners.bank	
111942																														1433	0	12500	0	1433	47500		0	0	0	0	0	10429	2	1433			0	12500	35000	0	0	0	0	0	0	0	0	0			62	0						0	0	0	0	0	0																					www.fortifibank.com	
112163																														33346	0	0	32160	390	0		0	0	0	0	0	94330	11	390	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	796	0					1	2	0	0	0	0																					www.gnty.com	
112332																														604	1056	0	0	0	0		545	0	511	0	0	378	0	0			0	0	0	0	0	0	0	0	0	0	0	0				604						2	12	0	0	0	0					www.fnbhartford.com	FNB		First National Bank													www.fnbhartford.com	
112510																														0	0	0	0	0	0		0	0	0	0	0	1345	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					balticstatebank.com	
112556																														0	0	0	0	0	0		0	0	0	0	0	35	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.statebankofchandler.bank	
112837	39437754	45660	0	28513784	309430	24576498		1319	0	309430	false	0	9463029	0	0	537411	0	0	14504114	6319410	3215563	0	13641929	0	10614540	0			0						24576498		0	0	2607	0	43053																0		true	false								85	777	0	0	0	0					www.discover.com	Capital One Bank															www.capitalone.com	
113003																														0	0	0	0	0	0		0	0	0	0	0	787	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	53265	0	0					0	0	0	0	0	0																					www.staffordsavingsbank.com	
113030																														0	937	0	0	0	0		0	0	0	0	937	42	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.farmersstate-online.net	
113441																														2973	0	0	2604	369	10000		0	0	0	0	0	10427	5	369			0	0	10000	0	0	0	0	0	0	0	0	0			2297	0						0	0	0	0	0	0					www.gofsb.com																www.farmersstatebank.com	
113601																														0	19100	3975	0	0	3975		0	0	0	0	19100	265	0	0			0	3975	0	0	0	0	0	0	0	0	0	0			1000	0						2	22	0	0	0	0																					https://www.bankofnewengland.com	
113740																														215	80	0	0	215	0		0	0	80	0	0	3449	2	215	true	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0	0					0	0	0	0	0	0																					www.fsb.bank	
114149																														1151	0	10000	1151	0	24600		0	0	0	0	0	426	0	0			0	10000	14600	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.partnersbankwi.com	
114260																														1284	0	0	0	1284	36667		0	0	0	0	0	26985	1	1284	false	0	0	0	0	15000	0	0	0	156	0	21511	0	21667	true	true	0	0	0					12	318	0	0	0	0																					http://www.fnbalaska.com	
114457																														0	376	0	0	0	0		0	0	376	0	0	369	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0					www.fnbec.bank																www.fnbec.com	
114774																														4171	0	0	0	4171	0		0	0	0	0	0	25	0	5914			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.abbemae.com	
114840																														0	88	349	0	0	4809		0	0	88	0	0	5035	3	0			0	349	117	2207	2136	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.fsbmybank.com	
114859																														0	0	4294	0	0	6394		0	0	0	0	0	1627	1	0			0	4294	600	1500	0	0	0	0	0	0	0	0			5000	0						0	0	0	0	0	0																					www.firstofminden.com	
115146																														0	0	4500	0	0	32172		0	0	0	0	0	3653	2	0			0	4500	11831	14546	1295	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.stansgarbank.com	
115575																														2253	0	57506	1006	313	69840		0	0	0	0	0	2884	2	587			130	57506	8000	4204	0	0	130	0	0	0	0	130			0	934						0	0	0	0	0	0					www.instagram.com/coastalheritagebank		www.facebook.com/coastalheritagebank/		www.youtube.com/channel/UC60jgRmYT385uZSFa-9kmlg/featured		www.linkedin.com/coastalheritagebank										www.coastalheritagebank.com	
116358																														0	0	0	0	0	0		0	0	0	0	0	301	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.statebankcoldspring.com	
116554																														102	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	102						0	0	0	0	0	0																					www.oldglorybank.com	
116741																														0	0	0	0	0	2000		0	0	0	0	0	103	0	0			0	500	1000	500	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					http://www.ubtc.net	
117038																														0	1216	0	0	0	0		55	0	1161	0	0	366	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		0	0					0	0	0	0	0	0																					www.hnbfirst.com	
117074																														0	0	7760	0	0	10104		0	0	0	0	0	1850	1	0			0	7760	0	0	0	0	0	0	0	2344	0	0			0	0				1	true	0	0	0	0	0	0																					colonialfed.com	
117458																														13505	0	116700	12788	601	257524		0	0	0	0	0	54	0	1152			0	161700	63690	30000	2134	0	0	0	0	0	0	0				116						0	0	0	0	0	0																					mybankfirst.bank	
117775																														0	0	0	0	0	0		0	0	0	0	0	363	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0					0	0	0	0	0	0																					www.sobanco.com	
118156																														7236	0	1	954	0	55651		0	0	0	0	0	9398	4	0			0	1	23883	31033	734	0	0	0	0	0	0	0				6282						0	0	0	0	0	0					www.bankofripley.com																www.securitybanktn.com	
118660																														51	0	12602	0	51	24502		0	0	0	0	0	0	0	51			5000	12602	6900	0	0	0	5000	0	0	0	0	5000			0	0						0	0	0	0	0	0																					https://www.hbc.bank	
118736																														0	0	0	0	0	0		0	0	0	0	0	3610	4	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0						Bank of Yazoo															http://www.bankofyazoo.com	
119153																														0	0	0	0	0	0		0	0	0	0	0	520	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0					0	0	0	0	0	0																					WWW.SNBENID.COM	
119779																														1109	0	45000	0	1109	97857		0	0	0	0	0	10016	2	2417	true	0	0	45000	51000	1461	396	0	0	0	0	0	0	0	false	false	467	0	0					3	5	0	0	0	0					online.capeandcoastbank.com	Cape & Coast Bank	open.capeandcoastbank.com		online.mycapecodbank.com		www.mycapecodbank.com										www.capeandcoastbank.com	
119872																														458	0	25000	0	268	51748		0	0	0	0	0	4564	4	268			0	50000	468	650	630	0	0	0	0	0	0	0				190				1	true	0	0	0	0	0	0																					www.firstseacoastbank.com	
120476																														0	0	7100	0	0	9100		0	0	0	0	0	544	0	0			0	7100	2000	0	0	0	0	0	0	0	0	0				0				1	true	0	0	0	0	0	0																					www.argentinefed.com	
120542																														124	0	5000	0	0	15000		0	0	0	0	0	1557	1	0			0	5000	0	10000	0	0	0	0	0	0	0	0			7	124						0	0	0	0	0	0																					www.statebankofchilton.com	
120609																														640	393	2266	0	640	59078		0	0	393	0	0	2049	1	1528			0	2266	46812	10000	0	0	0	0	0	0	0	0			2048	0						2	131	0	0	0	0																					www.thomastonsavingsbank.com	
120953																														296	0	0	296	0	0		0	0	0	0	0	651	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					http://www.fsbparkston.com	
121642																														69750	6971	90000	62506	0	90036		540	0	2411	757	3263	12423	2	0	true	0	0	90000	36	0	0	0	0	0	0	0	0	0	true	true		7244	0					21	88	0	0	0	0																					http://www.bankplus.net	
121651																														0	0	0	0	0	0		0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.jonesborostatebank.com	
121914																														2293	0	0	1128	0	690		0	0	0	0	0	329	0	0			206	0	0	0	0	0	206	484	0	0	0	0				1165						1	2	0	0	0	0																					communitystate.bank	
122153																														0	0	0	0	0	0		0	0	0	0	0	627	0	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.jacksonparishbank.com	
122546																														0	0	0	0	0	5500		0	0	0	0	0	0	0	0			0	0	5500	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.midwestnationalbank.com	
123075																														0	0	7120	0	0	11155		0	0	0	0	0	66	0	0			0	7120	2885	1150	0	0	0	0	0	0	0	0				0				1	true	0	0	0	0	0	0																					www.miltonsavingsbank.com	
123374																														2863	208	4000	0	0	9007		15	0	193	0	0	0	0	0			0	4007	0	0	0	0	0	5000	0	0	0	5000			0	2863				1	true	0	0	0	0	0	0																					www.beauregardfederal.com	
124344																														1779	0	0	0	1685	45000		0	0	0	0	0	2213	2	2838			0	0	12500	12500	20000	0	0	0	0	0	0	0			4	94						0	0	0	0	0	0																					http://www.bankofsunprairie.com	
124830																														0	0	1000	0	0	1000		0	0	0	0	0	4697	2	0			0	1000	0	0	0	0	0	0	0	0	0	0			28	0						0	0	0	0	0	0																					www.bankofcamilla.net	
125154																														0	3053	17685	0	0	20480		0	0	0	0	3053	727	0	0	false	0	2795	17685	0	0	0	0	2795	0	0	0	0	0	true	false	0	0	0					0	0	0	0	0	0						Sheppard Bank															www.fsnb.com	
125855																														3214	2783	0	0	2844	5958		1001	0	1414	0	368	22647	4	2844			0	0	1468	1330	3160	0	0	0	0	0	0	0				370						1	15	0	0	0	0																					www.sabinebank.com	
126012																														0	0	0	0	0	4000		0	0	0	0	0	1164	2	0			0	0	0	4000	0	0	0	0	0	0	0	0				0						1	30	0	0	0	0																					http://www.champlainbank.com	
126049																														0	0	0	0	0	354		0	0	0	0	0	1012	1	0			0	0	0	354	0	354	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.connectbank.us	
126375																														0	0	0	0	0	25000		0	0	0	0	0	0	0	0			0	0	0	25000	0	0	0	0	0	0	0	0				0				2	true	0	0	0	0	0	0																					WWW.VIDFEDONLINE.COM	
126553																														2052	0	8000	0	2052	29600		0	0	0	0	0	2878	2	6513	false	0	0	8000	13000	8600	0	0	0	0	0	0	0	0	true	false	0	0	0					1	1	0	0	0	0						North Shore Bank															www.northshore.bank	
126834																														0	0	0	0	0	0		0	0	0	0	0	23489	5	0			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.citzcar.com	
127055																														3331	3441	5000	2916	415	5000		0	0	0	3441	0	1183	0	415			0	5000	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					http://www.wbduluth.com	
127224																														225	0	0	225	0	0		0	0	0	0	0	360	0	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.fun-bank.com	
128258																														0	0	0	0	0	0		0	0	0	0	0	1043	2	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.westerndakotabank.com	
128904																														1027549	0	11453	914213	1557	40820		0	0	0	0	0	4414	3	1557	false	0	13985	11453	1598	3136	9695	0	13985	663	290	0	0	997	true	true		111779	0					25	929	0	0	0	0																					www.easternbank.com	
129349																														0	54	0	0	0	3050		0	0	0	0	54	106	0	0			0	0	1400	1650	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					www.bankatfnb.com	
129358																														0	0	0	0	0	24		0	0	0	0	0	1777	1	0			0	0	0	0	0	0	0	24	0	0	0	24				0						0	0	0	0	0	0																					valor.bank	
129732																														221033	4220	320000	181852	9273	320000		0	0	0	0	4220	0	0	9273	false	0	0	320000	0	0	0	0	0	0	0	0	0	0	true	true		29908	0					3	52	0	0	0	0																					www.bylinebank.com	
129853																														0	0	2500	0	0	7167		0	0	0	0	0	425	0	0			0	2500	0	0	4667	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					www.commercialstate.com	
129910																														509	0	0	509	0	16000		0	0	0	0	0	876	0	0			0	0	16000	0	0	0	0	0	0	0	0	0				0						1	1	0	0	0	0																					www.pebank.com	
130345																														1562	0	0	0	1562	0		0	0	0	0	0	20650	6	1562			0	0	0	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0																					WWW.CSB.BANK	
130541																														180710	1425	0	155211	17613	160205		0	0	1249	0	176	623	0	17846	true	0	10056	0	150149	0	0	0	10056	0	0	0	0	10056	true	false	0	7886	0					1	4	0	0	0	0																					www.horizonbank.com	
131436																														0	0	0	0	0	0		0	0	0	0	0	3795	1	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false		0	0					0	0	0	0	0	0																					www.first1bank.com	
131717																														0	0	0	0	0	0		0	0	0	0	0	289	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false		0	0					0	0	0	0	0	0																					www.farmersstatebankky.com	
131940																														0	0	0	0	0	8000		0	0	0	0	0	0	0	0			0	0	8000	0	0	0	0	0	0	0	0	0			0	0						0	0	0	0	0	0					www.waldostatebank.com		www.waldostatebank.net														www.waldostate.bank	
132107																														9059	0	50422	7197	1862	190630		0	0	0	0	0	2171	2	3163			0	50422	59009	73285	5542	100000	0	0	0	2372	0	2372			1635	0						1	7	0	0	0	0																					www.androscogginbank.com	
132451																														0	0	0	0	0	0		0	0	0	0	0	2592	1	0			0	0	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0																					go.ibankfirst.com	
132778																														497	0	0	0	497	0		0	0	0	0	0	3585	2	497			0	0	0	0	0	0	0	0	0	0	0	0				0				1	true	0	0	0	0	0	0																					hsbank.bank	
132938																														0	0	9215	0	0	9215		0	0	0	0	0	674	1	0			0	9215	0	0	0	0	0	0	0	0	0	0				0						0	0	0	0	0	0					http://www.pcbankonline.com																http://www.pcbank.net	
133579																														14	0	14000	0	14	70000		0	0	0	0	0	4518	2	14	false	0	0	44000	19000	7000	0	30000	0	0	0	0	0	0	true	false		0	0			1	true	0	0	0	0	0	0																					www.thebankofbennington.com	
