"IDRSSD"	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF585	RCFDF589	RCFDF597	RCFDF601	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCFDHT87	RCFDHT88	RCFDHT89	RCFDHT91	RCFDHT92	RCFDHT93	RCFDJA36	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF585	RCONF589	RCONF597	RCONF601	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	RCONG547	RCONG548	RCONG549	RCONG550	RCONG551	RCONG552	RCONG553	
81175																																																																																																																																																																																																																																																	
82033																																																																																																																																																																																																																																																	
82257																																																																																																																																																																																																																																																	
82350																																																																																																																																																																																																																																																	
83375																																																																																																																																																																																																																																																	
83638	508	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		48670	0	0	47308	0	2542	2119924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	0	119935	0	0	119935	0	2291579	0	2542	2287675	1362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39897	0	0	39897	0						40146			40146																						39897			39897																						1362	39897	0	0	39897	0	0	0	0	0	0	0	2122466																																																																																						
83834																																																																																																																																																																																																																																																	
83852																																																																																																																																																																																																																																																	
83955																																																																																																																																																																																																																																																	
84541																																																																																																																																																																																																																																																	
85052																																																																																																																																																																																																																																																	
85472																																																																																																																																																												0	0	0	0	0	0	0	0								0	0		0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
85931																																																																																																																																																																																																																																																	
86349																																																																																																																																																																																																																																																	
86675																																																																																																																																																																																																																																																	
87047																																																																																																																																																																																																																																																	
87234																																																																																																																																																																																																																																																	
87476																																																																																																																																																																																																																																																	
87579																																																																																																																																																																																																																																																	
88231																																																																																																																																																																																																																																																	
88259																																																																																																																																																																																																																																																	
88352																																																																																																																																																																																																																																																	
88455																																																																																																																																																																																																																																																	
89032																																																																																																																																																																																																																																																	
89135																																																																																																																																																																																																																																																	
89854																																																																																																																																																																																																																																																	
89957																																																																																																																																																																																																																																																	
90047																																																																																																																																																																																																																																																	
90177																																																																																																																																																																																																																																																	
90328																																																																																																																																																																																																																																																	
90337																																																																																																																																																																																																																																																	
90579																																																																																																																																																																																																																																																	
91615																																																																																																																																																																																																																																																	
91950																																																																																																																																																																																																																																																	
92144																																																																																																																																																																																																																																																	
92676																																																																																																																																																																																																																																																	
92706																																																																																																																																																																																																																																																	
92902																																																																																																																																																																																																																																																	
93244																																																																																																																																																																																																																																																	
93543																																																																																																																																																																																																																																																	
93619																																																																																																																																																																																																																																																	
94139																																																																																																																																																																																																																																																	
94522																																																																																																																																																																																																																																																	
94755																																																																																																																																																																																																																																																	
94858																																																																																																																																																																																																																																																	
95051																																																																																																																																																																																																																																																	
95677																																																																																																																																																																																																																																																	
96553																																																																																																																																																																																																																																																	
97055																																																																																																																																																																																																																																																	
97279																																																																																																																																																																																																																																																	
97457																																																																																																																																																																																																																																																	
97804																																																																																																																																																																																																																																																	
97943																																																																																																																																																																																																																																																	
98351																																																																																																																																																																																																																																																	
98463																																																																																																																																																																																																																																																	
98717																																																																																																																																																																																																																																																	
99143																																																																																																																																																																																																																																																	
99376																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		9472	0	0	9472	0	0	493392	0	78035	0	0	78035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	580899	0	0	580899	0	0	0	0	0	0	0	0	0	0	17055	0	0	17055	0						9472			9472										
99442																																																																																																																																																																																																																																																	
99536																																																																																																																																																																																																																																																	
99853																																																																																																																																																																																																																																																	
100236																																																																																																																																																																																																																																																	
100357																																																																																																																																																																																																																																																	
100562																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		6758	0	0	0	0	0	1743437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1750195	0	0	1743437	6758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6758				6758														
100777																																																																																																																																																																																																																																																	
100843																																																																																																																																																																																																																																																	
101037																																																																																																																																																																																																																																																	
101439																																																																																																																																																																																																																																																	
101671																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	287701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287701	0	0	287701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
101738																																																																																																																																																																																																																																																	
101952																																																																																																																																																																																																																																																	
102333																																																																																																																																																																																																																																																	
102342																																																																																																																																																																																																																																																	
102557																																																																																																																																																																																																																																																	
102874																																																																																																																																																																																																																																																	
103134																																																																																																																																																																																																																																																	
104234																																																																																																																																																																																																																																																	
104542																																																																																																																																																																																																																																																	
104971																																																																																																																																																																																																																																																	
105026																																																																																																																																																																																																																																																	
105473																																																																																																																																																																																																																																																	
105530																																																																																																																																																																																																																																																	
106359																																																																																																																																																												1191	1191	0	0	0	0	0	0				0	0	0	0	0	0		0	0		3719	0	0	3719	0	0	615531	8965	0	0	0	0	0	0	0	0	0	0	0	0	1191	0	0	0	0	0	0	629406	0	0	620441	8965	0	0	1191	0	0	0	0	0	0	1191	0	0	1191	0						2528			2528										
106452																																																																																																																																																																																																																																																	
106676																																																																																																																																																																																																																																																	
107244																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		513	0	0	513	0	0	2753932	5790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2760235	0	0	2754445	5790	0	0	0	0	0	0	0	0	0	576	0	0	513	63						513			513										
107570																																																																																																																																																																																																																																																	
107758																																																																																																																																																																																																																																																	
108072																																																																																																																																																																																																																																																	
108269																																																																																																																																																																																																																																																	
108652																																																																																																																																																																																																																																																	
108746																																																																																																																																																																																																																																																	
108951																																																																																																																																																																																																																																																	
109136																																																																																																																																																																																																																																																	
109154																																																																																																																																																																																																																																																	
109453																																																																																																																																																																																																																																																	
109574																																																																																																																																																																																																																																																	
109659																																																																																																																																																																																																																																																	
110413																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	339540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14109	0	0	14109	0	353649	0	0	353649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
110936																																																																																																																																																																																																																																																	
110945																																																																																																																																																																																																																																																	
110972																																																																																																																																																																																																																																																	
111157																																																																																																																																																																																																																																																	
111205																																																																																																																																																																																																																																																	
111942																																																																																																																																																																																																																																																	
112163																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		43970	0	0	43580	0	0	357799	0	295	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402064	0	0	401379	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390				390						43580			43580					
112332																																																																																																																																																																																																																																																	
112510																																																																																																																																																																																																																																																	
112556																																																																																																																																																																																																																																																	
112837	1522859	1486490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108791	154103	0	246733	0	12791100	80587224	49754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323575	685880	740681	419873	28991	0	0	0	28991	95088719	477678	13476980	81574638	514779	0	0	0	0	0	348417	524448	936767	373692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1512085	422948	526459	1024744	383830	0	0	0	0	0	108791	154103	0	246733	16161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25595	74531	2011	87977	10138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16161	25595	74531	2011	87977	10138	0	0	0	0	0	0	93428078																																																																																						
113003																																																																																																																																																																																																																																																	
113030																																																																																																																																																																																																																																																	
113441																																																																																																																																																																																																																																																	
113601																																																																																																																																																																																																																																																	
113740																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	190792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190792	0	190792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
114149																																																																																																																																																																																																																																																	
114260																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	884757	1117361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2002118	0	884757	1117361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
114457																																																																																																																																																																																																																																																	
114774																																																																																																																																																																																																																																																	
114840																																																																																																																																																																																																																																																	
114859																																																																																																																																																																																																																																																	
115146																																																																																																																																																																																																																																																	
115575																																																																																																																																																																																																																																																	
116358																																																																																																																																																																																																																																																	
116554																																																																																																																																																																																																																																																	
116741																																																																																																																																																																																																																																																	
117038																																																																																																																																																																																																																																																	
117074																																																																																																																																																																																																																																																	
117458																																																																																																																																																																																																																																																	
117775																																																																																																																																																																																																																																																	
118156																																																																																																																																																																																																																																																	
118660																																																																																																																																																																																																																																																	
118736																																																																																																																																																																																																																																																	
119153																																																																																																																																																																																																																																																	
119779																																																																																																																																																												4058	4058	0	0	0	0	0	0				0	0	0	0	0	0		0	0		46	0	0	46	0	467	29909	0	0	0	0	0	0	0	0	0	0	0	0	0	4058	0	0	0	0	0	0	34480	0	467	34013	0	0	0	4058	0	0	0	0	0	0	4104	0	0	4104	0																			
119872																																																																																																																																																																																																																																																	
120476																																																																																																																																																																																																																																																	
120542																																																																																																																																																																																																																																																	
120609																																																																																																																																																																																																																																																	
120953																																																																																																																																																																																																																																																	
121642																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	967907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	967907	0	0	967907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
121651																																																																																																																																																																																																																																																	
121914																																																																																																																																																																																																																																																	
122153																																																																																																																																																																																																																																																	
122546																																																																																																																																																																																																																																																	
123075																																																																																																																																																																																																																																																	
123374																																																																																																																																																																																																																																																	
124344																																																																																																																																																																																																																																																	
124830																																																																																																																																																																																																																																																	
125154																																																																																																																																																																																																																																																	
125855																																																																																																																																																																																																																																																	
126012																																																																																																																																																																																																																																																	
126049																																																																																																																																																																																																																																																	
126375																																																																																																																																																																																																																																																	
126553																																																																																																																																																																																																																																																	
126834																																																																																																																																																																																																																																																	
127055																																																																																																																																																																																																																																																	
127224																																																																																																																																																																																																																																																	
128258																																																																																																																																																																																																																																																	
128904																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		149500	0	95222	54278	0	50326	3760306	0	708	0	0	708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3960840	0	145548	3815292	0	0	0	0	0	0	0	0	0	0	64394	0	0	64394	0						43248			43248		102354		92881	9473					
129349																																																																																																																																																																																																																																																	
129358																																																																																																																																																																																																																																																	
129732																																																																																																																																																												13920	14045	0	0	0	0	0	0				0	0	0	0	0	0		0	0		35890	0	0	16871	0	37390	1484975	290	0	0	0	0	0	0	0	0	0	0	0	0	13920	0	0	0	0	0	0	1572465	0	37390	1515766	19309	0	0	14045	0	0	0	0	0	0	14121	0	0	14121	0	9273				9273	16871			16871		9746				9746				
129853																																																																																																																																																																																																																																																	
129910																																																																																																																																																																																																																																																	
130345																																																																																																																																																																																																																																																	
130541																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		31587	0	0	31587	0	0	880164	3078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598	0	0	598	0	915427	0	0	912349	3078	0	0	0	0	0	0	0	0	0	14503	0	0	14503	0	17613			17613															
131436																																																																																																																																																																																																																																																	
131717																																																																																																																																																																																																																																																	
131940																																																																																																																																																																																																																																																	
132107																																																																																																																																																																																																																																																	
132451																																																																																																																																																																																																																																																	
132778																																																																																																																																																																																																																																																	
132938																																																																																																																																																																																																																																																	
