"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDPV23	RCFDPV24	RCFDPV25	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	RCONK111	RCONK112	RCONK113	RCONK114	RCONK115	RCONK116	RCONK117	RCONK118	RCONK119	RCONK120	RCONK121	RCONK122	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	RCONPV23	RCONPV24	RCONPV25	
1669																																																																																																		0	0	0							51	5666	552	0	0	0	1198	130	23	0	0	0	0	0	0	0	0	0				0	0	0	121	0	0	0	0	0	0	0	0	0	0	0		0	0	3364	59	214	0								0	0	0	0	0	0	134	0	294	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															490	39	15	145	30	13													0	0	0	
1856																																																																																																		0	0	0							266	855	903	0	40	706	53	0	266	0	163	0	0	0	0	0	0	0				0	0	0	83	706	0	0	0	0	0	0	0	0	0	0		0	0	267	0	0	0								0	0	0	0	0	0	364	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															67	23	0	21	11	0													0	0	0	
2161																																																																																																		0	0	0							330	2267	274	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	1633	274	0	0								0	0	0	0	0	330	0	425	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															10	0	0	1	0	0													0	0	0	
2732																																																																																																		0	0	0							10212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		700	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	9512				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
2750																																																																																																		0	0	0							0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															16	0	0	0	0	0													0	0	0	
3252																																																																																																		0	0	0							1377	2382	3	242	1056	0	294	0	26	618	0	527	0	0	0	0	0	0				0	0	0	1064	0	242	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	77	0	0	0	467				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															113	0	83	216	3	32													0	0	0	
3458																																																																																																		0	0	0							395	923	0	0	0	0	76	0	58	238	0	0	0	0	0	0	0	0				0	0	0	0	0	14	0	0	0	0	0	0	0	0	0		0	0	351	0	0	0								0	0	0	0	0	0	228	0	0	0	309	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															20	0	0	10	0	14													0	0	0	
3720																																																																																																		0	0	0							0	194	3	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	104	3	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	15	0	0													0	0	0	
3971																																																																																																		0	0	397							14396	2114	221	0	0	0	951	221	9052	0	0	0	0	0	0	0	0	0				12	0	12	0	0	0	0	0	0	0	0	0	0	0	0		262	0	79	0	0	0								0	0	0	0	0	0	0	0	0	0	0	3632				211	0	3999	0	0	3043	0	0	2508	0	0	0		0	0																															0	0	0	1072	0	1041													0	0	0	
4231																																																																																																		0	0	0							180	211	0				9	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		36	0	182	0	0	0								0	0	0	0	0	0	0	0	0	0	138	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															2	0	0	18	0	6													0	0	0	
5069																																																																																																		0	0	0							13849	9970	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2012	0	0	0	0	0								0	0	0	0	0	502	0	9970	0	0	1365	9970				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
5135																																																																																																		0	0	0							6718	1002	2169	3112	90	403	134	506	315	71	470	2585	0	0	0	0	0	0				0	0	0	90	403	3112	0	0	0	24	0	8	0	0	0		569	76	497	651	0	41								0	24	0	37	0	32	55	0	0	0	0	0				148	438	0	0	0	0	0	0	0	0	0	0		0	0																															3	22	17	104	39	4													0	0	0	
5210																																																																																																		0	0	0							7036	2405	2980	0	0	0	105	0	2395	0	0	131	0	0	135	0	0	0				800	70	6	18	0	0	0	0	0	0	0	0	0	0	0		1062	0	1231	2910	64	0								0	0	0	0	0	0	0	132	0	0	2967	340				0	0	4043	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	55	0	0													0	0	0	
5461																																																																																																		0	0	0							0	277	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0				0	0	0	100	0	0	0	0	0	0	0	0	0	0	0		0	0	97	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
5751																																																																																																		0	0	0							1883	996	178	0	16	0	88	72	1425	0	0	0	0	0	0	0	0	0				25	0	0	16	0	0	0	0	0	0	0	0	0	0	0		283	0	256	106	0	0								0	0	0	0	0	0	588	0	0	0	155	0				588	0	0	0	0	970	0	0	728	0	0	0		0	0																															2	0	20	21	0	0													0	0	0	
6039																																																																																																		0	0	0	0	0	0	0	0	0	4007	2674	0	0	0	0	118	0	1198	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	2	0	0	0	9	0	0	0	0	0	0	129	0	504	0	0	0	0	0			0	0	0	392	353	0	0	0	0	798	212	0	0	1857	814	0	0	0	0	0	0	190	0	2660	190	0	2660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	12	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329																																																																																																		0	0	0	0	0	0	0	0	0	8536	34564	277	0	0	0	141	2	794	196	0	55	0	0	0	0	0	0	0	0	0	0	0	0	179	10	0	0	0	0	0	0	0	0	0	0	0	2007	189	3472	0	73	0	0	0			0	0	0	1827	402	0	0	102	331	6254	326	0	0	238	165	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19565	242	4119	2129	23	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
