"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
119872																																																																																																																																		609679	3517	0	0	358328																																																																												358328																															
120476																																																																																																																																		68750	369																																																																																																														
120542																																																																																																																																		493534	6924																																																																																																														
120609																																																																																																																																		1863027	12671																																																																																																														
120953																																																																																																																																		250592	1367																																																																																																														
121642																																																																																																																																		7915475	73592																																																																																																														
121651																																																																																																																																		1177320	3272	0	0	405000																																																																												405000																															
121914																																																																																																																																		447551	3002																																																																																																														
122153																																																																																																																																		60800	289																																																																																																														
122546																																																																																																																																		119085	1059	0	32	85610																																																																												85578																															
123075																																																																																																																																		85132	614	0	64	43973																																																																												43909																															
123374																																																																																																																																		93253	572																																																																																																														
124344																																																																																																																																		728560	7522	0	5	617330																																																																												617325																															
124830																																																																																																																																		179989	1330																																																																																																														
125154																																																																																																																																		473577	2673																																																																																																														
125855																																																																																																																																		1325595	8134	0	0	1071964																																																																												1071964																															
126012																																																																																																																																		508087	3464																																																																																																														
126049																																																																																																																																		122834	1821																																																																																																														
126375																																																																																																																																		221315	901																																																																																																														
126553																																																																																																																																		565300	2630																																																																																																														
126834																																																																																																																																		812034	5375																																																																																																														
127055																																																																																																																																		128363	750	0	0	85578																																																																												85578																															
127224																																																																																																																																		364293	1073	0	0	191666																																																																												191666																															
128258																																																																																																																																		77757	389																																																																																																														
128904																																																																																																																																		25448467	233038	0	0	20712343	403910	340724	63186	0	514125	0	485125	0	29000	742396	3412946	0	0	0	0	0	0	0	0	0	0	0	2386397	0	6252	0	1012953	1084049	4087870	4133407	15235365	25109	25109	0	0	0	25109	53285	26643	0	0	0	26643	341	68	0	0	0	68	0	0	0	0	0	0	578	578	0	0	578	0	3412844	1706422	0	0	0	1706422	1084049	4141133	4133995	17184926	0	828227	2066998	17184926	20712343	43232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
129349																																																																																																																																		277537	1195	0	0	155718																																																																												155718																															
129358																																																																																																																																		271340	2131	0	0	193605																																																																												193605																															
129732																																																																																																																																		9791356	105717	0	0	8918239	259016	215172	43844	0	0	0	0	0	0	226269	1173589	49286	44043	0	0	0	0	13920	0	0	0	0	639801	4372	23798	145	365749	445865	1367958	414683	7322930	37382	37382	0	0	0	37382	30538	15269	0	0	0	15269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1328207	664104	0	97581	3820	552982	445865	1492995	436473	8029248	0	298599	218237	8029248	8918239	25935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
129853																																																																																																																																		252918	2000																																																																																																														
129910																																																																																																																																		606831	5774																																																																																																														
130345																																																																																																																																		613998	5425																																																																																																														
130541																																																																																																																																		6691670	50178	0	0	5215464	454462	404782	49680	0	0	0	0	0	0	467711	325215	84408	48600	0	0	0	0	598	0	0	0	598	577955	0	45648	0	216297	872497	501780	1104797	3930968	19781	19781	0	0	0	19781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161760	80880	0	0	0	80880	872497	501780	1104797	4131745	0	100356	552399	4131745	5215464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
131436																																																																																																																																		787083	8172	0	2370	513400	59155	52760	6395	0	0	0	0	0	0	47971	173107	384	0	10690	0	10690	0	0	0	0	0	0	36327	370	1359	400	34198	101101	193938	118023	382642	762	762	0	0	0	762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45294	22647	0	0	0	22647	101101	193938	118023	415600	0	38788	59012	415600	511030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
131717																																																																																																																																		63846	561	0	11	44022	3351	1848	1503	0	0	0	0	0	0	1958	6162	13494	9999	1391	0	1391	0	0	0	0	0	0	2059	0	149	0	1910	3806	10662	22145	30394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583	292	0	0	0	292	3806	10662	22145	30817	0	2132	11073	30817	44011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
131940																																																																																																																																		151134	1027																																																																																																														
132107																																																																																																																																		1779559	14135	0	0	1435256																																																																												1435256																															
132451																																																																																																																																		181290	1349																																																																																																														
132778																																																																																																																																		71348	554	0	74	38466																																																																												38392																															
132938																																																																																																																																		148940	1249																																																																																																														
133579																																																																																																																																		634422	5331	0	980	374926	13513	10632	2881	0	0	0	0	0	0	7171	104159	500	0	0	0	0	0	0	0	0	0	0	28562	0	3208	0	21601	17803	110248	359492	152519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27058	13529	0	0	0	13529	17803	110248	359492	167919	0	22050	179746	167919	373946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
133850																																																																																																																																		2596073	18516																																																																																																														
133971																																																																																																																																		537858	2898																																																																																																														
134156																																																																																																																																		141809	1470	0	0	126346																																																																												126346																															
134437																																																																																																																																		1608780	13258																																																																																																														
134455																																																																																																																																		185216	1077																																																																																																														
134848																																																																																																																																		348101	2163																																																																																																														
135836																																																																																																																																		166253	3334																																																																																																														
135854																																																																																																																																		155688	964	0	0	133275																																																																												133275																															
136048																																																																																																																																		187938	1452																																																																																																														
136338																																																																																																																																		507980	2501																																																																																																														
136655																																																																																																																																		103957	806	0	0	76369																																																																												76369																															
137205																																																																																																																																		2615938	20345	0	0	2283522																																																																												2283522																															
137447																																																																																																																																		483608	3133	0	0	324698																																																																												324698																															
137456																																																																																																																																		174183	1385																																																																																																														
137559																																																																																																																																		161431	1604	0	366	99114																																																																												98748																															
137643																																																																																																																																		162354	1162																																																																																																														
137652																																																																																																																																		1132724	4864																																																																																																														
137915																																																																																																																																		5800556	83133	0	9407	6364036	658071	645657	12414	0	0	0	0	0	0	124305	632	456	100240	0	0	0	0	1	0	0	0	1	945694	10064	2561	0	407326	780114	110548	619060	3696346	2141	2141	0	0	0	2141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1903	1903	0	0	0	1903	721628	360814	0	0	0	360814	780114	110548	619060	4067591	0	22110	309530	4067591	6354629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	964	87	0	0	0	87	0	0	0	0	0	0	0	0	
138051																																																																																																																																		170897	1871																																																																																																														
138257																																																																																																																																		132529	557																																																																																																														
138556																																																																																																																																		121209	429																																																																																																														
139133																																																																																																																																		355312	3539	0	77	276542	11388	2067	9321	0	0	0	0	0	0	511	28809	10058	0	26271	0	26271	0	0	0	0	0	0	18887	0	0	0	16145	2578	64401	97859	192191	3	3	0	0	0	3	40	20	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20358	10179	0	0	0	10179	2578	64401	97859	209427	0	12880	48930	209427	276465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
139478																																																																																																																																		928364	4841	0	0	655652																																																																												655652																															
139553																																																																																																																																		1853339	15874	0	0	1412964																																																																												1412964																															
139656																																																																																																																																		6355694	53469	0	0	4689021	700333	592462	107871	0	5243	870	3931	442	0	224656	572272	12127	83020	245	0	245	0	0	0	0	0	0	532544	18530	18636	3742	375482	1018211	711447	921567	3587836	47777	47777	0	0	0	47777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	481064	240532	0	0	0	240532	1063335	711447	921567	3999069	0	142289	460784	3999069	4689021	4016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
139740																																																																																																																																		3984706	30515	0	0	3527732	136140	113769	22371	0	0	0	0	0	0	161159	335761	106145	23048	0	0	0	0	0	0	0	0	0	235122	229	16343	1104	200248	275157	395028	212487	3096499	14707	14707	0	0	0	14707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163883	81942	0	0	0	81942	383529	399028	212487	3306428	0	79806	106244	3306428	3527732	13386	96792	96792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
139843																																																																																																																																		3316095	36875	0	3087	2635670	107654	19851	87802	0	90	0	90	0	0	204631	432737	45774	162	0	0	0	0	3761	0	0	0	0	138213	11807	12447	3654	92237	238117	541552	246953	2318610	9311	9311	0	0	0	9311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66937	33469	0	0	31650	1819	238117	541552	292969	2330962	0	108310	146485	2330962	2632583	4946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
140157																																																																																																																																		514472	3993																																																																																																														
140362																																																																																																																																		3771769	53988	0	11035	3523386	108391	68483	39908	0	0	0	0	0	0	308720	153349	0	19128	0	0	0	0	0	0	0	0	0	160201	18640	8085	0	133476	475567	201342	95189	3036197	0	0	0	0	0	0	46818	23409	0	0	0	23409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607430	303715	0	0	4798	298917	481276	201342	99987	3398976	0	40268	49994	3398976	3512351	6258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
140634																																																																																																																																		83992	318	0	0	49915																																																																												49915																															
141350																																																																																																																																		154272	675																																																																																																														
141556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-29353	71902	0	0	4573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34290	6858	0	0	0	6858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71902	0	0	4573	0	0	0	0	0	0	0	107853	0	0	18292	0	0	0	0	3246491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			0	0	0	0																																																																																										
141677																																																																																																																																		56798	197	0	0	25104																																																																												25104																															
141958																																																																																																																																		135037	798	0	0	88977																																																																												88977																															
142049																																																																																																																																		159349	1399																																																																																																														
142179																																																																																																																																		155115	300																																																																																																														
142955																																																																																																																																		937465	7427	0	107	612778																																																																												612671																															
143372																																																																																																																																		190108	1661	0	0	138205																																																																												138205																															
143662																																																																																																																																		67491443	472997	0	0	51825415	2343127	2012905	330223	0	17732	2	0	0	17730	1235436	9594155	256968	109432	2	0	2	0	19528	0	0	0	19528	5675174	7189	149721	55484	3152879	3282523	10645524	13755935	37906492	319919	319919	0	0	0	319919	34359	17180	0	0	0	17180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7120865	3560433	0	0	0	3560432	3283636	11010047	13756935	42122210	0	2202009	6878468	42122210	51825415	86425	0	0	0	0	0	0	0	0	0	0	0	0	604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
143859																																																																																																																																		471453	4513																																																																																																														
143952																																																																																																																																		267407	1811																																																																																																														
144052																																																																																																																																		592785	5296																																																																																																														
144155																																																																																																																																		478159	3287	0	0	305159	13974	8345	5629	0	0	0	0	0	0	135165	21827	0	750	0	0	0	0	0	0	0	0	0	19038	333	1536	0	17134	143843	28992	44679	266035	793	793	200	0	0	593	1994	997	389	0	0	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209607	28992	44679	267236	0	5798	22340	267236	305159	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
144678																																																																																																																																		562896	1740	0	0	288135																																																																												288135																															
144856																																																																																																																																		425902	3811	0	327	279937																																																																												279610																															
144913																																																																																																																																		468521	2281																																																																																																														
145059																																																																																																																																		129080	925	0	0	80743																																																																												80743																															
145545																																																																																																																																		925705	8275	0	469	633149																																																																												632680																															
145554																																																																																																																																		263547	3045	0	984	191612																																																																												190628																															
145741																																																																																																																																		257164	1442	0	0	176410																																																																												176410																															
145844																																																																																																																																		673445	5749	0	805	395502																																																																												394697																															
146056																																																																																																																																		79600	981	0	425	45841																																																																												45416																															
146663																																																																																																																																		1351634	18567																																																																																																														
147651																																																																																																																																		70312	982																																																																																																														
147679																																																																																																																																		389771	1666	0	0	264085																																																																												264085																															
147857																																																																																																																																		305574	2365	0	0	249622	3381	1695	1686	0	64697	0	2611	60153	1933	0	18932	935	0	0	0	0	0	0	0	0	0	0	9803	630	1326	0	7847	2325	24555	79382	204128	50	50	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2428	24555	79382	204178	0	4911	39691	204178	249622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
147923																																																																																																																																		724368	3241	0	0	502400																																																																												502400																															
148171																																																																																																																																		358489	2703																																																																																																														
148238																																																																																																																																		402518	3145	0	0	318437																																																																												318437																															
148340																																																																																																																																		126726	531	0	0	87257																																																																												87257																															
148470																																																																																																																																		305185	1455	0	0	187656																																																																												187656																															
148715																																																																																																																																		166167	775																																																																																																														
149150																																																																																																																																		241950	2728	0	518	176776																																																																												176258																															
150035																																																																																																																																		1743281	8160	0	0	1124532	52564	37623	14941	0	24143	1136	19485	3531	0	15909	565736	6665	16432	167	0	167	0	0	0	0	0	0	104799	871	1554	0	89900	55765	601883	338031	780529	4437	4437	0	0	0	4437	5649	2825	0	0	0	2825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85110	42555	0	0	42555	0	55765	617329	380586	787791	0	123466	190293	787791	1124532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150044																																																																																																																																		1068603	8863																																																																																																														
150727																																																																																																																																		1241743	8246	0	0	965294																																																																												965294																															
151957																																																																																																																																		1145528	11833																																																																																																														
152057																																																																																																																																		179851	2090	0	421	133542																																																																												133121																															
152253																																																																																																																																		283961	3549	0	1644	152437																																																																												150793																															
152440																																																																																																																																		176082	2235																																																																																																														
153054																																																																																																																																		706503	11023	0	4786	546944																																																																												542158																															
153353																																																																																																																																		1570875	14899	0	0	1295493																																																																												1295493																															
154154																																																																																																																																		1040568	6638																																																																																																														
154770																																																																																																																																		1215468	34646																																																																																																														
155759																																																																																																																																		113077	523																																																																																																														
156457																																																																																																																																		99599	997																																																																																																														
156970																																																																																																																																		152645	2271	0	1110	99738	15580	0	6216	0	0	0	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0	0	6030	1	0	0	6029	1730	6216	82178	55024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3499	1750	0	0	0	1749	1730	6216	82178	56773	0	1243	41089	56773	98628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
157155																																																																																																																																		83878	723																																																																																																														
157379																																																																																																																																		140966	378																																																																																																														
157650																																																																																																																																		127273	1904	0	855	86274	17638	17009	629	0	0	0	0	0	0	19708	1769	605	0	0	0	0	0	0	0	0	0	0	7127	377	83	21	4589	37094	2481	15950	69692	100	100	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6149	3075	0	0	0	3075	37094	2481	15950	74810	0	496	7975	74810	85419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
157744																																																																																																																																		348311	2976	0	0	285253																																																																												285253																															
157856																																																																																																																																		56988	262																																																																																																														
158376																																																																																																																																		137490	1021																																																																																																														
158741																																																																																																																																		226234	1576																																																																																																														
159636																																																																																																																																		5835187	55012	0	1868	4436465	369232	259710	109522	0	0	0	0	0	0	127866	692698	94987	2500	9756	0	9756	0	0	0	0	0	0	245559	355	6501	5313	216625	397720	824460	1626249	2933498	7847	7847	0	0	0	7847	141709	70855	0	0	0	70855	0	0	0	0	0	0	0	0	0	0	0	0	66403	66403	0	0	66403	0	368873	184437	0	0	128081	55019	397720	824460	1821204	3114995	0	164892	910602	3114995	4434597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
159645																																																																																																																																		166115	559																																																																																																														
159953																																																																																																																																		186630	1827	0	921	72491																																																																												71570																															
159971																																																																																																																																		1109831	5533																																																																																																														
160360																																																																																																																																		837360	7891	0	658	625284																																																																												624626																															
160454																																																																																																																																		267113	3196	0	1067	170383																																																																												169316																															
160959																																																																																																																																		2684384	38571																																																																																																														
161273																																																																																																																																		2978723	11039	0	0	2151290																																																																												2151290																															
161602																																																																																																																																		5258602	36789	0	0	3729449																																																																												3729449																															
162337																																																																																																																																		1547659	17632																																																																																																														
163343																																																																																																																																		113349	1249																																																																																																														
163549																																																																																																																																		2004972	16400	0	0	1548071	46117	20220	25897	0	3025	0	0	0	3025	87027	289556	2249	4004	508	0	508	0	0	0	0	0	0	133529	393	6043	18	89932	108563	359739	274658	1263592	2240	2240	0	0	0	2240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1210	1210	0	0	1210	0	51268	25634	0	564	929	24142	108563	362489	278299	1299701	0	72498	139150	1299701	1548071	3100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
163857																																																																																																																																		757980	8077																																																																																																														
164153																																																																																																																																		145358	812	0	0	82902																																																																												82902																															
164331																																																																																																																																		359350	1515																																																																																																														
164377																																																																																																																																		166894	1374																																																																																																														
164957																																																																																																																																		127809	1195																																																																																																														
164975																																																																																																																																		135013	734																																																																																																														
165628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	818686	97742	20103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493479	98696	0	0	14881	77582	6233	0	1733735	0	683346	0	0	683346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103975	20103	0	0	0	0	0	0	0	0	0	155963	50258	0	0	0	0	0	0	14139039	0	637619	3321884	486205	9862466	4952630	0	68682	211093	18442	0	0	0	0	0	0	0	0	0	0	0	0	1220395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			0	0	0	0																																																																																										
165758																																																																																																																																		184333	1463	0	0	126644																																																																												126644																															
166111																																																																																																																																		353092	1276	0	0	218458																																																																												218458																															
166531																																																																																																																																		482584	6885																																																																																																														
166652																																																																																																																																		760135	10133	0	2392	619286	88489	86945	1544	0	880	0	0	880	0	18667	71827	0	0	0	0	0	0	0	0	0	0	0	22550	0	757	0	18555	107484	80150	71363	490564	28777	28777	0	0	0	28777	5551	2776	0	2776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24681	12341	0	0	0	12341	107484	82926	71363	532026	0	16585	35682	532026	616894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
167453																																																																																																																																		160727	1010	0	0	125973																																																																												125973																															
167752																																																																																																																																		31133	197																																																																																																														
168571																																																																																																																																		487110	4392	0	0	378512																																																																												378512																															
