"IDRSSD"	RCFDA345	RCFDA346	RCFDB867	RCFDB868	RCFDB869	RCFDB870	RCFDB871	RCFDB872	RCFDB873	RCFDB874	RCFDB875	RCFDB876	RCFDB877	RCFDB878	RCFDB879	RCFDB880	RCFDB881	RCFDB882	RCFDB883	RCFDB884	RCFDB885	RCFDB886	RCFDB888	RCFDB890	RCFDB891	RCFDB892	RCFDB893	RCFDB894	RCFDB895	RCFDB896	RCFDB897	RCFDB898	RCFDB899	RCFDB927	RCFDB928	RCFDB929	RCFDB931	RCFDB932	RCFDB933	RCFDB934	RCFDB935	RCFDB936	RCFDB937	RCFDB938	RCFDB939	RCFDB940	RCFDB941	RCFDB942	RCFDB943	RCFDB944	RCFDB945	RCFDB946	RCFDC001	RCFDC002	RCFDJ253	RCFDJ254	RCFDJ255	RCFDJ256	RCFDJ257	RCFDJ258	RCFDJ259	RCFDJ260	RCFDJ261	RCFDJ262	RCFDJ263	RCFDJ264	RCFDJ265	RCFDJ266	RCFDJ267	RCFDJ268	RCFDJ269	RCFDJ270	RCFDJ271	RCFDJ272	RCFDJ273	RCFDJ274	RCFDJ275	RCFDJ276	RCFDJ277	RCFDJ278	RCFDJ279	RCFDJ280	RCFDJ281	RCFDJ282	RCFDJ283	RCFDJ284	RCFDJ285	RCFDJ286	RCFDJ287	RCFDJ288	RCFDJ289	RCFDJ290	RCFDJ291	RCFDJ292	RCFDJ293	RCFDJ294	RCFDJ295	RCFDJ296	RCFDJ297	RCFDJ298	RCFDJ299	RCFDJ300	RCFDJ301	RCFDJ302	RCFDJ303	RCFDJ304	RCFDJ305	RCFDJ306	RCFDJ307	RCFDJ308	RCFDJ309	RCFDJ310	RCFDJ311	RCFDJ312	RCFDJ313	RCFDJ314	RCFNB900	RCFNB901	RCFNB902	RCFNB903	RCONA345	RCONA346	RCONB867	RCONB868	RCONB869	RCONB870	RCONB871	RCONB872	RCONB873	RCONB874	RCONB875	RCONB876	RCONB877	RCONB878	RCONB879	RCONB880	RCONB881	RCONB882	RCONB883	RCONB884	RCONB885	RCONB886	RCONB888	RCONB890	RCONB891	RCONB892	RCONB893	RCONB894	RCONB895	RCONB896	RCONB897	RCONB898	RCONB899	RCONB927	RCONB928	RCONB929	RCONB931	RCONB932	RCONB933	RCONB934	RCONB935	RCONB936	RCONB937	RCONB938	RCONB939	RCONB940	RCONB941	RCONB942	RCONB943	RCONB944	RCONB945	RCONB946	RCONC001	RCONC002	RCONJ253	RCONJ254	RCONJ255	RCONJ256	RCONJ257	RCONJ258	RCONJ259	RCONJ260	RCONJ261	RCONJ262	RCONJ263	RCONJ264	RCONJ265	RCONJ266	RCONJ267	RCONJ268	RCONJ269	RCONJ270	RCONJ271	RCONJ272	RCONJ273	RCONJ274	RCONJ275	RCONJ276	RCONJ277	RCONJ278	RCONJ279	RCONJ280	RCONJ281	RCONJ282	RCONJ283	RCONJ284	RCONJ285	RCONJ286	RCONJ287	RCONJ288	RCONJ289	RCONJ290	RCONJ291	RCONJ292	RCONJ293	RCONJ294	RCONJ295	RCONJ296	RCONJ297	RCONJ298	RCONJ299	RCONJ300	RCONJ301	RCONJ302	RCONJ303	RCONJ304	RCONJ305	RCONJ306	RCONJ307	RCONJ308	RCONJ309	RCONJ310	RCONJ311	RCONJ312	RCONJ313	RCONJ314	RIAD4070	RIADA479	RIADA480	RIADA488	
249658																																																																																																																									true	false	false																																																																																																																		0				
250430																																																																																																																									false	false	false																																																																																																																		0				
250476																																																																																																																									false	false	false																																																																																																																		0				
250850																																																																																																																									false	false	false																																																																																																																		0				
251558																																																																																																																									true	true	true	93324	4798	205	20	12416	16764	53	15	11964	0	59	0	0	0	0	0	0	0	0	0	2045	93	6	10	119749	21655	323	45	139779	2	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	283	125	0	15719	1538	126	3218	0	0	10316	2934	127	21656	10836	834	727	752	10	0	0	0	0	0	0	15648	3970	130	0	0	0	20696	4190	279	0	0	0	2544	0	0	2283	35	539	93324	24380	2045	0	0	0	0	963				
251745																																																																																																																									true	true	true	16893	1323	15	2	33792	0	2	0	0	0	0	0	0	1438	0	11	0	0	0	0	0	0	0	0	50685	2761	17	13	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	1438	0	11	0	2	0	846	317	0	321	1962	0	0	296	0	6	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5039	0	0	0	0	11082	25617	0	0	0	0	4627	0	0	11	184	0	16893	33792	0	0	0	0	0	16				
251978																																																																																																																									false	false	false																																																																																																																		0				
252041																																																																																																																									true	true	true	298392	0	122	0	12670	180487	54	27	794	0	2	0	344149	0	1943	0	0	0	391446	903	0	0	0	0	1055669	180487	3051	27	8936	37	0	0	0															0	0	0	0	0	0	8218	0	27	0	342988	2570	1937	8	1717	1	7	125905	18507	1076	6122	290	0	654	45	0	254	0	0	78654	246298	5120	0	0	0	0	0	0	0	0	0	584	40	0	0	0	0	390652	92163	2015	0	0	0	81635	0	0	3661	269	0	689838	357613	8218	0	0	0	0	6567	0	0	11	
252452																																																																																																																									false	false	false																																																																																																																		0				
253356																																																																																																																									true	true	true	753847	105302	102	6	23028	700	1	3	0	0	0	0	39073	2114	71	9	0	0	589200	123	7416	116	3	2	1509019	2250843	319	131	1612263	72	0	0	0															0	0	0	0	421902	91	96455	1720709	19	20	11927	1382	26	3	1713	0	22	0	0	0	5588	0	2	134397	948	178	311002	3603	4868	72862	5620	17575	73419	11141	10334	0	0	0	0	0	0	180354	13748	30769	32062	0	0	286336	26621	36032	508	0	0	138631	0	9	106175	420	4082	1343047	62101	103871	0	0	0	0	8196	0	0	0	
253468																																																																																																																									false	false	false																																																																																																																		0				
253646																																																																																																																									true	true	true	8472	293	6	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3364	0	2	0	11836	293	8	29	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	34	1756	0	569	0	0	0	0	0	0	0	0	0	0	0	0	1537	0	0	0	0	0	0	0	0	0	0	0	123	0	0	2637	0	0	0	0	0	2415	0	2761	0	0	0	8472	0	3364	0	0	0	0	53				
253730																																																																																																																									false	false	false																																																																																																																		0				
254317																																																																																																																									true	false	false																																																																																																																		0				
254504																																																																																																																									false	false	false																																																																																																																		0				
254849																																																																																																																									false	false	false																																																																																																																		0				
255350																																																																																																																									false	false	false																																																																																																																		0				
255556																																																																																																																									true	true	true	46483	9996	41	9	10120	22285	1	40	0	0	0	0	0	35608	0	87	0	0	18697	13	0	0	0	0	123384	129743	60	138	102226	63	0	0	0															0	0	0	0	0	0	48084	61854	5	2	0	35608	0	87	-14	0	-140	9483	496	2849	1307	1071	6461	2762	0	0	0	0	0	26972	7767	32804	307	0	0	0	0	0	0	0	0	993	786	3959	0	0	0	11315	0	0	0	0	0	4919	0	2142	7136	0	9	65180	10120	48084	0	0	0	0	647				
255574																																																																																																																									false	false	false																																																																																																																		0				
255659																																																																																																																									false	false	false																																																																																																																		0				
256058																																																																																																																									false	false	false																																																																																																																		0				
256076																																																																																																																									false	false	false																																																																																																																		0				
256179																																																																																																																									false	false	false																																																																																																																		0				
256553																																																																																																																									true	true	true	267163	3692605	227	283	50	123948	1	3	0	0	0	0	251	3753	1	1	0	0	175587	138	0	0	0	0	583378	3828296	388	299	66824	185	0	0	0															0	0	0	0	5543	7	140327	2447	21	5	0	66065	0	181	5	0	8	8724	0	0	5360	0	784	7396	0	403	49512	6	18000	35586	175	24554	15013	120	9438	0	0	0	0	0	0	73835	0	33921	0	0	0	104462	0	34656	2652	0	0	116605	0	18563	23600	0	0	442750	301	140327	0	0	0	0	3243	0	0	0	
257233																																																																																																																									true	false	false																																																																																																																		0				
257345																																																																																																																									false	false	false																																																																																																																		0				
257578																																																																																																																									true	true	false																																																																																																																		0				
257653																																																																																																																									false	false	false																																																																																																																		0				
257756																																																																																																																									false	false	false																																																																																																																		0				
258306																																																																																																																									false	false	false																																																																																																																		0				
258379																																																																																																																									false	false	false																																																																																																																		0				
258539																																																																																																																									false	false	false																																																																																																																		0				
258874																																																																																																																									false	false	false																																																																																																																		0				
259059																																																																																																																									true	true	true	35	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	2	0	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	3				
259330																																																																																																																									false	false	false																																																																																																																		0				
259442																																																																																																																									true	true	true	14057	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4618	9	0	0	0	0	19240	0	37	0	2064	11	0	0	0															0	0	0	0	0	0	565	0	1	0	0	2064	0	11	0	0	0	1605	0	19	181	0	0	0	0	0	0	0	0	4628	0	267	9589	0	280	0	0	0	0	0	0	1189	0	0	0	0	0	136	0	0	0	0	0	957	0	0	390	0	0	18675	0	566	0	0	0	0	303				
259956																																																																																																																									false	false	false																																																																																																																		0				
260055																																																																																																																									true	true	true	297572	6963	91	1	0	236271	0	12	0	0	0	0	127608	31222	299	34	0	0	494965	286	0	0	0	0	1021873	274456	715	47	50653	17	0	0	0															0	0	0	0	0	0	101728	0	39	0	127608	31222	299	34	0	0	0	904	425	0	39311	1247	3937	54918	20	0	101937	5193	11974	289214	57197	41134	121814	55276	39331	0	0	0	0	0	0	3380	1445	823	0	0	0	165285	6805	4529	345	0	0	10139	0	0	5290	0	0	792537	127608	101728	0	0	0	0	6201	0	0	6	
260831																																																																																																																									false	false	false																																																																																																																		0				
261146																																																																																																																									false	false	false																																																																																																																		0				
261360																																																																																																																									false	false	false																																																																																																																		0				
261940																																																																																																																									true	false	false																																																																																																																		0				
262059																																																																																																																									false	false	false																																																																																																																		0				
262237																																																																																																																									false	false	false																																																																																																																		0				
262358																																																																																																																									false	false	false																																																																																																																		0				
262741																																																																																																																									true	false	false																																																																																																																		0				
262844																																																																																																																									true	true	true	233	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	23	0	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0				
262956																																																																																																																									false	false	false																																																																																																																		0				
263243																																																																																																																									false	false	false																																																																																																																		0				
263627																																																																																																																									false	false	false																																																																																																																		0				
264455																																																																																																																									true	false	false																																																																																																																		0				
264772																																																																																																																									false	false	false																																																0	0																																																																	0				
265340																																																																																																																									false	false	false																																																																																																																		0				
265407																																																																																																																									true	true	true	360696	12591	225	14	3862	0	1	0	50220	191586	4	20	99604	0	237	0	0	0	143069	122	0	204	0	7	724718	204381	603	41	327531	91	0	0	0															0	0	0	0	0	0	67267	0	14	0	98946	1251	235	2	595	10	0	6132	30	0	11055	2072	3556	39459	2	50	41301	4867	6445	93395	36483	14494	42494	15671	3968	0	0	0	0	0	0	49762	10441	8720	0	0	0	213783	34061	30034	0	0	0	1779	0	0	4011	50047	0	503766	153684	67267	0	0	0	0	5213	0	0	0	
265452																																																																																																																									false	false	false																																																																																																																		0				
265676																																																																																																																									true	false	false																																																																																																																		0				
266244																																																																																																																									false	false	false																																																																																																																		0				
266253																																																																																																																									false	false	false																																																																																																																		0				
266655																																																																																																																									true	true	true	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0				
266851																																																																																																																									false	false	false																																																																																																																		0				
266945																																																																																																																									true	false	false																																																																																																																		0				
267652																																																																																																																									false	false	false																																																																																																																		0				
268006																																																																																																																									true	true	true	2598	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2598	0	2	0	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	0	0	0	0	1240	0	0	0	0	0	0	0	0	0	0	0	2598	0	0	0	0	0	0	21				
268136																																																																																																																									false	false	false																																																																																																																		0				
268677																																																																																																																									false	false	false																																																																																																																		0				
268828																																																																																																																									false	false	false																																																																																																																		0				
268976																																																																																																																									false	false	false																																																																																																																		0				
269049																																																																																																																									true	true	true	18406	0	13	0	14375	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	27079	0	5	0	59860	0	19	0	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1474	0	807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12087	0	0	0	0	0	0	0	25253	4845	14375	1020	18406	14375	27080	0	0	0	0	21				
269058																																																																																																																									false	false	false																																																																																																																		0				
269571																																																																																																																									false	false	false																																																																																																																		0				
269759																																																																																																																									false	false	false																																																																																																																		0				
270148																																																																																																																									false	false	false																																																																																																																		0				
270353																																																																																																																									false	false	false																																																																																																																		0				
270504																																																																																																																									true	false	false																																																																																																																		0				
270531																																																																																																																									false	false	false																																																																																																																		0				
270652																																																																																																																									false	false	false																																																																																																																		0				
271136																																																																																																																									false	false	false																																																																																																																		0				
271275																																																																																																																									false	false	false																																																																																																																		0				
271341																																																																																																																									false	false	false																																																																																																																		0				
271529																																																																																																																									true	true	true	55004	0	63	0	0	0	0	0	0	0	0	0	17487	85356	63	177	0	0	46330	57	0	0	0	0	129561	85755	186	178	1022661	257	0	0	0															0	0	0	0	399	1	10740	0	3	0	17487	85356	63	177	-22	2	3	337	28	0	16026	1174	979	10800	0	0	5525	509	878	24199	8963	1888	1636	1040	0	0	0	0	0	0	0	4472	1701	1673	0	0	0	34203	4070	5319	688	0	0	2044	0	0	1426	0	0	101334	17487	10740	0	0	0	0	2023				
272030																																																																																																																									false	false	false																																																																																																																		0				
272058																																																																																																																									false	false	false																																																																																																																		0				
272151																																																																																																																									false	false	false																																																																																																																		0				
272272																																																																																																																									true	true	true	51239	17198	84	2	1015	56109	1	18	44680	0	1	0	37501	2121	104	9	0	0	50713	58	0	0	0	0	278940	78878	302	31	12139	12	0	0	1															0	0	0	1	0	0	93792	3450	54	1	37501	2450	104	12	1	0	0	5593	0	1404	14050	7848	7220	357	0	0	5344	3017	2729	13946	17686	6134	14942	11251	18809	0	0	0	0	0	0	3297	6828	5723	0	0	0	17579	36326	39850	7349	0	0	3340	238	7526	16154	2	4397	101952	83196	93792	0	0	0	0	2212	0	0	0	
272302																																																																																																																									false	false	false																																																																																																																		0				
273336																																																																																																																									true	true	true	288044	6689	134	20	0	0	0	0	54	31451	1	10	18178	0	29	0	0	0	76138	28	0	2053	0	2	383236	42351	193	34	7996	8	0	0	0															0	0	0	0	2158	2	822	0	1	0	18178	0	29	0	272	0	0	479	0	0	9541	711	0	38350	75	0	34375	904	8	8767	86	0	11209	897	0	0	0	0	0	0	0	21833	1794	0	0	0	0	189553	12935	689	0	0	0	10026	0	0	39777	830	125	364182	18232	822	0	0	0	0	2878	0	0	0	
273550																																																																																																																									false	false	false																																																																																																																		0				
273653																																																																																																																									false	false	false																																																																																																																		0				
273662																																																																																																																									true	true	true	84458	540	43	2	0	0	0	0	0	0	0	0	0	13877	0	39	0	0	508	2	0	0	0	0	84966	14417	45	41	97938	52	0	0	0															0	0	0	0	0	0	0	0	0	0	0	13877	0	39	0	0	0	264	0	0	4311	0	0	405	0	0	11039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33736	0	0	0	0	0	35082	0	0	129	0	0	84966	0	0	0	0	0	0	493				
273840																																																																																																																									false	false	false																																																																																																																		0				
273859																																																																																																																									false	false	false																																																																																																																		0				
274025																																																																																																																									false	false	false																																																																																																																		0				
274052																																																																																																																									false	false	false																																																																																																																		0				
274829																																																																																																																									false	false	false																																																																																																																		0				
274856																																																																																																																									false	false	false																																																																																																																		0				
275255																																																																																																																									false	false	false																																																																																																																		0				
275358																																																																																																																									true	true	true	76143	12076	71	7	1580	47420	1	5	0	0	0	0	52240	13472	256	36	37630	17945	76049	133	0	0	0	0	249475	118394	519	114	2463	6	0	0	0															0	0	48	13	27481	53	5833	0	10	0	52240	13472	256	36	0	0	0	4	0	0	4755	161	15	13838	1905	929	18099	5090	3573	24151	11371	6974	14968	6547	4361	0	0	0	0	0	0	22879	10162	6479	2203	0	0	29460	18389	9146	805	21	0	18347	174	11986	2683	0	0	152192	53820	43463	0	0	0	0	1552	174	0	0	
275479																																																																																																																									false	false	false																																																																																																																		0				
275657																																																																																																																									false	false	false																																																																																																																		0				
276074																																																																																																																									false	false	false																																																																																																																		0				
276159																																																																																																																									true	true	true	6335	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6335	0	8	0	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1423	0	0	0	0	0	0	0	0	0	0	0	485	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2863	0	0	1344	0	0	6335	0	0	0	0	0	0	28				
276551																																																																																																																									true	false	false																																																																																																																		0				
276579																																																																																																																									true	true	true	630837	12674	320	2	0	0	0	0	0	0	0	0	178234	1507	235	3	0	36391611	5825222	1147	0	0	0	0	7949956	36405792	1820	19954	14689670	840	63601	106967840	3070															0	0	0	19949	0	0	1315663	0	118	0	177869	1507	234	3	-20	0	1	42308	0	0	561098	1582	116197	929831	0	0	746614	4056	34412	1401814	105256	590508	376162	45533	154885	0	0	0	199358	0	0	1041686	7640	111425	175773	3143	10620	889150	11024	297615	0	0	0	42085	0	0	50200	0	0	6456059	178234	1315663	0	0	0	0	65099	30796	0	2273	
276645																																																																																																																									false	false	false																																																																																																																		0				
276654																																																																																																																									false	false	false																																																																																																																		0				
276850																																																																																																																									false	false	false																																																																																																																		0				
276953																																																																																																																									false	false	false																																																																																																																		0				
277240																																																																																																																									true	true	true	6017	0	3	0	0	0	0	0	0	0	0	0	0	4856	0	5	0	0	0	0	0	0	0	0	6017	4856	3	5	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	428	0	0	0	0	0	0	0	0	0	0	0	3153	0	0	332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1849	0	0	0	0	0	0	0	0	234	0	0	6017	0	0	0	0	0	0	71				
277277																																																																																																																									false	false	false																																																																																																																		0				
277736																																																																																																																									false	false	false																																																																																																																		0				
277820																																																																																																																									true	true	true	0	0	0	0	0	0	0	0	0	0	0	0	17982	0	1	0	0	0	0	0	0	0	0	0	17982	0	1	0	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5635	0	0	0	0	0	0	0	0	6065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5497	0	0	0	0	0	0	0	0	0	0	0	785	0	0	17982	0	0	0	0	0	0				
278256																																																																																																																									true	false	false																																																																																																																		0				
278555																																																																																																																									true	true	true	303695	0	201	0	3330	0	2	0	0	0	0	0	84145	20586	536	21	39869	0	161150	215	42	0	8	0	637501	20586	976	21	20016	24	0	0	0															0	0	3	0	0	0	45270	0	11	0	84145	20586	536	21	249	86	154	14186	4926	2370	790	282	0	1486	0	0	13281	1230	40070	60969	34499	14716	75717	34309	15387	0	0	0	0	0	0	1303	251	99	4906	0	0	49709	11632	11144	4	0	0	28396	0	1242	213848	259	0	464844	87474	85182	0	0	0	0	3258	4	0	0	
278733																																																																																																																									false	false	false																																																																																																																		0				
278751																																																																																																																									false	false	false																																																																																																																		0				
278818																																																																																																																									true	true	true	129523	0	110	0	169	0	2	0	19906	0	1	0	37567	7767	57	6	0	0	171878	128	0	0	0	0	402396	53848	309	26	11916	11	0	0	0															0	0	0	0	41253	19	43353	4828	11	1	22573	7767	55	6	4	1	0	36873	9397	1884	32102	9658	6174	4592	0	0	0	0	0	15072	2535	5998	16913	3791	1099	0	0	0	0	0	0	57785	20788	12577	0	0	0	136362	11472	15622	124	0	0	1532	0	0	43	0	0	301402	57642	43354	0	0	0	0	2267	0	0	0	
279105																																																																																																																									false	false	false																																																																																																																		0				
279842																																																																																																																									false	false	false																																																																																																																		0				
279954																																																																																																																									false	false	false																																																																																																																		0				
280110	true	true	true	16618749	5898248	11082	694	1722262	449248	1524	20	112791	4458962	22	241	5762060	425901	5260	97	0	0	28643183	18156	15880	156009	63	16	58066384	14134996	38962	2795	51973645	3962	0	0	0	6	652418	1	431050	4	1919520	6	260488	4	208293	2	2738835	5	1051729	28	7262333	0	0	2293628	1026	5191459	453000	2855	701	3921629	275178	5221	92	4416	-67	6884	98722	7154	311	2462263	198732	55431	2148370	426	7362	3865101	362079	48350	9053669	2468848	880724	5318364	1796982	493644	2643220	349845	2878095	420873	9227	0	1658134	425284	112206	1665831	48696	203775	14534378	960022	498452	3655	0	0	334711	0	19847	1050225	969885	2258	45261932	7597113	5207339	0	0	0	0	0	0	0	0																																																																																																																					324338	0	0	1105	
280138																																																																																																																									false	false	false																																																																																																																		0				
280352																																																																																																																									false	false	false																																																																																																																		0				
280558																																																																																																																									false	false	false																																																																																																																		0				
282075																																																																																																																									false	false	false																																																																																																																		0				
282226																																																																																																																									false	false	false																																																																																																																		0				
282824																																																																																																																									false	false	false																																																																																																																		0				
283438																																																																																																																									false	false	false																																																																																																																		0				
283652																																																																																																																									false	false	false																																																																																																																		0				
283737																																																																																																																									false	false	false																																																																																																																		0				
283867																																																																																																																									false	false	false																																																																																																																		0				
284154																																																																																																																									false	false	false																																																																																																																		0				
284239																																																																																																																									false	false	false																																																																																																																		0				
284556																																																																																																																									false	false	false																																																																																																																		0				
284752																																																																																																																									false	false	false																																																																																																																		0				
284958																																																																																																																									false	false	false																																																																																																																		0				
285151																																																																																																																									true	true	true	30366	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	1152	0	0	0	0	0	0	0	31518	0	169	0	3976	5	0	0	2															0	0	2	0	0	0	0	0	0	0	0	123	0	1	0	0	0	9107	0	0	6	0	0	0	0	0	9657	0	1152	0	0	0	3450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	1132	0	0	5819	0	0	872	0	0	30366	0	1152	0	0	0	0	430				
285348																																																																																																																									false	false	false																																																																																																																		0				
285544																																																																																																																									false	false	false																																																																																																																		0				
285553																																																																																																																									false	false	false																																																																																																																		0				
285740																																																																																																																									true	true	true	216014	3088	146	4	15574	0	1	0	0	0	0	0	17732	1094	29	2	0	0	0	0	1037	0	3	0	250357	73367	179	7	15972	33	0	0	0															0	0	0	0	0	0	0	69185	0	1	10765	8509	20	26	2	0	0	8684	398	0	9292	0	0	215	3	0	13846	910	1037	24377	3576	0	48656	2989	0	0	0	0	0	0	0	840	300	0	0	0	0	65663	20351	0	0	0	0	6119	0	0	38321	4779	0	216015	33306	1037	0	0	0	0	1229	0	44	0	
285852																																																																																																																									true	true	true	89370	23	104	1	0	0	0	0	0	0	0	0	155497	1993	1305	5	0	0	135281	892	0	59	0	4	414215	2075	2321	10	25837	105	1	710564	0															0	0	1	0	0	0	34067	0	19	0	155497	12840	1305	32	6	19	0	230	0	0	1281	77	0	2692	63	0	23888	16978	4531	45080	54233	3517	60527	50306	9349	0	0	0	0	0	0	17400	2592	2549	0	0	0	54171	30216	14121	294	0	0	14504	0	0	4578	1013	0	224651	155497	34067	0	0	0	0	4664	1	0	0	
285928																																																																																																																									false	false	false																																																																																																																		0				
286251																																																																																																																									false	false	false																																																																																																																		0				
286457																																																																																																																									false	false	false																																																																																																																		0				
287007																																																																																																																									true	false	false																																																																																																																		0				
287342																																																																																																																									true	true	true	272	104	4	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	104	4	12	0	0	0	0	0															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	0	0	0	0	272	0	0	0	0	0	0	1				
