"IDRSSD"	RCONH275	RCONH276	RCONH277	RCONH278	RCONH279	RCONH280	RCONH281	RCONH282	RCONH283	RCONH284	RCONH285	RCONH286	RCONH287	RCONH288	RCONH290	RCONH291	RCONH292	RCONH293	RCONH294	RCONH295	RCONH296	RCONH297	RCONH298	RCONH299	RCONH300	RCONH301	RCONH302	RCONH303	RCONH304	RCONH307	RCONH308	RCONH309	RCONH310	RCONHJ74	RCONHJ75	RCONHJ76	RCONHJ77	RCONHJ78	RCONHJ79	RCONHJ80	RCONHJ81	RCONHJ82	RCONHJ83	RCONHJ84	RCONHJ85	RCONHJ86	RCONHJ87	RCONHJ88	RCONHJ89	RCONHJ90	RCONHJ91	RCONHJ92	RCONHJ93	RCONHJ94	RCONHJ95	RCONHJ96	RCONHJ97	RCONHJ98	RCONHJ99	RCONHK00	RCONHK01	RCONJA21	RCONJJ30	RCONJJ31	RCONJJ32	RCONS396	RCONS397	RCONS398	RCONS399	RCONS400	RCONS402	RCONS403	RCONS405	RCONS406	RCONS410	RCONS411	RCONS413	RCONS414	RCONS415	RCONS416	RCONS417	RCONS419	RCONS420	RCONS421	RCONS423	RCONS424	RCONS425	RCONS426	RCONS427	RCONS428	RCONS429	RCONS431	RCONS432	RCONS433	RCONS434	RCONS435	RCONS436	RCONS437	RCONS439	RCONS440	RCONS441	RCONS442	RCONS443	RCONS445	RCONS446	RCONS447	RCONS449	RCONS450	RCONS451	RCONS452	RCONS453	RCONS454	RCONS455	RCONS457	RCONS458	RCONS459	RCONS460	RCONS461	RCONS462	RCONS463	RCONS466	RCONS467	RCONS469	RCONS470	RCONS471	RCONS475	RCONS476	RCONS477	RCONS478	RCONS479	RCONS480	RCONS481	RCONS482	RCONS483	RCONS484	RCONS485	RCONS486	RCONS487	RCONS488	RCONS489	RCONS490	RCONS491	RCONS492	RCONS493	RCONS494	RCONS495	RCONS496	RCONS497	RCONS498	RCONS499	RCONS500	RCONS503	RCONS504	RCONS505	RCONS506	RCONS507	RCONS510	RCONS511	RCONS512	RCONS513	RCONS514	RCONS515	RCONS516	RCONS517	RCONS518	RCONS519	RCONS520	RCONS521	RCONS522	RCONS523	RCONS524	RCONS525	RCONS526	RCONS527	RCONS528	RCONS529	RCONS530	RCONS531	RCONS539	RCONS540	RCONS541	RCONS542	RCONS543	RCONS544	RCONS545	RCONS546	RCONS547	RCONS548	RCONS549	RCONS550	RCONS551	RCONS552	RCONS554	RCONS555	RCONS556	RCONS557	RCONS558	RCONS559	RCONS560	RCONS561	RCONS562	RCONS563	RCONS564	RCONS565	RCONS566	RCONS567	RCONS568	RCONS569	RCONS570	RCONS571	RCONS572	RCONS573	RCONS574	RCONS575	RCONS576	RCONS577	RCONS578	RCONS579	RCONS580	RCONS581	RCONS582	RCONS583	RCONS584	RCONS585	RCONS586	RCONS587	RCONS588	RCONS589	RCONS590	RCONS591	RCONS592	RCONS593	RCONS594	RCONS595	RCONS596	RCONS597	RCONS598	RCONS599	RCONS600	RCONS601	
380944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15843	0	0	0	0	0	0	0	0	-799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33863	0	0	10472	23391	1754	0	1754	0	0	0	0	0	0	0	87935	0	0	1935	2659	83341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2246	1765	373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18751	3750	0	0	0	3750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1765	373	0	0	0	0	0	0	0	0	0	2648	933	0	0	0	0	0	0	144811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
381026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427	427	0	0	427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29746	0	0	0	0	0	0	0	0	-3048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44883	0	0	31729	13154	0	0	0	87	0	0	0	0	0	87	49354	0	3	0	0	49351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3850	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1838	368	0	0	0	368	0	0	6781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	98152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
381932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39108	0	0	0	0	0	0	0	0	-3502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115115	0	0	113643	1472	0	0	0	151	0	0	0	0	151	0	173890	0	293	2473	0	171124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-7279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41348	8270	0	0	0	8270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
381950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163679	0	0	0	0	0	0	0	0	-8738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26600	0	0	24968	1632	0	0	0	722	0	0	0	0	0	722	80967	0	0	0	0	80967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9693	722	349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7585	1517	0	0	0	1517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	722	349	0	0	0	0	0	0	0	0	0	1083	873	0	0	0	0	0	0	155235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
382050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100436	0	0	0	0	0	0	0	0	-5628	0	0	0	0	0	26438	0	0	26438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115129	0	0	101002	14127	0	0	0	91	0	0	0	0	0	91	190866	0	0	0	0	190866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-9733	91	521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6821	1364	0	0	0	1364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	521	0	0	0	0	0	0	0	0	0	137	1303	0	0	0	0	0	0	322599	0	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
382069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6548	6946	0	0	6548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295541	0	0	0	0	0	0	0	0	-18700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44020	0	0	5592	38428	0	0	0	585	0	0	0	0	585	0	98117	0	15404	0	0	82713	0	0	0	4771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-16333	0	0	0	0	0	0	0	0	0	0	11579	11579	0	0	0	11579	0	0	0	0	19734	3947	0	0	0	3947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	215020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
382256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15537	0	0	0	0	0	0	0	0	-64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12950	0	0	12164	786	0	0	0	134	0	0	0	0	0	134	24870	0	0	0	0	24870	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10260	10260	0	2757	0	-505	134	77	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5045	1009	0	0	0	1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	77	0	2	0	0	0	0	0	0	0	201	193	0	8	0	0	0	0	38347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
382274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3325	0	0	3325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
382443																																																																																																																																																																																																																																																	
382537																																																																																																																																																																																																																																																	
382649																																																																																																																																																																																																																																																	
382658																																																																																																																																																																																																																																																	
382742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8314	0	0	0	0	0	0	0	0	-133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5512	0	0	5512	0	0	0	11829	0	0	10558	1271	0	0	0	1480	0	0	0	0	0	1480	99769	0	400	998	0	98371	0	0	0	633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-878	1480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3267	653	0	0	357	296	0	0	3163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1480	0	0	0	0	0	0	0	0	0	0	2220	0	0	0	0	0	0	0	117152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
382854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46789	0	0	0	0	0	0	0	0	-596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29678	0	0	26227	3451	3610	0	3610	354	0	0	0	0	0	354	61126	0	1207	501	0	59418	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1565	3994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6216	1243	165	0	0	1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3994	0	0	0	0	0	0	0	0	0	0	5991	0	0	0	0	0	0	0	105090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
384018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84292	0	0	0	0	0	0	0	0	-7806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	777213	0	0	776005	1208	0	0	0	2408	0	0	0	0	2379	29	2255433	0	203	5944	776	2248510	0	0	0	4826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-43838	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39496	7899	0	0	1565	6334	0	0	47800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	2867164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
384278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153285	0	0	21764	12662	0	0	21764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1358508	0	0	0	0	0	0	0	0	-47343	0	0	0	0	0	118662	0	0	118662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370265	0	7540	291942	70783	0	0	0	8740	0	0	3227	0	0	5513	884338	0	0	129888	17227	737223	0	0	0	28965	0	0	0	0	0	0	0	1030376	1030376	0	221000	0	0	0	0	0	0	3561	3561	0	3561	0	0	0	0	0	0	1004612	5513	153285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81353	16271	0	0	3572	12699	0	0	59927	0	16280	16280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5513	153285	0	0	0	0	0	0	0	0	0	8270	383213	0	0	0	0	0	0	2243305	0	730599	816936	409790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
384353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4982	0	0	4982	0	0	0	0	0	0	0	0	0	0	0	7248	0	0	0	0	7248	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-75	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2460	492	0	0	0	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	12285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
384652																																																																																																																																																																																																																																																	
384830																																																																																																																																																																																																																																																	
385350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2775	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97649	0	0	97276	373	7391	0	7391	136	0	0	0	0	0	136	49805	0	0	0	4642	45163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	274	0	0	-1856	7527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6709	1342	0	0	558	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	7527	0	0	0	0	0	0	274	0	0	0	11291	0	0	0	0	0	0	3425	146601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
385471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	465	0	0	2039	2039	0	0	2039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23674	0	0	0	0	0	0	-76	0	-1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168381	0	0	152145	16236	0	0	0	547	0	0	0	0	0	547	304017	0	79	0	0	303938	0	0	0	1506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154494	151434	3060	0	0	-5960	547	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60754	12151	0	0	0	12151	0	0	4617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	547	465	0	0	0	0	0	3060	0	0	0	821	1163	0	0	0	0	0	38250	513998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
385547																																																																																																																																																																																																																																																	
385686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1533	1533	0	0	1533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23227	0	0	0	0	0	0	0	0	-2740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211658	0	0	208551	3107	0	0	0	6	0	0	0	0	0	6	13990	0	0	0	0	13990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5391	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10518	2104	0	0	0	2104	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	174601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
386432																																																																																																																																																																																																																																																	
386450																																																																																																																																																																																																																																																	
386731																																																																																																																																																																																																																																																	
386825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65191	0	0	0	0	0	0	0	0	-2520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48894	0	0	47583	1311	0	0	0	1	0	0	0	0	0	1	14326	0	0	0	0	14326	0	0	0	0	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2927	1	0	0	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1143	229	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	546	0	0	0	0	0	0	0	2	0	0	2184	0	0	0	0	59480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
387055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25537	0	0	0	0	0	0	0	0	-1370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18772	0	0	14846	3926	404	0	404	0	0	0	0	0	0	0	55065	0	0	0	0	55065	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2566	404	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12690	2538	0	0	0	2538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	404	0	0	2	0	0	0	0	0	0	0	606	0	0	8	0	0	0	0	85013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
387671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59914	0	0	0	0	0	0	0	0	-5355	0	0	0	0	0	321	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200673	0	0	176855	23818	283	0	283	14868	0	0	0	0	0	14868	279558	0	5804	0	0	273754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2425	2425	0	30119	0	-12013	15151	3997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29396	5879	0	0	1868	4011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15151	3997	0	0	0	0	0	0	0	0	0	22727	9993	0	0	0	0	0	0	514251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
388155																																																																																																																																																																																																																																																	
388258																																																																																																																																																																																																																																																	
388557																																																																																																																																																																																																																																																	
388744																																																																																																																																																																																																																																																	
388753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3692	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4134	0	0	4003	131	0	0	0	0	0	0	0	0	0	0	26726	0	0	0	0	26726	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-325	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3065	613	0	0	0	613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	33025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
388874																																																																																																																																																																																																																																																	
389358																																																																																																																																																																																																																																																	
389376																																																																																																																																																																																																																																																	
390372																																																																																																																																																																																																																																																	
390840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	1452	1452	0	0	1452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35953	0	0	0	0	0	0	0	0	-1595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52417	0	0	42241	10176	0	0	0	3283	0	0	0	0	0	3283	250263	0	0	0	0	250263	0	0	0	1877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3252	3283	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12324	2465	0	0	0	2465	0	0	8244	0	1390	0	0	763	0	627	0	0	0	0	0	0	0	0	0	0	0	0	3283	102	0	0	0	0	0	0	0	0	0	4925	255	0	0	0	0	0	0	339802	0	0	32867	21981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
391418																																																																																																																																																																																																																																																	
391557																																																																																																																																																																																																																																																	
391575																																																																											0	0																																																																																																																																																																					
391959																																																																																																																																																																																																																																																	
391977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	3307	3307	0	0	3307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129382	0	0	0	0	0	0	-25893	0	-3472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304562	0	0	284611	19951	0	0	0	0	0	0	0	0	0	0	320798	0	0	6378	0	314420	0	0	0	5730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-26834	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58288	11658	0	0	0	11658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	663820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
392152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1144	0	0	0	0	1144	0	25983	0	0	25700	283	0	0	0	567	0	0	0	0	0	567	50256	0	0	0	37663	12593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2486	2486	0	0	1269	-759	567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11355	2271	0	0	0	2271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	567	0	0	0	0	0	0	0	0	0	0	851	0	0	0	0	0	0	0	57131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
392255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22587	0	0	0	0	0	0	0	0	-1307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34173	0	0	32258	1915	0	0	0	320	0	0	0	0	0	320	47621	0	0	0	0	47621	0	0	0	164	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2047	320	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2613	523	0	0	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	320	0	0	260	0	0	0	0	0	0	0	480	0	0	1040	0	0	0	0	79800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
