"IDRSSD"	RCFDA591	RCFDB705	RCFDB706	RCFDB707	RCFDB708	RCFDB709	RCFDB710	RCFDB711	RCFDB726	RCFDB727	RCFDB728	RCFDB729	RCFDB730	RCFDB731	RCFDB732	RCFDB733	RCFDB734	RCFDB735	RCFDB736	RCFDB737	RCFDB738	RCFDB739	RCFDB740	RCFDB741	RCFDB742	RCFDB743	RCFDB744	RCFDB745	RCFDB746	RCFDB776	RCFDB779	RCFDB780	RCFDB781	RCFDB782	RCFDB783	RCFDB786	RCFDB787	RCFDB788	RCFDB789	RCFDB790	RCFDB796	RCFDB797	RCFDB803	RCFDB804	RCFDB805	RCFDB806	RCFDB807	RCFDB808	RCFDB809	RCFDC407	RCFDF699	RCFDHU09	RCFDHU10	RCFDHU11	RCFDHU12	RCFDHU13	RCFDHU14	RCFDHU15	RCFDHU16	RCFDHU17	RCFDHU18	RCONA591	RCONB705	RCONB711	RCONB733	RCONB739	RCONB740	RCONB746	RCONB776	RCONB782	RCONB783	RCONB789	RCONB790	RCONB796	RCONB797	RCONB803	RCONB804	RCONB805	RCONB806	RCONB807	RCONB808	RCONB809	RCONC407	RCONF699	RCONHU09	RCONHU15	RCONHU19	RIADB747	RIADB748	RIADB749	RIADB750	RIADB751	RIADB752	RIADB753	RIADB754	RIADB755	RIADB756	RIADB757	RIADB758	RIADB759	RIADB760	
326054																																																																																																						
326344																																																																																																						
326858																																																																																																						
326979																																																																																																						
327220																																																																																																						
327305																																																																																																						
327435																																																																																																						
327556																																																																																																						
327855																																																																																																						
328058																																																																																																						
328357																																																														3243	0	0	0	0	0	0	0	0			0	0	0	0	0	786						0	0	0		0						0	0						0	
328656																																																																																																						
328777																																																														0	0	0	0	0	0	0	0	0			4643	0	105	0	4643	257145						164	0	0		0						0	0						0	
329149																																																																																																						
329345																																																																																																						
329550																																																																																																						
329952																																																														0	0	0	0	0	0	0	0	0			4320	0	4320	0	0	1876					0	0	0	0		0						0	0						0	
330239																																																																																																						
330248																																																																																																						
330855																																																														0	0	0	0	0	0	0	0	0			32342	0	31674	0	916	0					0	0	0	0		0						0	0						0	
330949																																																																																																						
331076																																																																																																						
331375																																																																																																						
331544																																																																																																						
331713																																																																																																						
332224																																																																																																						
332671																																																																																																						
332756																																																																																																						
333203																																																														38131	0	0	0	0	0	0	0	0			35469	0	1258	0	35469	699375					0	440	0	0		0						0	0						0	
333650																																																																																																						
333856																																																																																																						
333940																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
334264																																																																																																						
335346																																																																																																						
336147																																																																																																						
336361																																																																																																						
336576																																																																																																						
337340																																																																																																						
338646																																																																																																						
338945																																																																																																						
339072																																																														5749	0	0	0	0	0	0	0	0			0	0	0	0	0	7086217						7891	0	0		0						0	0						0	
339353																																																																																																						
339456																																																														22814	0	0	0	0	0	0	0	1370			495	0	495	0	0	0						0	0	0		0						0	0						0	
339607																																																																																																						
339773																																																														0	0	0	0	0	0	0	0	0			96884	0	955	0	95884	110324						0	0	0		0						0	0						0	
339858																																																														0	2459258	0	110600	0	0	0	0	0	0	0	44570	0	44570	0	44570	21715845	0	0	0	0	0	40850	2487	0	0	0						0	0						0	
340135																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
340144																																																																																																						
340256																																																																																																						
340443																																																																																																						
340742																																																														30265	0	0	0	0	0	0	0	0			94049	0	2461	0	0	10698						0	0	0		0						0	0						0	
340751																																																																																																						
341310																																																																																																						
342054																																																																																																						
342410																																																														286257	0	0	0	0	0	0	0	0			7674	0	355	0	7674	457582						345	0	0		0						0	0						0	
342634																																																														948700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8955962	0	0	0	0		26678	0	0	0	0						0	0						0	
343051																																																																																																						
343248																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
343770																																																																																																						
343903																																																																																																						
343958																																																																																																						
344647																																																														6678	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
344852																																																																																																						
345309																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	72351					0	161	0	0		0						0	0						0	
345345																																																														122262	0	0	0	0	0	0	0	0			0	0	0	0	0	124190						0	0	0		0						0	0						0	
345747																																																														22079	0	0	0	0	0	0	0	0			0	0	0	0	0	22263						0	0	0		0						0	0						0	
345756																																																														0	0	0	0	0	0	0	0	0			15434	0	12426	0	452283	307500					0	778	0	0		0						0	0						0	
345877																																																																																																						
346379																																																																																																						
346566																																																																																																						
346771																																																																																																						
347022																																																																																																						
347639																																																																																																						
347956																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
348159																																																																																																						
348720																																																																																																						
349129																																																																																																						
349343																																																																																																						
350657																																																																																																						
350750																																																																																																						
351131																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
351560																																																																																																						
351878																																																																																																						
352370																																																																																																						
352651																																																																																																						
352745																																																																																																						
352772																																																														413845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2721408	0	0	0	0	0	2858	0	0	0	0						0	0						0	
353238																																																																																																						
353546																																																																																																						
353555																																																														553063	0	0	0	0	0	0	0	0			377	0	377	0	377	1322295					0	0	0	0		0						0	0						0	
353957																																																																																																						
354253																																																																																																						
354310																																																														282280	0	0	0	0	0	0	0	0			0	0	0	0	0	995739					0	0	0	0		0						0	0						0	
354552																																																																																																						
354851																																																																																																						
355120																																																																																																						
355559																																																																																																						
355858																																																														59189	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
356239																																																																																																						
356659																																																																																																						
356752																																																																																																						
357526																																																																																																						
357553																																																																																																						
357777																																																																																																						
357937																																																																																																						
358112																																																																																																						
358448																																																																																																						
359472																																																																																																						
359744																																																																																																						
360777																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
361055																																																																																																						
361167																																																														0	0	0	0	0	0	0	0	0			0	754	0	754	0	144471					0	0	0	0		0						0	0						0	
361279																																																																																																						
361354																																																																																																						
361439																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
362043																																																																																																						
362155																																																																																																						
362717																																																														19130	0	0	0	0	0	0	0	0			0	0	0	0	0	227667					0	226	0	0		0						0	0						0	
362856																																																																																																						
362940																																																																																																						
363442																																																																																																						
363648																																																																																																						
363657																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	150265					0	0	0	0		0						0	0						0	
363778																																																																																																						
364131																																																																																																						
364270	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						4932	0	114	0	106716	0						0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
364430																																																																																																						
364850																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
365325																																																														0	0	0	0	0	0	0	0	0	0	0	47682	0	1108	0	0	0	0	0	0	0		0	0	0	0	47						0	0						0	
365745																																																																																																						
365848																																																																																																						
365950																																																																																																						
366078																																																																																																						
366238																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
366247																																																																																																						
366359																																																																																																						
366658																																																																																																						
366854																																																																																																						
367150																																																																																																						
367178																																																																																																						
367431																																																																																																						
367543																																																																																																						
368054																																																																																																						
368344																																																														0	0	0	0	0	0	0	0	0			9632	0	273	0	0	0					0	0	0	0		0						0	0						0	
368522																																																																																																						
368951																																																																																																						
369453																																																																																																						
369659																																																																																																						
370020																																																																																																						
370347																																																																																																						
370721																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	62537					0	0	0	0		0						0	0						0	
370833																																																																																																						
370954																																																																																																						
371223																																																																																																						
371232																																																																																																						
371362																																																																																																						
371559																																																																																																						
371849																																																																																																						
371924																																																																																																						
371942																																																																																																						
372444																																																																																																						
372538																																																																																																						
372640																																																																																																						
372855																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
373272																																																																																																						
373553																																																																																																						
373601																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
374130																																																																																																						
374653																																																														60784	0	0	0	0	0	0	0	0			37571	0	2053	0	0	0					0	0	0	0		0						0	0						0	
374774																																																																																																						
375043																																																														164743	0	0	0	0	0	0	0	0			140	0	2	0	140	399					0	0	0	0		0						0	0						0	
375379																																																																																																						
375566																																																																																																						
375650																																																																																																						
376237																																																																																																						
376273																																																														55055	0	0	0	0	0	0	0	0			27444	0	24923	0	1114	336463						0	0	0		0						0	0						0	
376442																																																														0	0	0	0	0	0	0	0	0			29719	0	297	0	0	0					0	0	0	0		0						0	0						0	
376947																																																																																																						
377663																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
377850																																																																																																						
378044																																																																																																						
378110																																																																																																						
379050																																																																																																						
379153																																																																																																						
379470																																																																																																						
379649																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
379920																																																														1561129	0	0	0	0	0	0	0	0	0	0	1860938	0	83461	0	0	7077493	0	0	0	0	0	0	0	0	0	0						0	0						0	
380346																																																																																																						
380458																																																																																																						
380533																																																																																																						
380878																																																																																																						
380944																																																																																																						
381026																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
381932																																																																																																						
381950																																																																																																						
382050																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	121183	0					0	42	0	0		0						0	0						0	
382069																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
382256																																																																																																						
382274																																																																																																						
382443																																																																																																						
382537																																																																																																						
382649																																																																																																						
382658																																																																																																						
382742																																																																																																						
382854																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
384018																																																																																																						
384278																																																														30082	0	0	0	0	0	0	0	0			0	0	0	0	6784	11140403					0	31268	0	0		0						0	0						0	
384353																																																																																																						
384652																																																																																																						
384830																																																																																																						
385350																																																																																																						
385471																																																																																																						
385547																																																																																																						
385686																																																																																																						
386432																																																																																																						
386450																																																														0	0	0	0	0	0	0	2110	0			45974	0	1111	0	45974	0						0	0	0		0						0	0						0	
386731																																																																																																						
386825																																																																																																						
387055																																																																																																						
387671																																																																																																						
388155																																																																																																						
388258																																																																																																						
388557																																																																																																						
388744																																																																																																						
388753																																																																																																						
388874																																																																																																						
389358																																																																																																						
389376																																																																																																						
390372																																																																																																						
390840																																																																																																						
391418																																																																																																						
391557																																																																																																						
391575	4067	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	2522					0	0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
391959																																																																																																						
391977																																																																																																						
392152																																																																																																						
392255																																																																																																						
392778																																																																																																						
393252																																																																																																						
393355																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
393953																																																																																																						
394156																																																																																																						
394259																																																																																																						
395238																																																														2934054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0						0	
396057																																																																																																						
396244																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
396253																																																																																																						
396954																																																																																																						
397456																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
397531																																																																																																						
397540																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
397559																																																																																																						
397755																																																																																																						
397858																																																																																																						
398051																																																														0	0	0	0	0	0	0	0	0			7990	0	261	0	7990	11290						0	0	0		0						0	0						0	
398248																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
398668	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0					0	0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
398837																																																																																																						
399357																																																																																																						
399517																																																														0	0	0	0	0	0	0	0	0			152456	0	4625	0	152456	246630						0	0	0		0						0	0						0	
399731																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
399973																																																																																																						
400057																																																																																																						
400141																																																																																																						
400365																																																																																																						
400767																																																																																																						
401072																																																																																																						
401559																																																																																																						
401755																																																																																																						
401906																																																																																																						
401951																																																																																																						
402846																																																																																																						
402873																																																																																																						
403067																																																																																																						
403151																																																														0	0	0	0	0	0	0	0	0			12389	0	288	0	12389	0						0	0	0		0						0	0						0	
403179																																																																																																						
403254																																																																																																						
403656																																																																																																						
403870																																																																																																						
403946																																																																																																						
404653																																																																																																						
404943																																																																																																						
406022																																																																																																						
406059																																																																																																						
406666																																																																																																						
406974																																																																																																						
407168																																																																																																						
407506																																																																																																						
407645																																																																																																						
408307																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	8031					0	0	0	0		0						0	0						0	
408642																																																																																																						
408875																																																																																																						
409265																																																																																																						
410159																																																																																																						
410560																																																																																																						
410748																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
410917																																																																																																						
411062																																																																																																						
411174																																																																																																						
411231																																																																																																						
411240																																																																																																						
411549																																																																																																						
411576																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
411624																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	11887					0	0	0	0		0						0	0						0	
411651																																																																																																						
412153																																																																																																						
412452																																																																																																						
412555																																																																																																						
412667																																																																																																						
412751																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
412845																																																																																																						
412872																																																																																																						
413141																																																														7506	0	0	0	0	0	0	0	0			0	0	0	0	0	507736					0	2791	0	0		0						0	0						0	
413208	2823691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2650970	0	0	0	0	0	27757	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
413347																																																																																																						
413543																																																																																																						
413646																																																																																																						
413673																																																																																																						
413758																																																																																																						
414102																																																																																																						
414652																																																																																																						
414764																																																																																																						
414858																																																																																																						
416245																																																														156303	0	0	0	0	0	0	0	0	0	0	53656	0	46736	0	48494	463077	0	0	0	0		1091	0	0	0	0						0	0						0	
416272																																																																																																						
416339																																																																																																						
416357																																																																																																						
416656																																																																																																						
416674																																																																																																						
417626																																																																																																						
417710																																																																																																						
418100																																																																																																						
418249																																																																																																						
418436																																																																																																						
419406																																																														0	0	0	0	0	0	0	0	0			442497	0	16294	0	406203	1063210						466	0	0		0						0	0						0	
419675																																																																																																						
420578																																																																																																						
420644																																																																																																						
420877																																																																																																						
421445																																																																																																						
421539																																																																																																						
422116																																																																																																						
422433																																																														209860	0	0	0	0	0	0	0	0			0	0	0	0	0	3058						0	0	0		0						0	0						0	
422657																																																																																																						
423159																																																																																																						
423449																																																																																																						
423636																																																																																																						
423739																																																																																																						
424156																																																																																																						
424240																																																																																																						
424352																																																																																																						
424437																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
425050																																																																																																						
425108																																																																																																						
425818																																																																																																						
425845																																																																																																						
425911																																																																																																						
426057																																																																																																						
426141																																																																																																						
426534																																																														3103	0	0	0	0	0	0	0	0			5207	0	887	0	5207	1414009					0	659	0	0		0						0	0						0	
426758																																																																																																						
426945																																																																																																						
427241																																																																																																						
427353																																																																																																						
427858																																																																																																						
427960																																																																																																						
428060																																																																																																						
428462																																																																																																						
428547																																																														104665	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
428855																																																																																																						
429021																																																																																																						
429487																																																																																																						
430036																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
430054																																																																																																						
430344																																																																																																						
431323																																																																																																						
431350																																																																																																						
432058																																																																																																						
432432																																																																																																						
433505																																																														0	0	0	0	0	0	0	0	0			4029	0	1540	0	4029	204990					0	0	0	0		0						0	0						0	
433608																																																														0	0	0	0	0	0	0	0	0			0	3224	0	3224	0	227719					0	433	0	0		0						0	0						0	
433859																																																																																																						
433943																																																																																																						
434203																																																														14042	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
434539																																																																																																						
435059																																																																																																						
435077																																																														1085005	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
435255																																																																																																						
435666																																																																																																						
