"IDRSSD"	RCFD3411	RCFD3430	RCFD3432	RCFD3433	RCFD3434	RCFD3435	RCFD3450	RCFD3555	RCFD3556	RCFD3557	RCFD3814	RCFD3815	RCFD3817	RCFD3819	RCFD3820	RCFD3821	RCFD3822	RCFD3826	RCFD5591	RCFD5592	RCFD5593	RCFD5594	RCFD5595	RCFD6550	RCFD8693	RCFD8694	RCFD8695	RCFD8696	RCFD8697	RCFD8698	RCFD8699	RCFD8700	RCFD8701	RCFD8702	RCFD8703	RCFD8704	RCFD8705	RCFD8706	RCFD8707	RCFD8708	RCFD8709	RCFD8710	RCFD8711	RCFD8712	RCFD8713	RCFD8714	RCFD8715	RCFD8716	RCFD8719	RCFD8720	RCFD8723	RCFD8724	RCFD8725	RCFD8726	RCFD8727	RCFD8728	RCFD8733	RCFD8734	RCFD8735	RCFD8736	RCFD8737	RCFD8738	RCFD8739	RCFD8740	RCFD8741	RCFD8742	RCFD8743	RCFD8744	RCFD8745	RCFD8746	RCFD8747	RCFD8748	RCFD8765	RCFDA126	RCFDA127	RCFDA589	RCFDC219	RCFDC220	RCFDC221	RCFDC222	RCFDC223	RCFDC224	RCFDC968	RCFDC969	RCFDC970	RCFDC971	RCFDC972	RCFDC973	RCFDC974	RCFDC975	RCFDC978	RCFDF164	RCFDF165	RCFDG401	RCFDG402	RCFDG403	RCFDG404	RCFDG405	RCFDG406	RCFDG407	RCFDG408	RCFDG409	RCFDG410	RCFDG411	RCFDG412	RCFDG413	RCFDG414	RCFDG415	RCFDG416	RCFDG417	RCFDG418	RCFDG420	RCFDG421	RCFDG422	RCFDG423	RCFDG425	RCFDG426	RCFDG427	RCFDG428	RCFDG430	RCFDG431	RCFDG432	RCFDG433	RCFDG435	RCFDG436	RCFDG437	RCFDG438	RCFDG440	RCFDG441	RCFDG442	RCFDG443	RCFDG445	RCFDG446	RCFDG447	RCFDG448	RCFDG450	RCFDG451	RCFDG452	RCFDG453	RCFDG455	RCFDG456	RCFDG457	RCFDG458	RCFDG460	RCFDG461	RCFDG462	RCFDJ455	RCFDJ456	RCFDJ457	RCFDJ459	RCFDPV10	RCFDPV11	RCFDPV12	RCFDPV13	RCFDPV14	RCFDPV15	RCFDPV16	RCON3411	RCON3430	RCON3432	RCON3433	RCON3434	RCON3435	RCON3450	RCON3555	RCON3556	RCON3557	RCON3814	RCON3815	RCON3817	RCON3819	RCON3820	RCON3821	RCON3822	RCON3826	RCON5591	RCON5592	RCON5593	RCON5594	RCON5595	RCON6550	RCON8693	RCON8694	RCON8695	RCON8696	RCON8697	RCON8698	RCON8699	RCON8700	RCON8701	RCON8702	RCON8703	RCON8704	RCON8705	RCON8706	RCON8707	RCON8708	RCON8709	RCON8710	RCON8711	RCON8712	RCON8713	RCON8714	RCON8715	RCON8716	RCON8719	RCON8720	RCON8723	RCON8724	RCON8725	RCON8726	RCON8727	RCON8728	RCON8733	RCON8734	RCON8735	RCON8736	RCON8737	RCON8738	RCON8739	RCON8740	RCON8741	RCON8742	RCON8743	RCON8744	RCON8745	RCON8746	RCON8747	RCON8748	RCONA126	RCONA127	RCONA589	RCONC219	RCONC220	RCONC221	RCONC222	RCONC223	RCONC224	RCONC968	RCONC969	
364270	0	0	0	0	0	0	0	0	0	0	2155	0	0	200		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1958	1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																							2142	1076	0	0																																																																																									
364430																																																																																																																																																														0	0	0	0				0	0	0	8868	0		402		0			0	0	0	0	0	0																																																								0	0			
364850																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	1073	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	
365325																																																																																																																																																														2762	0	0	0	0	0	259466	0	0	0	812598	234457	0	81851	0	85034	0	0	0	0	0	0	0	192279	0	0	0	0	30732	0	0	0	0	0	0	0	0	0	0	0	23046	0	0	0	0	0	0	0	0	0	0	0	313243	0	0	0	0	0	0	0	0	0	0	0	31613	0	0	0	70	0	0	0	0	0	259466	0	0	0	0	0	0	0	0	
365745																																																																																																																																																														0	0	0	3791				0	0	0	1283	0		272		0			0	0	0	0	0	0																																																								0	0			
365848																																																																																																																																																														0	0	0	0				0	0	0	1301	0		0		0			0	0	0	0	0	0																																																								0	0			
365950																																																																																																																																																														0	1700	0	0				0	0	0	119	0		0		0			0	0	0	0	0	0																																																								0	0			
366078																																																																																																																																																														0	0	0	0				0	0	0	72855	0		10907		0			0	0	0	0	0	0																													60000																				0							0	0			
366238																																																																																																																																																														0	185000	0	0	0	0	0	0	0	0	72570	1250	0	2606	0	2733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
366247																																																																																																																																																														144	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	157																																																								0	0			
366359																																																																																																																																																														0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0			
366658																																																																																																																																																														0	0	0	0				0	0	0	0	0		58		0			0	0	0	0	0	0																																																								0	0			
366854																																																																																																																																																														0	4600	0	0				0	0	0	1451	0		415		232			0	0	0	0	0	0																																																								0	0			
367150																																																																																																																																																														0	7500	0	0				0	0	0	40	559		1800		0			0	0	0	0	0	0																																																								0	0			
367178																																																																																																																																																														0	1050	0	0				0	0	0	12475	0		0		0			0	0	0	0	0	0																																																								0	0			
367431																																																																																																																																																														0	0	0	0				0	0	0	4268	1984		3076		0			0	0	0	0	0	0																																																								0	0			
367543																																																																																																																																																														0	0	0	0				0	0	0	1779	0		251		0			0	0	0	0	0	0																																																								0	0			
368054																																																																																																																																																														0	0	0	0				0	0	0	0	0		11		0			0	0	0	0	0	0																																																								0	0			
368344																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	1656	1839	0	713		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
368522																																																																																																																																																														0	0	0	0				0	0	0	1409	0		0		0			0	0	0	0	0	0																																																								0	0			
368951																																																																																																																																																														0	0	0	0				0	0	0	1535	3287		710		0			0	0	0	0	0	0																																																								0	0			
369453																																																																																																																																																														0	14150	0	0				0	0	0	0	0		75		0			0	0	0	0	0	3556																																																								0	0			
369659																																																																																																																																																														0	58525	0	0				0	0	0	5150	0		14625		0			0	0	0	0	0	0																																																								0	0			
370020																																																																																																																																																														0	37775	0	0				0	0	0	42391	0		1314		275			0	0	0	0	0	0																													6524																				0							0	0			
370347																																																																																																																																																														0	26050	0	0				0	0	0	243	0		1105		0			0	0	0	0	0	0																																																								0	0			
370721																																																																																																																																																														20	0	0	0	0	0	0	0	0	0	11005	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
370833																																																																																																																																																														0	0	0	0				0	0	0	204	0		0		0			0	0	0	0	0	0																																																								0	0			
370954																																																																																																																																																														0	0	0	0				0	0	0	149	0		0		0			0	0	0	0	0	0																													0																				304							0	0			
371223																																																																																																																																																														300	0	0	0				0	0	0	92	0		0		0			0	0	0	0	0	0																													5728																				0							0	0			
371232																																																																																																																																																														0	0	0	0				0	0	0	4242	0		67		0			0	0	0	0	0	0																																																								0	0			
371362																																																																																																																																																														0	0	0	0				0	0	0	0	0		979		0			0	0	0	0	0	0																																																								0	0			
371559																																																																																																																																																														0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0			
371849																																																																																																																																																														0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0			
371924																																																																																																																																																														0	0	0	0				0	0	0	32112	0		630		1974			0	0	0	0	0	0																													96839																				0							0	0			
371942																																																																																																																																																														0	6800	0	0				0	0	0	329	0		0		0			0	0	0	0	0	0																																																								0	0			
372444																																																																																																																																																														0	10000	0	0				0	0	0	578	0		59		0			0	0	0	0	0	0																																																								0	0			
372538																																																																																																																																																														0	160000	0	0				0	0	0	10310	10586		638		0			0	0	0	0	0	0																																																								0	0			
372640																																																																																																																																																														0	0	0	0				0	0	0	13438	0		30		0			0	0	0	0	0	0																																																								0	0			
372855																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	6567	0	0	5324		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
373272																																																																																																																																																														0	0	0	0				0	0	0	3651	0		0		0			0	0	0	0	0	0																																																								0	0			
373553																																																																																																																																																														0	250	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0			
373601																																																																																																																																																														0	0	0	0	0	0	245000	0	0	0	3077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245000	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	565	0	0	0	0	0	245000	0	0	0	0	0	0	0	0	
374130																																																																																																																																																														0	0	0	0				0	0	0	20194	0		1260		0			0	0	0	0	0	0																													202																				0							0	0			
374653																																																																																																																																																														0	0	0	0	0	0	100000	0	0	0	65092	0	0	32317	25240	0	0	0	0	0	0	0	0	0	0	0	0	0	5178	0	0	0	0	0	0	0	0	0	0	0	11079	0	0	0	0	0	0	0	0	0	0	0	116256	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	2081	0	0	0	0	0	100000	0	0	0	0	0	0	0	0	
374774																																																																																																																																																														0	0	0	0				0	0	0	260	0		0		0			0	0	0	0	0	0																																																								0	0			
375043																																																																																																																																																														0	219500	0	0	0	0	0	0	0	0	10983	0	0	32395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
375379																																																																																																																																																														0	0	0	0				0	0	0	1964	0		0		0			0	0	0	0	0	0																																																								0	0			
375566																																																																																																																																																														839	0	0	0				0	0	0	1997	0		839		0			0	0	0	0	0	0																													2733																				0							0	13323			
375650																																																																																																																																																														0	0	0	0				0	0	0	334	0		0		0			0	0	0	0	0	0																																																								0	0			
376237																																																																																																																																																														0	0	0	0				0	0	0	1792	0		0		0			0	0	0	0	0	0																																																								0	0			
376273																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	320325	0	0	836	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
376442																																																																																																																																																														2871	0	0	0	0	0	0	0	0	0	6831	486	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
376947																																																																																																																																																														0	6250	0	0				0	0	0	0	0		1175		0			0	0	0	0	0	0																																																								0	0			
377663																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	172	0	0	59		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
377850																																																																																																																																																														0	0	0	0				0	0	0	138	0		0		0			0	0	0	0	0	0																																																								0	0			
378044																																																																																																																																																														0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0			
378110																																																																																																																																																														0	0	0	0				0	0	0	2941	712		0		0			0	0	0	0	0	0																																																								0	0			
379050																																																																																																																																																														0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0			
379153																																																																																																																																																														0	0	0	0				0	0	0	0	0		200		0			0	0	0	0	0	0																																																								0	0			
379470																																																																																																																																																														0	0	0	0				0	0	0	22983	0		0		0			0	0	0	0	0	0																																																								0	0			
379649																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	98		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
379920																																																																																																																																																														0	0	0	150	0	0	13778399	0	0	0	3006128	686128	0	263063	0	0	0	94201	0	0	0	0	0	0	0	0	0	0	457711	75735	0	0	0	0	0	0	0	0	0	0	298140	0	0	0	0	0	0	0	0	0	0	0	2405851	0	0	0	102192	1211	0	0	206459	1876	0	0	19765	0	0	0	1417	0	0	0	12128399	169936	0	0	66	120	0	0	435164	0	0	
380346																																																																																																																																																														0	0	0	0				0	0	0	0	0		296		0			0	0	0	0	0	0																																																								0	0			
380458																																																																																																																																																														0	386900	0	0				0	0	0	13730	0		1942		4902			0	0	0	0	0	14229																													562598																				0							0	0			
380533																																																																																																																																																														0	113100	0	0				0	0	0	4612	0		4230		0			0	0	0	0	0	0																																																								0	0			
380878																																																																																																																																																														0	0	0	0				0	0	0	4967	0		0		0			0	0	0	0	0	0																																																								0	0			
380944																																																																																																																																																														0	0	0	0				0	0	0	2429	0		10		1533			0	0	0	0	0	0																																																								0	0			
381026																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	6620	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
381932																																																																																																																																																														0	0	0	0				0	0	0	14001	0		366		0			0	0	0	0	0	0																																																								0	0			
381950																																																																																																																																																														1634	0	0	0				0	0	0	0	222		0		0			0	0	0	0	0	0																																																								0	0			
382050																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	6173	2517	0	0		1292		0	0	0	0	0	0	0	0	0	0	0	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
382069																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	540		25		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
382256																																																																																																																																																														0	0	0	0				0	0	0	0	0		60		0			0	0	0	0	0	0																																																								0	0			
382274																																																																																																																																																														0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0			
382443																																																																																																																																																														0	0	0	0				0	0	0	4233	0		1363		0			0	0	0	0	0	0																																																								0	0			
382537																																																																																																																																																														0	0	0	0				0	0	0	3148	5262		574		0			0	0	0	0	0	0																																																								0	0			
382649																																																																																																																																																														0	0	0	0				0	0	0	14731	0		2012		72			0	0	0	0	0	0																																																								0	0			
382658																																																																																																																																																														0	26125	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0			
382742																																																																																																																																																														0	0	0	0				0	0	0	2189	501		530		0			0	0	0	0	0	0																																																								1170	0			
382854																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
384018																																																																																																																																																														322	0	0	0				0	0	0	0	31964		32682		0			0	0	0	0	0	0																																																								0	0			
384278																																																																																																																																																														0	0	0	0	0	0	1341138	0	0	0	20526	39402	0	1921	0	0	0	0	0	0	0	0	0	0	275000	0	0	0	446500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2062638	0	0	0	0	0	0	0	0	0	0	0	7431	0	0	0	10177	0	0	0	0	0	1341138	0	0	0	0	0	0	0	0	
384353																																																																																																																																																														0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0			
384652																																																																																																																																																														0	29640	0	0				0	0	0	10700	0		17532		0			0	0	0	0	0	2974																													0																				0							0	0			
384830																																																																																																																																																														0	0	0	0				0	0	0	0	0		159		418			0	0	0	0	0	0																																																								0	0			
385350																																																																																																																																																														0	0	0	0				0	0	0	12801	0		0		13			0	0	0	0	0	0																																																								0	0			
385471																																																																																																																																																														0	0	0	0				0	0	0	3514	0		0		0			0	0	0	0	0	0																													922																				0							0	0			
385547																																																																																																																																																														0	0	0	0				0	0	0	658	0		10		0			0	0	0	0	0	0																																																								0	0			
385686																																																																																																																																																														0	0	0	0				0	0	0	7575	0		0		0			0	0	0	0	0	0																																																								0	0			
386432																																																																																																																																																														0	0	0	0				0	0	0	594	0		97		0			0	0	0	0	0	2478																																																								0	0			
386450																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	2999	0	0	2110		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
386731																																																																																																																																																														0	45000	0	0				0	0	0	2018	0		8		0			0	0	0	0	0	0																													15000																				0							0	0			
386825																																																																																																																																																														0	0	0	0				0	0	0	0	0		193		0			0	0	0	0	0	0																																																								0	36			
387055																																																																																																																																																														29	0	0	0				0	0	0	2496	0		0		0			0	0	0	0	0	0																																																								0	0			
387671																																																																																																																																																														0	43525	0	0				0	0	0	8317	0		4289		756			0	0	0	0	0	0																																																								0	0			
388155																																																																																																																																																														0	18800	0	0				0	0	0	793	0		50		0			0	0	0	0	0	0																																																								0	0			
388258																																																																																																																																																														3	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0			
388557																																																																																																																																																														0	11763	0	0				0	0	0	2746	0		1524		0			0	0	0	0	0	0																																																								0	0			
388744																																																																																																																																																														0	0	0	0				0	0	0	16016	2141		0		0			0	0	0	0	0	0																																																								0	2173			
388753																																																																																																																																																														0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0			
388874																																																																																																																																																														0	0	0	0				0	0	0	268	0		0		0			0	0	0	0	0	104																																																								0	0			
389358																																																																																																																																																														0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0			
389376																																																																																																																																																														0	300	0	0				0	0	0	394	0		0		0			0	0	0	0	0	0																																																								0	0			
390372																																																																																																																																																														0	0	0	0				0	0	0	12232	0		0		4			0	0	0	0	0	0																																																								0	0			
390840																																																																																																																																																														0	0	0	0				0	0	0	8244	0		0		212			0	0	0	0	0	0																													54848																				0							0	0			
391418																																																																																																																																																														0	0	0	0				0	0	0	1099	0		0		0			0	0	0	0	0	16																																																								0	0			
391557																																																																																																																																																														0	3500	0	0				0	0	0	0	0		0		106			0	0	0	0	0	0																																																								0	0			
391575	0	446382	0	0	217440	0	39720	0	0	0	6122	0	0	167094	166604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295000	0	0	0	0	0	0	0	334720	0	0	0	0	0	0	0	0	0	0	0	25482	0	0	0	4307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228942	640	2115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																					0	0	6021	160	0	0																																																																																									
391959																																																																																																																																																														0	7525	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0			
391977																																																																																																																																																														0	59250	0	0				0	0	0	12436	0		0		241			0	0	0	0	0	0																																																								0	0			
392152																																																																																																																																																														0	0	0	0				0	0	0	104	0		0		0			0	0	0	0	0	0																																																								0	0			
392255																																																																																																																																																														0	0	0	0				0	0	0	435	0		317		0			0	0	0	0	0	0																																																								0	0			
392778																																																																																																																																																														0	0	0	0				0	0	0	6512	0		309		1336			0	0	0	0	0	0																																																								0	0			
393252																																																																																																																																																														0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0			
393355																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	1028	0	0	74		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
393953																																																																																																																																																														0	0	0	0				0	0	0	849	0		9130		1208			0	0	0	0	0	0																																																								0	0			
394156																																																																																																																																																														0	0	0	0				0	0	0	0	0		1776		0			0	0	0	0	0	0																																																								0	0			
394259																																																																																																																																																														0	0	0	0				0	0	0	923	0		405		0			0	0	0	0	0	533																													11521																				0							0	0			
395238																																																																																																																																																														10388	0	0	0	0	0	18924908	0	0	0	2106257	912741	0	320018	15290	115000	0	0	0	0	0	0	0	183108	0	0	0	0	49500	142809	0	0	0	0	0	0	0	0	0	0	1715425	0	0	0	1679581	0	0	0	0	0	0	0	4635344	0	0	0	83426	0	0	0	109691	379	0	0	534	0	0	0	118	0	0	0	17734069	142809	0	0	22	0	0	115710595	0	0	0	
396057																																																																																																																																																														0	0	0	0				0	0	0	1575	0		0		0			0	0	0	0	0	0																																																								0	0			
396244																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	8098	0	0	414		1732		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
396253																																																																																																																																																														0	120165	0	0				0	0	0	3976	0		3032		0			0	0	0	0	0	0																													90718																				0							0	0			
396954																																																																																																																																																														0	0	0	0				0	0	0	0	0		186		0			0	0	0	0	0	0																																																								0	0			
397456																																																																																																																																																														634	0	0	0	0	0	0	0	0	0	14	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
397531																																																																																																																																																														0	0	0	0				0	0	0	7358	0		1364		0			0	0	0	0	0	0																																																								0	0			
397540																																																																																																																																																														0	0	0	0	0	0	48198	0	0	0	26438	5745	0	1619	0	4173	0	0	0	0	0	0	0	0	0	0	0	0	2829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51028	0	0	0	0	0	0	0	0	0	0	0	5099	0	0	0	102	0	0	0	0	0	48198	0	0	0	0	0	45256	0	0	
397559																																																																																																																																																														0	16100	0	0				0	0	0	14197	0		4404		0			0	0	0	0	0	0																													1957																				0							0	0			
397755																																																																																																																																																														0	31350	0	0				0	0	0	6790	0		15655		0			0	0	0	0	0	0																																																								0	0			
397858																																																																																																																																																														0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	0																																																								0	0			
398051																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	6019	0	0	0		10		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
398248																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	10008	543	0	84		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
398668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																					0	0	0	0	0	0																																																																																									
398837																																																																																																																																																														0	643	0	0				0	0	0	9282	0		0		0			0	0	0	0	0	0																																																								0	0			
399357																																																																																																																																																														0	9000	0	0				0	0	0	0	0		182		0			0	0	0	0	0	0																																																								29	0			
399517																																																																																																																																																														0	260085	0	0	0	0	374899	260085	0	0	404784	80373	0	3166	0	33291	0	0	0	0	0	0	0	0	0	0	0	0	2516	0	0	0	0	0	0	0	0	0	0	0	3107	0	0	0	0	0	0	0	0	0	0	0	380522	0	0	0	0	0	0	0	0	0	0	0	5873	0	0	0	5873	0	0	0	0	0	187450	0	23	5	0	0	0	0	0	
399731																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	65	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
399973																																																																																																																																																														0	10000	0	0				0	0	0	4185	0		20		0			0	0	0	0	0	0																																																								0	0			
400057																																																																																																																																																														0	4000	0	0				0	0	0	0	0		1189		0			0	0	0	0	0	920																																																								0	0			
400141																																																																																																																																																														0	0	0	0				0	0	0	12220	0		391		0			0	0	0	0	0	0																																																								0	0			
400365																																																																																																																																																														0	0	0	0				0	0	0	0	0		650		0			0	0	0	0	0	4459																																																								0	0			
400767																																																																																																																																																														0	0	0	0				0	0	0	0	0		0		0			0	0	0	0	0	2132																																																								0	0			
401072																																																																																																																																																														0	0	0	0				0	0	0	6	0		0		0			0	0	0	0	0	0																																																								0	0			
401559																																																																																																																																																														0	0	0	0				0	0	0	855	0		338		0			0	0	0	0	0	0																																																								0	0			
401755																																																																																																																																																														0	6300	0	0				0	0	0	0	0		0		597			0	0	0	0	0	0																																																								0	0			
401906																																																																																																																																																														0	94750	0	0				0	0	0	46740	0		5002		0			0	0	0	0	0	0																																																								0	0			
401951																																																																																																																																																														0	0	0	0				0	0	0	1582	0		0		0			0	0	0	0	0	0																																																								0	0			
