"IDRSSD"	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF585	RCFDF589	RCFDF597	RCFDF601	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCFDHT87	RCFDHT88	RCFDHT89	RCFDHT91	RCFDHT92	RCFDHT93	RCFDJA36	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF585	RCONF589	RCONF597	RCONF601	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	RCONG547	RCONG548	RCONG549	RCONG550	RCONG551	RCONG552	RCONG553	
187648																																																																																																																																																																																																																																																	
187947																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		4823	0	0	4818	0	0	433726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438549	0	0	438544	5	0	0	0	0	0	0	0	0	0	3936	0	0	3893	43						4823			4818	5									
188056																																																																																																																																																																																																																																																	
188177																																																																																																																																																																																																																																																	
188430																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		450	0	0	450	0	0	22445	0	45943	0	0	45943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68838	0	0	68838	0	0	0	0	0	0	0	0	0	0	219	0	0	219	0						450			450										
188449																																																																																																																																																																																																																																																	
188720																																																																																																																																																																																																																																																	
188739																																																																																																																																																																																																																																																	
188917																																																																																																																																																																																																																																																	
189129																																																																																																																																																																																																																																																	
189950																																																																																																																																																																																																																																																	
190563																																																																																																																																																																																																																																																	
190648																																																																																																																																																																																																																																																	
190947																																																																																																																																																																																																																																																	
190956																																																																																																																																																																																																																																																	
191355																																																																																																																																																																																																																																																	
191935																																																																																																																																																																																																																																																	
192147																																																																																																																																																																																																																																																	
192558																																																																																																																																																																																																																																																	
192651																																																																																																																																																																																																																																																	
192857																																																																																																																																																																																																																																																	
193162																																																																																																																																																																																																																																																	
193537																																																																																																																																																																																																																																																	
193649																																																																																																																																																																																																																																																	
193809																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		4835	0	0	1605	0	85483	385694	0	2820	0	0	0	2820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478832	0	85483	387299	6050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3230				3230	1605			1605										
194440																																																																																																																																																																																																																																																	
194570																																																																																																																																																																																																																																																	
194936																																																																																																																																																																																																																																																	
195111																																																																																																																																																																																																																																																	
195157																																																																																																																																																																																																																																																	
195456																																																																																																																																																																																																																																																	
196752																																																																																																																																																																																																																																																	
196800																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		1593	0	0	0	0	0	91383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92976	0	0	91383	1593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1593				1593														
197142																																																																																																																																																																																																																																																	
197254																																																																																																																																																																																																																																																	
197302																																																																																																																																																																																																																																																	
197478	0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		151942	257525	0	408945	0	1016641	12222605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13391188	257525	1016641	12631550	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270599	101640	0	372239	0						151942	257525		408945	522																					270599	101640		372239																						522	270599	101640	0	372239	0	0	0	0	0	0	0	13239246																																																																																						
197759																																																																																																																																																																																																																																																	
198073																																																																																																																																																																																																																																																	
198149																																																																																																																																																																																																																																																	
198251																																																																																																																																																																																																																																																	
198961																																																																																																																																																																																																																																																	
199137																																																																																																																																																																																																																																																	
199351																																																																																																																																																																																																																																																	
199436																																																																																																																																																																																																																																																	
199463																																																																																																																																																																																																																																																	
200435																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	193123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193123	0	0	193123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
201254																																																																																																																																																																																																																																																	
201834																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		2102	0	0	2102	0	240	185573	0	1729	0	0	1729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189644	0	240	189404	0	0	0	0	0	0	0	0	0	0	2155	0	0	2155	0						2102			2102										
202514																																																																																																																																																																																																																																																	
202541																																																																																																																																																																																																																																																	
202907																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		7693	0	0	7524	0	2137847	736496	0	108	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2882144	0	2137847	744128	169	0	0	0	0	0	0	0	0	0	7524	0	0	7524	0						7524			7524										
203043																																																																																																																																																																																																																																																	
203052																																																																																																																																																																																																																																																	
203575																																																																																																																																																																																																																																																	
204004																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		105734	0	0	105734	0	318890	2864474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3289098	0	318890	2970208	0	0	0	0	0	0	0	0	0	0	108102	0	0	108102	0						105734			105734										
204237																																																																																																																																																																																																																																																	
204826																																																																																																																																																																																																																																																	
205243																																																																																																																																																																																																																																																	
205346																																																																																																																																																																																																																																																	
205458																																																																																																																																																																																																																																																	
205542																																																																																																																																																																																																																																																	
206156																																																																																																																																																																																																																																																	
206174																																																																																																																																																																																																																																																	
206473																																																																																																																																																																																																																																																	
206772																																																																																																																																																																																																																																																	
206950																																																																																																																																																																																																																																																	
207041																																																																																																																																																																																																																																																	
207050																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		59975	0	312	59663	0	0	257840	0	129408	0	0	129408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	447223	0	312	446911	0	0	0	0	0	0	0	0	0	0	1492	0	1448	44	0	58143			58143		1832		312	1520										
207452																																																																																																																																																																																																																																																	
207470																																																																																																																																																																																																																																																	
207555																																																																																																																																																																																																																																																	
207845																																																																																																																																																																																																																																																	
207872																																																																																																																																																																																																																																																	
208057																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		1655	0	0	0	0	0	434252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	435907	0	0	434252	1655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1655				1655														
208244	0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		170828	0	0	170828	0	245115	11167371	0	0	0	0	0	0	52911	0	0	52911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11636225	0	245115	11391110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258968	0	0	258968	0						170828			170828																						258968			258968																						0	258968	0	0	258968	0	52911	0	0	51763	0	0	11412486																																																																																						
208347																																																																																																																																																																																																																																																	
208440																																																																																																																																																																																																																																																	
208459																																																																																																																																																																																																																																																	
208570																																																																																																																																																																																																																																																	
208655																																																																																																																																																																																																																																																	
208972																																																																																																																																																																																																																																																	
209148																																																																																																																																																																																																																																																	
209362																																																																																																																																																																																																																																																	
209559																																																																																																																																																																																																																																																	
209858																																																																																																																																																																																																																																																	
210238																																																																																																																																																																																																																																																	
210256																																																																																																																																																																																																																																																	
210434	288341	871821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55511	0	0	55511	0	8172439	25878996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1779155	0	2067496	0	0	0	0	0	0	34395287	1779155	8172439	28002003	0	0	0	0	0	0	1175690	0	2047511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1254968	1175690	0	2400985	29673	0	0	0	0	0	55511	0	0	55511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383147	0	0	353474	29673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383147	0	0	353474	29673	0	0	0	0	0	0	34051435																																																																																						
211114																																																																																																																																																																																																																																																	
211271																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		21068	0	0	0	0	0	490609	0	2872	0	0	2872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	514549	0	0	493481	21068	0	0	0	0	0	0	0	0	0	0	0	0	0	0						89				89									
211338																																																																																																																																																																																																																																																	
211851																																																																																																																																																																																																																																																	
212018																																																																																																																																																																																																																																																	
212344																																																																																																																																																																																																																																																	
212522																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	638713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638713	0	0	638713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
212577																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		3627	0	0	0	0	0	142540	0	7005	0	0	7005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153172	0	0	149545	3627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3627				3627														
213471																																																																																																																																																																																																																																																	
213538																																																																																																																																																																																																																																																	
213912																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		231	0	0	0	0	19044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19275	0	19044	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231				231														
213958																																																																																																																																																																																																																																																	
214106																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	398	411590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411988	0	398	411590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
214414																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	119701	296735	1455	0	0	0	0	0	1719	0	0	1719	0	0	0	0	0	0	0	0	0	0	419610	0	119701	298454	1455	0	0	0	0	0	0	0	0	0	1568	0	0	1568	0																			
214722																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	545967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545967	0	0	545967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
214807																																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34000	13000	0	47000	0	404000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438000	13000	404000	47000	0	0	0	0	0	0	0	0	0	0	2000	13000	0	15000	0	0	0	0	0	0	28000	13000	0	41000	0	0	0	0	0	0	0	0	0	
215345																																																																																																																																																																																																																																																	
215653																																																																																																																																																																																																																																																	
215662																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		172	0	0	172	0	15778	490160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	506110	0	15778	490332	0	0	0	0	0	0	0	0	0	0	1026	0	0	1026	0											172			172					
215710																																																																																																																																																																																																																																																	
216164																																																																																																																																																																																																																																																	
216922																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		3425	0	0	3425	0	0	2046889	1667	7790	0	0	7790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2059771	0	0	2058104	1667	0	0	0	0	0	0	0	0	0	3453	0	0	3453	0						3425			3425										
217059																																																																																																																																																																																																																																																	
218131																																																																																																																																																																																																																																																	
218261																																																																																																																																																																																																																																																	
218878																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	76700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76700	0	0	76700	0	0	0	0	0	0	0	0	0	0	86	0	0	86	0																			
219044																																																																																																																																																																																																																																																	
219651																																																																																																																																																																																																																																																	
219679																																																																																																																																																																																																																																																	
220059																																																																																																																																																																																																																																																	
220527																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	377363	0	1136	0	0	1136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378499	0	0	378499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
220844																																																																																																																																																																																																																																																	
220974																																																																																																																																																																																																																																																	
221775																																																																																																																																																																																																																																																	
222156																																																																																																																																																																																																																																																	
222558																																																																																																																																																																																																																																																	
222754																																																																																																																																																																																																																																																	
223322																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		6874	0	0	0	0	0	62802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69676	0	0	62802	6874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6874				6874														
223452																																																																																																																																																																																																																																																	
223751																																																																																																																																																																																																																																																	
223845																																																																																																																																																																																																																																																	
224954																																																																																																																																																																																																																																																	
225054																																																																																																																																																																																																																																																	
225157																																																																																																																																																																																																																																																	
225559																																																																																																																																																																																																																																																	
225942																																																																																																																																																																																																																																																	
226949																																																																																																																																																																																																																																																	
227151																																																																																																																																																																																																																																																	
227357																																																																																																																																																																																																																																																	
227656																																																																																																																																																																																																																																																	
227777																																																																																																																																																																																																																																																	
228000																																																																																																																																																																																																																																																	
228158																																																																																																																																																																																																																																																	
228279																																																																																																																																																																																																																																																	
228345																																																																																																																																																																																																																																																	
229070																																																																																																																																																																																																																																																	
229173																																																																																																																																																																																																																																																	
229342																																																																																																																																																																																																																																																	
229454																																																																																																																																																																																																																																																	
229801	19140	18031	0	0	0	0	0	0				0	0	0	0	0	0		0	0		167621	0	0	167621	-10011	251879	3973731	0	0	0	0	0	0	8212	0	0	8212	0	0	0	0	0	0	0	0	19140	0	0	0	0	0	0	4430594	-10011	251879	4168704	0	0	0	0	0	0	0	0	18031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184162	0	0	184162	0						167621			167621																						166131			166131																						0	166131	0	0	166131	0	8212	0	0	8102	0	0	4235621																																																																																						
229913									0	0	0							0			0																																																																			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																																			
230423																																																																																																																																																																																																																																																	
230610																																																																																																																																																																																																																																																	
230759																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	199846	1781848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1981694	0	199846	1781848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
231279																																																																																																																																																																																																																																																	
232847																																																																																																																																																																																																																																																	
232856																																																																																																																																																																																																																																																	
233031	0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		1278000	292000	0	500000	0	3004000	25281000	3000	0	0	0	0	0	266000	0	0	266000	0	0	0	0	0	0	0	0	0	0	25000	0	0	25000	0	29857000	292000	3004000	26072000	1073000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	480000	283000	0	763000	0	1063000				1063000																										480000	283000		763000																						1070000	480000	283000	0	763000	0	266000	0	0	259000	0	0	28288000																																																																																						
233246																																																																																																																																																																																																																																																	
233358																																																																																																																																																																																																																																																	
233442																																																																																																																																																																																																																																																	
233527																																																																																																																																																																																																																																																	
233554																																																																																																																																																																																																																																																	
234355																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		9277	0	0	35	0	368693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377970	0	368693	35	9242	0	0	0	0	0	0	0	0	0	95	0	95	0	0	9242				9242														
234506																																																																																																																																																																																																																																																	
234739																																																																																																																																																																																																																																																	
234841																																																																																																																																																																																																																																																	
235174																																																																																																																																																																																																																																																	
