"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDHT50	RCFDHT51	RCFDHT52	RCFDHT53	RCFDHT58	RCFDHT59	RCFDHT60	RCFDHT61	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCFDMG95	RCFDPU98	RCFDPU99	RCFDPV00	RCFDPV01	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	RCONG314	RCONG315	RCONG316	RCONG317	RCONG318	RCONG319	RCONG320	RCONG321	RCONG322	RCONG323	RCONG348	
184656																																																																																																																																																					0	0	63207	37280	36210	0	0	0	0	0	0	0	0	0	0	144314	131893	0	0	0	0	0	0	0	11037	2002	9035	20332	4841	9923	0	0	0	453	0	49815	35492	0	0																									0	0	0	0	0	0	2491	2395	0	0	94598	83365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
184759																																																																																																																																																					6643	6732	15425	0	0	4253	4135	0	0	0	0	0	0	18780	18658	0	0	0	7380	7286	0	0	0	0	4791	1151	4139	8042	3639	1809	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
185251																																																																																																																																																					0	0	5699	500	503	0	0	649	636	0	0	0	0	0	0	12357	12163	0	0	0	8016	7858	0	0	2223	350	1628	3862	1825	2805	197	0	0	0	0	1496	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
185448																																																																																																																																																					0	0	0	0	0	0	0	7054	6870	0	0	0	0	0	0	35924	34545	0	0	0	28870	27675	0	0	5839	1994	3845	3359	9040	16307	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
185859																																																																																																																																																					0	0	241162	0	0	0	0	0	0	0	0	0	0	284988	238657	24602	21291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	37	10803	295432	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
186717																																																																																																																																																					0	0	173182	0	0	0	0	12730	12645	0	0	0	0	0	0	237476	230612	0	0	0	89978	86102	0	0	4886	2612	312	6646	12424	57965	18787	1908	53	686	23	572	125673	0	2950																									0	0	0	0									0	0	0	0	0	0	2996	2950	0	0	0	0	0	0	0	0		
186744																																																																																																																																																					0	0	169580	13415	13542	0	0	24163	24091	0	0	0	0	0	0	358126	345186	0	0	0	44246	41491	0	0	5762	5526	4914	23564	11019	43597	31249	146	1256	7644	14366	13208	83256	48436	57005																									0	0	0	0									0	0	0	0	0	0	104455	102446	0	0	0	0	0	0	0	0		
187648																																																																																																																																																					0	0	1175	3983	3980	0	0	0	0	0	0	0	0	0	0	5828	5582	0	0	0	0	0	500	449	3980	3980	0	0	658	449	0	0	0	0	0	211	284	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
187947																																																																																																																																																					0	0	274615	0	0	5500	5101	0	0	0	0	0	0	5500	5101	461690	433443	0	0	0	249083	226752	0	0	4217	39017	3633	30924	64760	123182	59019	393	32	433	1009	2659	31595	1838	80450																									0	32164	0	31996	0	0	15170	15048	0	0	21361	21071	0	0	0	0	0	0	76581	76406	0	0	0	0	0	0	4618	4688		
188056																																																																																																																																																					0	0	34490	150228	151512	0	0	0	0	0	0	0	0	0	0	152076	153349	0	0	0	667	667	0	0	40049	20043	20006	50417	61045	667	0	0	0	0	0	0	0	0	1170																									0	0	0	0									0	0	0	0	0	0	1181	1170	0	0	0	0	0	0	0	0		
188177																																																																																																																																																					0	0	2000	0	0	5998	6027	0	0	0	0	0	0	68942	67744	1523	1494	0	0	0	0	0	7999	7618	6012	5950	4000	18998	2000	2998	0	16	96	746	329	11154	24149	0	0																									0	0	0	0	7706	7811	0	0	27290	26775	1523	1494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
188430																																																																																																																																																					0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	23624	22445	0	0	0	0	0	0	0	0	5773	0	0	2200	787	0	151	900	0	0	515	3785	3012	5322																									0	0	0	0	0	0	152	152	0	0	5669	5199	0	0	0	0	0	0	2179	1919	0	0	0	0	0	0	0	0		
188449																																																																																																																																																					0	0	20960	9155	8995	0	0	0	0	0	0	0	0	0	0	111908	104612	0	0	0	92761	85778	0	0	10547	2438	9562	22712	31770	38130	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
188720																																																																																																																																																					0	0	35814	0	0	0	0	7975	7931	0	0	0	0	0	0	94571	86726	0	0	0	58420	50961	0	0	1977	5922	975	7831	4561	41139	10988	0	0	0	5129	4520	3697	567	1397																									0	0	0	0									0	0	0	0	0	0	1940	1963	0	0	0	0	0	0	0	0		
188739																																																																																																																																																					0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	167	165	0	0	0	167	165	0	0	0	0	0	81	84	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
188917																																																																																																																																																					0	0	329	0	0	0	0	3001	2914	0	0	0	0	0	0	43195	40361	0	0	0	14867	13545	0	0	1002	9292	1414	1961	702	12698	0	2896	0	0	36	4123	6421	137	681																									0	5236	0	5266									0	0	0	0	0	0	950	818	0	0	0	0	0	0	0	0		
189129																																																																																																																																																					5397	5076	134207	5010	5020	0	0	14154	13806	0	0	0	0	183145	161052	137377	132217	0	2487	2400	11660	11227	8658	8350	10259	3312	7508	15623	9436	5313	0	0	220	0	1454	26309	62056	37188	146943																									0	347	0	355									0	0	0	0	114418	101346	68716	67975	0	0	0	0	0	0	0	0		
189950																																																																																																																																																					0	0	9750	19369	19477	0	0	0	0	0	0	0	0	0	0	29425	29120	0	0	0	570	523	0	0	2968	1299	3127	18702	2713	161	0	0	0	43	108	2121	846	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
190563																																																																																																																																																					0	0	9064	6989	7076	2000	1945	0	0	0	0	0	0	17843	17509	48084	48132	0	15843	15564	0	0	0	0	7956	8891	5477	8903	3750	5397	2951	1	0	0	0	8908	10365	8942	2390																									0	0	0	0									0	0	0	0	0	0	10683	10678	0	0	0	0	0	0	0	0		
190648																																																																																																																																																					0	0	31331	54296	54494	0	0	0	0	0	0	0	0	0	0	96834	95164	0	0	0	3276	3199	0	0	12775	2493	10273	27266	29474	13811	0	674	4	306	69	6565	2979	546	704																									0	0	0	0									0	0	0	0	0	0	1343	1250	0	0	0	0	0	0	0	0		
190947																																																																																																																																																					0	0	10015	11971	11983	0	0	0	0	0	0	0	0	0	0	25135	25148	0	0	0	2915	2916	0	0	23535	4994	8291	990	254	368	0	10249	0	0	0	0	0	0	0																									0	0	0	0									0	0	2592	2592	0	0	0	0	0	0	0	0	0	0	0	0		
190956																																																																																																																																																					0	0	1479	11320	11331	0	0	0	0	0	0	0	0	0	0	55973	51282	0	0	0	3930	3902	0	0	3516	1619	1869	4110	6896	739	0	0	29	392	671	16433	17415	0	1109																									0	0	0	0									0	0	0	0	0	0	1227	1109	0	0	0	0	0	0	0	0		
191355																																																																																																																																																					0	0	113274	0	0	0	0	0	0	0	0	0	0	0	0	209673	206442	0	0	0	108716	106962	0	0	4485	0	4485	19287	21613	41575	26743	7563	1220	14407	17135	35312	11870	5231	0																									0	0	0	0	0	0	23313	23217	0	0	65619	64290	0	0	0	0	0	0	5217	5231	0	0	0	0	0	0	0	0		
191935																																																																																																																																																					0	0	79370	22983	22015	25625	21637	42435	38501	0	0	0	0	81749	77249	191196	177291	0	0	0	21383	19586	0	0	39759	36262	48639	51344	16810	42595	3076	0	0	0	0	20570	24748	14997	0																									0	200	0	200									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
192147																																																																																																																																																					0	0	140826	10030	9862	0	0	0	0	0	0	0	0	22962	21839	121961	115472	0	22620	21581	46376	43867	0	0	9082	2607	6384	26827	23949	42425	2646	266	71	131	7	4812	5967	9670	12662																									0	0	0	0	0	0	1293	1301	266	258	10123	9688	0	0	0	0	0	0	21329	20199	0	0	0	0	76	0	135	32		
192558																																																																																																																																																					0	0	65067	27230	26144	0	0	0	0	0	0	0	0	0	0	158803	153784	0	0	0	58000	56309	0	0	16591	5843	14337	28991	15989	23038	6637	0	720	94	225	9341	24671	1889	22010																									0	1328	0	1333	0	0	474	436	0	0	35082	34615	0	0	0	0	0	0	23782	22705	0	0	0	0	0	0	0	0		
192651																																																																																																																																																					0	0	7236	1245	1207	0	0	899	896	0	0	0	0	0	0	8336	7665	0	0	0	6023	5398	0	0	1640	549	1092	1791	1612	2458	0	0	0	46	0	118	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
192857																																																																																																																																																					0	0	71024	0	0	0	0	0	0	0	0	0	0	1065	1060	124318	120648	0	1065	1060	70291	64762	0	0	1157	4918	797	3189	5477	51377	8997	0	26	116	418	15980	5390	5979	19048																									0	2037	0	2022									0	0	0	0	0	0	22458	23211	0	0	0	0	0	0	0	0		
193162																																																																																																																																																					2514	2516	0	0	0	0	0	0	0	0	0	0	0	5226	5229	0	0	0	0	0	0	0	0	0	1509	500	1009	1005	0	210	0	0	0	0	0	2502	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
193537																																																																																																																																																					0	0	25470	0	0	0	0	0	0	0	0	0	0	0	0	35018	31896	0	0	0	15421	13972	0	0	756	19	736	3624	2833	11092	0	11	3	0	64	8602	4911	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
193649																																																																																																																																																					0	0	87424	32938	33044	0	0	0	0	0	0	0	0	0	0	148564	143644	0	0	0	27130	22343	0	0	36502	4983	31519	15700	40320	44340	6782	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
193809																																																																																																																																																					0	0	28912	34812	33268	0	0	89244	89398	0	0	17034	17281	0	0	388409	384544	0	0	0	50884	50963	0	0	57490	11568	22679	78168	89070	55277	31530	4967	0	23	0	8849	29432	30904	22075																									0	59075	0	59131	0	0	17667	17945	0	0	27105	25327	0	0	0	0	0	0	3590	3533	0	0	834	741	0	0	9696	9394		
194440																																																																																																																																																					0	0	8937	22280	22246	0	0	0	0	0	0	0	0	0	0	31677	31032	0	0	0	538	530	0	0	13735	4479	9256	5490	6022	0	0	0	0	0	0	2171	3614	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
194570																																																																																																																																																					0	0	497	0	0	0	0	0	0	0	0	0	0	5979	5522	6397	5686	0	0	0	499	383	0	0	0	184	0	0	0	1173	0	65	1209	371	0	3322	5341	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
194936																																																																																																																																																					0	0	11042	18023	18160	0	0	0	0	0	0	0	0	0	0	30283	30172	0	0	0	11260	11014	1000	998	11227	3666	7561	13388	3726	1831	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
195111																																																																																																																																																					0	0	107478	35692	35828	0	0	17308	16589	0	0	0	0	0	0	170121	162203	0	0	0	2205	2082	0	0	24101	0	13850	34992	10367	13643	0	0	10251	784	6465	2671	0	33300	35881																									0	0	0	0									0	0	587	372	0	0	75026	69181	0	0	0	0	0	0	0	0		
195157																																																																																																																																																					0	0	7836	0	0	0	0	1091	1090	0	0	0	0	0	0	8824	8926	0	0	0	1104	1158	0	0	11	0	240	3645	299	1509	0	0	0	69	34	1165	645	245	1075																									0	0	0	0									0	0	0	0	0	0	337	341	0	0	0	0	0	0	0	0		
195456																																																																																																																																																					0	0	0	5994	6002	0	0	0	0	0	0	0	0	0	0	13755	13734	0	0	0	7252	7282	0	0	7489	1500	5989	5795	0	0	0	0	0	0	0	450	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
196752																																																																																																																																																					0	0	942	0	0	0	0	0	0	0	0	0	0	1393	1424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1393	0	0																									0	0	0	0	1393	1424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
196800																																																																																																																																																					0	0	0	0	0	0	0	2500	2500	0	0	0	0	0	0	102145	91383	0	0	0	11386	10917	0	0	0	0	0	2058	761	23959	1053	0	0	239	513	1997	60803	0	0																									0	5481	0	5710	0	0	1668	1260	0	0	70982	62292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
197142																																																																																																																																																					0	0	78761	0	0	0	0	0	0	0	0	0	0	3828	3771	127360	112898	0	3828	3771	28951	25840	0	0	4855	1987	2868	9167	39039	61623	1782	0	0	0	0	0	261	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
197254																																																																																																																																																					5918	5918	5772	0	0	0	0	0	0	0	0	0	0	8714	8676	0	0	0	1896	1869	0	0	0	0	2604	1149	1832	1826	3636	271	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
197302																																																																																																																																																					0	0	46740	0	0	0	0	11150	10321	0	0	0	0	0	0	60193	54308	0	0	0	0	0	0	0	2016	1383	1979	2704	0	8938	0	0	37	1094	182	22778	11209	220	3784																									0	0	0	0									0	0	0	0	0	0	4487	4004	0	0	0	0	0	0	0	0		
197478	540666	524887	4571068	1010053	993913	0	0	404158	354746	0	0	397249	348690	2870058	2479746	13619781	13212220	0	0	0	259178	228852	525000	429803	568308	184090	609057	808052	480843	1935446	235145	407706	9798	434	1350	8330	3986289	1497582	5910227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31886	31389	0	0	0	0	0	0	0	0	0	31389	0	31886	0	0	3431286	3430478	435934	348282	668348	547495	0	0	0	0	226193	189669	6152080	6154680	0	0	0	0	0	0	452208	393787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45634	42853	1007055	860134	287687	257654	0	0	45634	42853	161664	137648	91698	85438	185463	151498	18097	14250	313083	267628	155232	137047	0	0	214987	190948		0	0	0	0	540666				835607									2870058			12399107		0			228852																																																																							
197759																																																																																																																																																					0	0	54288	29056	28581	0	0	1000	910	0	0	0	0	0	0	80299	76647	0	0	0	17528	17170	0	0	8618	2465	6153	21148	9775	8179	154	23	0	101	271	11070	11764	2119	3425																									0	0	0	0									0	0	0	0	0	0	6354	5544	0	0	0	0	0	0	0	0		
198073																																																																																																																																																					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
198149																																																																																																																																																					0	0	42496	4730	4605	0	0	507	507	0	0	0	0	0	0	158587	143180	0	0	0	31549	29806	1000	906	6696	3029	7517	8855	9501	39736	21334	0	2	1060	899	23076	21276	1806	5089																									0	0	0	0									0	0	0	0	0	0	3332	3037	0	0	0	0	0	0	0	0		
198251																																																																																																																																																					0	0	17980	7984	7944	0	0	0	0	0	0	0	0	500	478	38457	35237	0	500	478	653	631	2000	1989	1969	0	1965	4496	2979	1624	0	0	4	86	202	8285	14918	1178	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	1189	1178	0	0	0	0		
198961																																																																																																																																																					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21581	21502	0	0	0	6208	6052	0	0	6366	114	6252	3535	0	0	783	0	2	0	101	2728	4421	2848	718																									0	0	0	0									0	0	0	0	0	0	3531	3566	0	0	0	0	0	0	0	0		
199137																																																																																																																																																					105169	103845	15437	0	0	0	0	0	0	0	0	0	0	105169	103845	0	0	0	0	0	0	0	0	0	20502	7998	12505	64917	19750	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
199351																																																																																																																																																					0	0	16285	6955	6541	0	0	0	0	0	0	0	0	687	688	20847	18922	0	687	688	13892	12381	0	0	3074	0	3074	3731	1711	10289	804	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
199436																																																																																																																																																					0	0	27994	0	0	0	0	0	0	0	0	0	0	17595	15708	46629	43391	0	14338	12673	23802	22004	0	0	132	33	100	2198	1586	24833	11620	0	0	55	0	9672	6718	1394	2777																									0	0	0	0									0	0	0	0	948	790	3379	3223	0	0	0	0	0	0	0	0		
199463																																																																																																																																																					0	0	4139	0	0	0	0	1000	1000	0	0	0	0	0	0	33572	30661	0	0	0	1930	1850	0	0	2754	346	2496	2967	888	447	0	0	16	175	912	9806	11285	1157	166																									0	0	0	0									0	0	0	0	0	0	1371	1322	0	0	0	0	0	0	0	0		
200435																																																																																																																																																					9276	8295	111122	0	0	2146	2397	0	0	0	0	0	0	461936	439868	192096	193123	0	182752	177175	1829	1832	0	0	6466	45667	5731	37830	59573	169374	62426	32	67	1210	249	38902	60420	138980	34598																									0	0	0	0	4537	4524	86	88	96154	92507	100	102	0	0	0	0	32619	29810	139573	140959	0	0	0	0	0	0	0	0		
201254																																																																																																																																																					0	0	7242	0	0	0	0	1000	902	0	0	0	0	0	0	31068	29336	0	0	0	11609	11219	0	0	389	1686	389	953	6769	4009	0	40	0	26	0	8362	4947	1672	482																									0	1686	0	1705									0	0	0	0	0	0	2292	2154	0	0	0	0	0	0	0	0		
201834																																																																																																																																																					0	0	6869	64480	61467	0	0	9940	9857	0	0	0	0	0	0	196589	185573	0	0	0	62926	58481	0	0	18208	8111	17233	59943	21193	36396	4855	0	2	0	0	915	2120	3282	31523																									0	6985	0	7115	0	0	0	0	0	0	3444	3038	0	0	0	0	0	0	37364	34438	0	0	0	0	0	0	0	0		
202514																																																																																																																																																					0	0	6961	17845	17717	0	0	0	0	0	0	0	0	0	0	34679	34661	0	0	0	11838	11893	0	0	9105	85	9020	19714	5842	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
202541																																																																																																																																																					0	0	47321	32512	32520	0	0	988	993	0	0	0	0	0	0	80090	73632	0	0	0	27163	23307	0	0	15971	8517	7454	18379	1545	18685	2239	0	0	0	0	6758	2763	0	7290																									0	0	0	0									0	0	0	0	0	0	3722	3029	0	0	0	0	0	0	0	0		
202907																																																																																																																																																					1168487	1081484	2056280	2330320	2133932	0	0	0	0	0	0	0	0	1454166	1370464	3143728	2870429	0	0	0	417414	391917	0	0	310146	9318	304371	1185710	430022	1784941	41544	187	490	2699	1186	20160	539566	3233	1168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179860	181563	142322	126659	105819	107417	179653	151950	0	0	0	0	0	0	4582	4401	0	0	0	0	0	0	0	0	0	
203043																																																																																																																																																					0	0	321	9382	9302	0	0	0	0	0	0	0	0	0	0	55761	53436	0	0	0	5479	5282	0	0	21471	588	5634	7052	3494	1281	428	15249	0	113	0	3974	12212	807	2604																									0	0	0	0	0	0	15249	15249	0	0	17847	16299	0	0	0	0	0	0	3804	3411	0	0	0	0	0	0	0	0		
203052																																																																																																																																																					0	0	12678	8987	9042	0	0	0	0	0	0	0	0	135	135	16215	16292	0	135	135	0	0	0	0	6229	993	5236	10198	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
203575																																																																																																																																																					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17659	15786	0	0	0	1380	1316	0	0	1493	2097	0	944	2339	916	0	11	0	0	22	1449	8007	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
204004																																																																																																																																																					0	0	3033315	274500	266744	2142	2129	93497	97366	0	0	0	0	282142	275218	3266827	3164756	25	276600	269711	119174	113000	8176	8078	159205	87700	141265	254614	88209	233811	51897	68277	3656	13083	9414	194207	1278082	112240	910443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32965	32846	0	32846	0	32965	0	0	280641	279422	0	0	1328249	1265404	0	0	21864	21893	0	0	845481	822397	0	0	0	0	0	0	53612	54136	0	
204237																																																																																																																																																					0	0	10776	3002	3006	0	0	0	0	0	0	0	0	0	0	51422	51372	0	0	0	0	0	0	0	3031	2001	1005	5410	8514	25034	0	3223	25	461	86	2666	2947	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
204826																																																																																																																																																					0	0	51794	7004	6983	0	0	0	0	0	0	0	0	0	0	73759	70841	0	0	0	20737	19908	0	0	16589	4499	12089	13729	18902	5737	0	0	0	404	838	8618	0	0	6025																									0	0	0	0									0	0	0	0	0	0	7268	6025	0	0	0	0	0	0	0	0		
205243																																																																																																																																																					0	0	89997	0	0	0	0	0	0	0	0	0	0	0	0	133526	126912	0	0	0	78756	73846	0	0	1166	2514	1166	5921	8387	57041	11822	0	528	0	0	3313	11570	13091	11559																									0	0	0	0									0	0	0	0	0	0	21135	21079	0	0	0	0	0	0	0	0		
205346																																																																																																																																																					0	0	37869	0	0	0	0	29056	29232	0	0	0	0	0	0	150976	149709	0	0	0	94507	93736	0	0	38552	7261	32027	48702	35071	19724	594	3	0	467	0	2420	878	1133	1429																									0	0	0	0									0	0	0	0	0	0	2512	2282	0	0	0	0	0	0	0	0		
205458																																																																																																																																																					0	0	3724	7633	6582	0	0	1199	1136	0	0	0	0	0	0	12550	11046	0	0	0	2565	2257	0	0	297	0	297	1790	3829	4431	699	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
205542																																																																																																																																																					0	0	5650	7918	7671	0	0	0	0	0	0	0	0	0	0	81413	71669	0	0	0	27396	23775	0	0	2193	230	1963	8797	7561	47669	1001	0	0	0	0	188	578	3683	0																									0	0	0	0									0	0	0	0	0	0	3669	3683	0	0	0	0	0	0	0	0		
206156																																																																																																																																																					0	0	144085	6680	6315	0	0	10750	9813	0	0	0	0	108334	96826	127492	124018	0	108334	96826	0	0	0	0	3020	11097	7748	16662	6597	28873	66161	5107	351	26	1022	1240	20634	17272	49562																									0	7525	0	7434									0	0	0	0	0	0	34940	34916	0	0	0	0	0	0	26642	25927		
206174																																																																																																																																																					0	0	94470	0	0	0	0	3850	3758	0	0	0	0	0	0	111006	96247	0	0	0	36251	30837	0	0	3507	1704	4085	6296	7839	27377	4532	129	528	367	723	8664	34003	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
206473																																																																																																																																																					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9907	9610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	58	4284	5221	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
206772																																																																																																																																																					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10909	9254	0	0	0	3367	2993	0	0	987	428	987	0	943	1557	0	0	0	0	0	1149	3463	0	726																									0	0	0	0									0	0	0	0	0	0	905	727	0	0	0	0	0	0	0	0		
206950																																																																																																																																																					0	0	6008	503	495	0	0	0	0	0	0	0	0	0	0	12594	11764	0	0	0	6523	5699	0	0	993	763	495	977	202	5160	2422	70	101	0	0	805	0	768	0																									0	0	0	0									0	0	0	0	0	0	760	769	0	0	0	0	0	0	0	0		
207041																																																																																																																																																					0	0	4823	251	246	0	0	0	0	0	0	0	0	0	0	28142	27596	0	0	0	12611	12353	0	0	704	531	704	2579	572	10472	1765	0	0	21	58	3499	4468	1005	1921																									0	0	0	0									0	0	0	0	0	0	2931	2926	0	0	0	0	0	0	0	0		
207050																																																																																																																																																					0	0	196379	0	0	0	0	7216	7439	0	0	0	0	0	0	279747	257841	0	0	0	122707	103168	0	0	2366	11704	1433	5598	10511	35575	59568	0	0	0	0	0	5015	16424	112013																									0	10048	0	10048	0	0	0	0	0	0	5963	5015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130268	127845		
207452																																																																																																																																																					0	0	40575	2486	2320	0	0	2000	1791	0	0	0	0	0	0	114275	110653	0	0	0	47024	43666	0	0	5140	20393	1039	9991	13122	23767	969	181	17	9	0	0	9592	21900	9675																									0	11515	0	11547									0	0	0	0	0	0	7021	7006	0	0	0	0	0	0	16592	16620		
207470																																																																																																																																																					0	0	0	0	0	0	0	0	0	0	0	0	0	113012	106978	0	0	0	10528	9953	0	0	0	0	222	1294	222	1257	1427	7938	0	0	0	0	191	27105	39350	5057	29166																									0	0	0	0									0	0	0	0	34223	31889	0	0	0	0	0	0	0	0	0	0		
