"IDRSSD"	RCONH275	RCONH276	RCONH277	RCONH278	RCONH279	RCONH280	RCONH281	RCONH282	RCONH283	RCONH284	RCONH285	RCONH286	RCONH287	RCONH288	RCONH290	RCONH291	RCONH292	RCONH293	RCONH294	RCONH295	RCONH296	RCONH297	RCONH298	RCONH299	RCONH300	RCONH301	RCONH302	RCONH303	RCONH304	RCONH307	RCONH308	RCONH309	RCONH310	RCONHJ74	RCONHJ75	RCONHJ76	RCONHJ77	RCONHJ78	RCONHJ79	RCONHJ80	RCONHJ81	RCONHJ82	RCONHJ83	RCONHJ84	RCONHJ85	RCONHJ86	RCONHJ87	RCONHJ88	RCONHJ89	RCONHJ90	RCONHJ91	RCONHJ92	RCONHJ93	RCONHJ94	RCONHJ95	RCONHJ96	RCONHJ97	RCONHJ98	RCONHJ99	RCONHK00	RCONHK01	RCONJA21	RCONJJ30	RCONJJ31	RCONJJ32	RCONS396	RCONS397	RCONS398	RCONS399	RCONS400	RCONS402	RCONS403	RCONS405	RCONS406	RCONS410	RCONS411	RCONS413	RCONS414	RCONS415	RCONS416	RCONS417	RCONS419	RCONS420	RCONS421	RCONS423	RCONS424	RCONS425	RCONS426	RCONS427	RCONS428	RCONS429	RCONS431	RCONS432	RCONS433	RCONS434	RCONS435	RCONS436	RCONS437	RCONS439	RCONS440	RCONS441	RCONS442	RCONS443	RCONS445	RCONS446	RCONS447	RCONS449	RCONS450	RCONS451	RCONS452	RCONS453	RCONS454	RCONS455	RCONS457	RCONS458	RCONS459	RCONS460	RCONS461	RCONS462	RCONS463	RCONS466	RCONS467	RCONS469	RCONS470	RCONS471	RCONS475	RCONS476	RCONS477	RCONS478	RCONS479	RCONS480	RCONS481	RCONS482	RCONS483	RCONS484	RCONS485	RCONS486	RCONS487	RCONS488	RCONS489	RCONS490	RCONS491	RCONS492	RCONS493	RCONS494	RCONS495	RCONS496	RCONS497	RCONS498	RCONS499	RCONS500	RCONS503	RCONS504	RCONS505	RCONS506	RCONS507	RCONS510	RCONS511	RCONS512	RCONS513	RCONS514	RCONS515	RCONS516	RCONS517	RCONS518	RCONS519	RCONS520	RCONS521	RCONS522	RCONS523	RCONS524	RCONS525	RCONS526	RCONS527	RCONS528	RCONS529	RCONS530	RCONS531	RCONS539	RCONS540	RCONS541	RCONS542	RCONS543	RCONS544	RCONS545	RCONS546	RCONS547	RCONS548	RCONS549	RCONS550	RCONS551	RCONS552	RCONS554	RCONS555	RCONS556	RCONS557	RCONS558	RCONS559	RCONS560	RCONS561	RCONS562	RCONS563	RCONS564	RCONS565	RCONS566	RCONS567	RCONS568	RCONS569	RCONS570	RCONS571	RCONS572	RCONS573	RCONS574	RCONS575	RCONS576	RCONS577	RCONS578	RCONS579	RCONS580	RCONS581	RCONS582	RCONS583	RCONS584	RCONS585	RCONS586	RCONS587	RCONS588	RCONS589	RCONS590	RCONS591	RCONS592	RCONS593	RCONS594	RCONS595	RCONS596	RCONS597	RCONS598	RCONS599	RCONS600	RCONS601	
212018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5524	5524	0	0	5524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154530	0	0	0	0	0	0	0	0	-21252	0	0	0	0	0	1063	0	0	1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209681	0	0	169273	40408	0	0	0	4765	0	0	416	0	2273	2076	213168	0	0	22410	0	190758	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-26666	2076	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128159	0	3192	0	0	0	0	3192	0	0	0	0	0	0	0	0	0	0	0	0	2076	0	0	20	0	0	0	0	0	0	0	3114	0	0	80	0	0	0	0	397990	0	0	24000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
212344																																																																																																																																																																																																																																																	
212522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	623117	0	0	0	0	0	0	0	0	-43133	0	0	0	0	0	14758	0	14758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433866	0	0	332536	101330	2018	0	2018	24174	0	0	0	4092	1301	18781	1153051	0	6863	18845	13115	1111322	2907	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-64387	23715	2151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262190	52438	0	0	0	52438	0	0	55340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23715	2151	0	0	0	0	0	0	0	0	0	35573	5378	0	0	0	0	0	0	1808661	0	1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
212577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3544	0	0	7305	7305	0	0	7305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149728	0	0	0	0	0	0	0	0	-61	0	0	0	0	0	67144	0	0	7584	59560	0	0	0	0	0	0	0	0	0	0	41348	0	0	0	0	41348	0	641910	0	0	638520	3390	42489	0	42489	43538	0	0	0	0	0	43538	2818644	0	55	45839	0	2769952	2798	0	0	37121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3547	88825	3544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88825	3544	0	0	0	0	0	0	0	0	0	133238	8860	0	0	0	0	0	0	3915844	0	14250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
213471																																																																																																																																																																																																																																																	
213538																																																																																																																																																																																																																																																	
213912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17631	0	0	0	0	0	0	0	0	-986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77087	0	0	66612	10475	0	0	0	0	0	0	0	0	0	0	149613	0	38	248	0	149327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2970	0	492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26915	5383	0	0	302	5081	0	0	13199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0	0	0	0	0	0	1230	0	0	0	0	0	0	220212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
214106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370556	0	0	0	0	0	0	-550	0	-15279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	529290	0	0	483752	45538	7766	0	7766	378	0	0	0	0	0	378	1210731	0	2	1136	0	1209593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-37607	8144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240161	0	26042	0	0	2710	0	23332	0	0	0	0	0	0	0	0	0	0	0	0	8144	0	0	0	0	0	0	0	0	0	0	12216	0	0	0	0	0	0	0	1922546	0	0	40921	297699	0	0	0	0	0	0	8014	85196	82279	0	0	0	0	0	0	0	0	
214414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4972	0	0	5851	3511	0	0	5851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	427222	0	0	0	0	0	0	0	0	-17084	0	0	0	0	0	722	0	0	722	0	0	0	0	0	0	0	0	0	0	0	4857	0	0	0	4857	0	0	557917	0	0	542629	15288	26224	0	26224	7534	0	0	0	0	7534	0	2090290	0	507	0	0	2089783	0	0	0	90043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45129	26224	4972	0	0	0	0	0	0	0	0	14762	14762	0	0	0	0	0	14762	0	0	0	0	0	0	0	0	0	0	267103	0	250	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26224	4972	0	0	0	0	0	0	0	0	0	39336	12430	0	0	0	0	0	0	2711288	0	50000	50000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
214722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19764	19764	0	0	19764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262577	0	0	0	0	0	0	0	0	-20619	0	0	0	0	0	147	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270460	0	0	247810	22650	0	0	0	2554	0	0	0	0	2554	0	801373	0	14244	15000	0	772129	0	0	0	6850	0	0	0	0	0	0	0	271937	271937	0	0	226186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139341	27868	0	27868	0	0	0	0	97431	0	1485	1485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1367192	0	0	110000	62332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
214807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2362000	0	0	2263000	97000	0	0	0	115000	0	0	0	0	0	115000	13231000	0	222000	652000	200000	11275000	882000	0	0	281000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7166000	1025000	448000	0	0	0	0	0	0	0	0	61000	61000	0	0	0	0	0	61000	0	0	10000	2000	0	0	0	2000	0	2000	0	0	137000	0	0	137000	0	0	0	390000	0	390000	0	0	0	0	0	390000	0	0	1027000	448000	0	0	0	0	0	0	8000	0	0	1541000	1120000	0	0	0	0	0	0	17404000	0	4025000	205000	10151000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
215345																																																															0	0	0																																																																																																																																																										585472	0																					
215653																																																																																																																																																																																																																																																	
215662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	423337	0	0	0	0	0	0	0	0	-47355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22903	0	22903	244	0	0	0	0	0	244	1192524	0	12444	16633	88681	1074767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-61858	23753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75115	15023	0	0	0	15023	0	0	0	0	967	650	0	0	317	0	0	0	0	0	0	0	0	0	0	0	0	0	23753	0	0	0	0	0	0	0	0	0	0	35630	0	0	0	0	0	0	0	1473218	0	0	130000	13000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
215710																																																															0	0	0																																																																																																																																																										649195	0																					
216164																																																															0	0	0																																																																																																																																																										173444	0																					
216922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1816	0	0	43354	43354	0	0	43354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1979606	0	0	0	0	0	0	0	0	-197710	0	0	0	0	0	11191	0	0	11191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2108464	0	0	1893866	214598	59646	0	59646	28663	0	0	0	0	0	28663	6597041	0	45000	125257	168717	6258067	0	0	0	497042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174598	88309	1816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234762	46952	0	0	13	46668	271	30935	1217421	0	6391	0	0	2049	0	4342	0	0	0	0	0	0	0	0	0	0	0	0	119515	1816	0	0	0	0	0	0	0	0	0	179273	4540	0	0	0	0	0	0	9579531	0	11191	228448	196129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
217059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138647	0	0	0	0	0	0	0	0	-2184	0	0	0	0	0	767	0	0	767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38032	0	0	38008	24	0	0	0	0	0	0	0	0	0	0	258356	0	816	2911	0	254629	0	0	0	2593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	274	2	0	0	-2601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30162	6032	0	0	0	6032	0	0	1315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	25	333415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
218131																																																															0	0	0																																																																																																																																																										390302	0																					
218261																																																																																																																																																																																																																																																	
218878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75508	0	0	0	0	0	0	0	0	-4807	0	0	0	0	0	160	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42170	0	0	42170	0	0	0	0	222	0	0	0	0	222	0	87464	0	0	653	0	86811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5928	0	324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	626	125	0	0	0	125	0	0	4694	0	200	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	810	0	0	0	0	0	0	129416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
219044																																																															0	0	0																																																																																																																																																										228449	0																					
219651																																																																																																																																																																																																																																																	
219679																																																																																																																																																																																																																																																	
220059																																																																																																																																																																																																																																																	
220527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330115	0	0	0	0	0	0	0	0	-77008	0	0	0	0	0	1662	0	0	1662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461730	0	0	382228	79502	76	0	76	1294	0	0	0	0	0	1294	780150	0	0	0	0	780150	0	0	0	0	102	0	0	0	0	0	0	40024	40024	0	8177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-47442	1370	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83656	16731	0	0	0	16731	0	0	30427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1370	0	0	102	0	0	0	0	0	0	0	2055	0	0	408	0	0	0	0	1367514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
220844																																																																																																																																																																																																																																																	
220974																																																																																																																																																																																																																																																	
221775																																																															0	0	0																																																																																																																																																										208807	0																					
222156																																																																																																																																																																																																																																																	
222558																																																																																																																																																																																																																																																	
222754																																																																																																																																																																																																																																																	
223322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6292	0	0	23141	23141	0	0	23141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62822	0	0	0	0	0	0	0	0	-3055	0	0	0	0	0	12945	0	0	12945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679171	0	0	678420	751	4502	0	4502	11529	0	0	0	0	0	11529	2852734	0	25782	157207	0	2669745	0	0	0	1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-44638	16031	6292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2668	534	0	0	0	534	0	0	899514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16031	6292	0	0	0	0	0	0	0	0	0	24047	15730	0	0	0	0	0	0	3300317	0	16578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
223452																																																																																																																																																																																																																																																	
223751																																																																																																																																																																																																																																																	
223845																																																																																																																																																																																																																																																	
224954																																																																																																																																																																																																																																																	
225054																																																															0	0	0																																																																																																																																																										189321	0																					
225157																																																																																																																																																																																																																																																	
225559																																																															0	0	0																																																																																																																																																										353467	0																					
225942																																																															0	0	0																																																																																																																																																										20746	0																					
226949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1132	0	0	0	0	0	0	0	0	-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	823	0	0	727	96	0	0	0	2113	0	0	0	0	0	2113	8218	0	1184	0	0	7034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-553	2113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2113	0	0	0	0	0	0	0	0	0	0	3170	0	0	0	0	0	0	0	12679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
227151																																																															0	0	0																																																																																																																																																										475258	0																					
227357																																																															0	0	0																																																																																																																																																										347071	0																					
227656																																																																																																																																																																																																																																																	
227777																																																																																																																																																																																																																																																	
228000																																																															0	0	0																																																																																																																																																										637632	0																					
228158																																																																																																																																																																																																																																																	
228279																																																															0	0	0																																																																																																																																																										447699	0																					
228345																																																																																																																																																																																																																																																	
229070																																																															0	0	0																																																																																																																																																										171346	0																					
229173																																																															0	0	0																																																																																																																																																										67729	0																					
229342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64510	0	0	0	0	0	0	0	0	-3361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23324	0	0	23324	0	819	0	819	1335	0	0	0	0	0	1335	81859	0	210	0	0	81650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4845	2154	0	0	0	0	0	0	0	0	0	4045	4045	4045	0	0	0	0	0	0	0	10127	2025	0	0	0	2025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2154	0	0	0	0	0	0	0	0	0	0	3231	0	0	0	0	0	0	0	129679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
229454																																																																																																																																																																																																																																																	
229801																																																																											0	0																																																																																																																																																																					
229913																																																																											0	0																																																																																																																																																																					
230423																																																																																																																																																																																																																																																	
230610																																																																																																																																																																																																																																																	
230759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15537	16406	0	0	15537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2046364	0	0	0	0	0	0	0	0	-115217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115176	0	0	93769	21407	1984	0	1984	95075	0	0	0	0	95075	0	1347554	0	75733	10	0	1271811	0	0	0	1962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-143790	1995	0	0	0	0	0	0	0	0	0	29123	29123	0	0	0	29123	0	0	0	0	281993	56399	0	0	1012	55331	56	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2263	0	0	0	0	0	0	0	0	0	0	3395	0	0	0	0	0	0	0	2282980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
231279																																																															0	0	0																																																																																																																																																										41787	0																					
232847																																																															0	0	0																																																																																																																																																										144719	0																					
232856																																																															0	0	0																																																																																																																																																										1744888	0																					
233031																																																																											0	0																																																																																																																																																																					
233246																																																															0	0	0																																																																																																																																																										85191	0																					
233358																																																																																																																																																																																																																																																	
233442																																																																																																																																																																																																																																																	
233527																																																															167	0	0																																																																																																																																																										1739598	0																					
233554																																																															0	0	0																																																																																																																																																										2269048	0																					
234355																																																																																																																																																																																																																																																	
234506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96179	0	0	0	0	0	0	0	0	-4437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228076	0	0	218665	9411	1946	0	1946	368	0	0	0	0	0	368	129681	0	0	0	0	129681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-7986	2314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3131	626	0	0	0	626	0	0	6316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2314	0	0	0	0	0	0	0	0	0	0	3471	0	0	0	0	0	0	0	275798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
234739																																																															0	0	0																																																																																																																																																										1617019	0																					
234841																																																															0	0	0																																																																																																																																																										137058	0																					
235174																																																															0	0	0																																																																																																																																																										66570	0																					
235231																																																															0	0	0																																																																																																																																																										122381	0																					
235446																																																																																																																																																																																																																																																	
235530																																																															0	0	0																																																																																																																																																										567981	0																					
235558																																																																																																																																																																																																																																																	
235950																																																																																																																																																																																																																																																	
236153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7686	0	0	9907	9907	0	0	9907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	602352	0	0	0	0	0	0	0	0	-43480	0	0	0	0	0	20756	0	5300	15456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	890488	0	0	749011	141048	4367	0	4367	71947	0	0	0	0	0	71947	3801062	0	9844	21781	55930	3713507	0	1318	0	14290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6217	0	6217	0	0	-77914	76335	7686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1301131	0	1861	0	0	1402	0	459	0	0	0	0	0	0	0	0	0	0	0	0	76335	7686	0	0	0	0	0	6217	0	0	0	114503	19215	0	0	0	0	0	77713	4998208	0	135656	15032	21317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
236256																																																															0	0	0																																																																																																																																																										36783	0																					
236603																																																																																																																																																																																																																																																	
236706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14212	4093	0	0	14212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	723421	0	0	0	0	0	0	0	0	-70716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8311	0	8311	0	0	0	0	1855459	0	0	1696975	158484	0	0	0	24926	0	0	0	0	0	24926	4553984	0	2742	62686	0	4488556	0	0	0	57086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-80656	24926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	522777	104555	0	0	0	104555	0	0	229965	0	20186	0	0	15397	0	4789	0	0	0	0	0	0	0	0	0	0	0	0	24926	0	0	0	0	0	0	0	0	0	0	37389	0	0	0	0	0	0	0	6377924	0	181178	830210	69589	0	0	0	0	0	0	0	18971	0	0	0	0	0	0	0	0	0	
236957																																																																																																																																																																																																																																																	
237066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	672458	0	0	0	0	0	0	0	0	-4808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363141	0	0	310779	52362	0	0	0	17837	0	0	0	0	17612	225	1162486	0	8767	1902	0	1151817	0	0	0	8842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-29731	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205315	41063	0	0	0	41063	0	0	7917	0	2398	0	0	1800	0	599	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	1802716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11987	0	
