"IDRSSD"	RCFDS483	RCFDS484	RCFDS485	RCFDS486	RCFDS487	RCFDS488	RCFDS489	RCFDS490	RCFDS491	RCFDS492	RCFDS493	RCFDS494	RCFDS495	RCFDS496	RCFDS497	RCFDS498	RCFDS499	RCFDS500	RCFDS503	RCFDS504	RCFDS505	RCFDS506	RCFDS507	RCFDS510	RCFDS511	RCFDS512	RCFDS513	RCFDS514	RCFDS515	RCFDS516	RCFDS517	RCFDS518	RCFDS519	RCFDS520	RCFDS521	RCFDS522	RCFDS523	RCFDS524	RCFDS525	RCFDS526	RCFDS527	RCFDS528	RCFDS529	RCFDS530	RCFDS531	RCFDS539	RCFDS540	RCFDS541	RCFDS542	RCFDS543	RCFDS544	RCFDS545	RCFDS546	RCFDS547	RCFDS548	RCFDS549	RCFDS550	RCFDS551	RCFDS552	RCFDS554	RCFDS555	RCFDS556	RCFDS557	RCFDS558	RCFDS559	RCFDS560	RCFDS561	RCFDS562	RCFDS563	RCFDS564	RCFDS565	RCFDS566	RCFDS567	RCFDS568	RCFDS569	RCFDS570	RCFDS571	RCFDS572	RCFDS573	RCFDS574	RCFDS575	RCFDS576	RCFDS577	RCFDS578	RCFDS579	RCFDS580	RCFDS581	RCFDS582	RCFDS583	RCFDS584	RCFDS585	RCFDS586	RCFDS587	RCFDS588	RCFDS589	RCFDS590	RCFDS591	RCFDS592	RCFDS593	RCFDS594	RCFDS595	RCFDS596	RCFDS597	RCFDS598	RCFDS599	RCFDS600	RCFDS601	RCFDS602	RCFDS603	RCFDS604	RCFDS605	RCFDS606	RCFDS607	RCFDS608	RCFDS609	RCFDS610	RCFDS611	RCFDS612	RCFDS613	RCFDS614	RCFDS615	RCFDS616	RCFDS617	RCFDS618	RCFDS619	RCFDS620	RCFDS621	RCFDS622	RCFDS623	RCON2170	RCON3123	RCON3128	RCONA222	RCONB704	RCOND957	RCOND958	RCOND959	RCOND960	RCOND961	RCOND962	RCOND963	RCOND964	RCOND965	RCOND967	RCOND968	RCOND969	RCOND970	RCOND971	RCOND972	RCOND973	RCOND974	RCOND976	RCOND977	RCOND978	RCOND979	RCOND980	RCOND981	RCOND982	RCOND983	RCOND984	RCOND985	RCOND987	RCOND988	RCOND989	RCOND990	RCOND991	RCOND992	RCOND993	RCOND994	RCOND995	RCOND996	RCOND997	RCOND998	RCOND999	RCONG603	RCONG604	RCONG605	RCONG606	RCONG607	RCONG608	RCONG609	RCONG610	RCONG611	RCONG612	RCONG613	RCONG614	RCONG615	RCONG616	RCONG617	RCONG618	RCONG619	RCONG620	RCONG621	RCONG622	RCONG623	RCONG624	RCONG625	RCONG626	RCONG627	RCONG628	RCONG629	RCONG630	RCONG631	RCONG632	RCONG633	RCONG634	RCONG635	RCONG636	RCONG637	RCONG641	RCONG642	RCONH171	RCONH172	RCONH173	RCONH174	RCONH175	RCONH176	RCONH177	RCONH178	RCONH179	RCONH180	RCONH181	RCONH182	RCONH185	RCONH186	RCONH187	RCONH188	RCONH191	RCONH193	RCONH194	RCONH195	RCONH196	RCONH197	RCONH198	RCONH199	RCONH200	RCONH271	RCONH272	RCONH273	RCONH274	
147923																																																																																																																																		661276	3572	0	0	528899																																																																												528899																															
148171																																																																																																																																		368035	2869																																																																																																														
148238																																																																																																																																		428853	3201	0	0	359093																																																																												359093																															
148340																																																																																																																																		146210	529	0	0	88943																																																																												88943																															
148470																																																																																																																																		302255	1370	0	0	185779																																																																												185779																															
148715																																																																																																																																		172049	661																																																																																																														
149150																																																																																																																																		242606	3092	0	880	176940																																																																												176060																															
150035																																																																																																																																		1794226	8025	0	0	1133030	83843	67136	16707	0	22751	1113	18115	3532	0	23287	570350	6606	24860	130	0	130	0	0	0	0	0	0	104041	873	1553	0	89159	92581	606855	332241	803497	4280	4280	0	0	0	4280	5324	2662	0	0	0	2662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105680	52840	0	0	52840	0	92581	624112	385081	810439	0	124822	192541	810439	1133030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
150044																																																																																																																																		1091126	8960																																																																																																														
150727																																																																																																																																		1272143	9005	0	0	1036431																																																																												1036431																															
151957																																																																																																																																		1183388	10622																																																																																																														
152057																																																																																																																																		205476	2018	0	166	148131																																																																												147965																															
152253																																																																																																																																		293108	3497	0	1507	159274																																																																												157767																															
152440																																																																																																																																		178076	2095																																																																																																														
153054																																																																																																																																		711952	11041	0	4083	616646																																																																												612563																															
153353																																																																																																																																		1599701	15734	0	372	1323804																																																																												1323432																															
154154																																																																																																																																		1068072	6951																																																																																																														
154770																																																																																																																																		1256749	25715																																																																																																														
155759																																																																																																																																		114686	590																																																																																																														
156457																																																																																																																																		103054	989																																																																																																														
156970																																																																																																																																		159328	2566	0	1415	103098	15735	0	6292	0	0	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	6123	1	0	0	6122	2284	6292	89440	54003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4889	2445	0	0	0	2445	2284	6292	89440	56448	0	1258	44720	56448	101683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
157155																																																																																																																																		84497	662																																																																																																														
157379																																																																																																																																		143289	380																																																																																																														
157650																																																																																																																																		126478	792	0	0	85816																																																																												85816																															
157744																																																																																																																																		351012	3149	0	0	293157																																																																												293157																															
157856																																																																																																																																		58821	261																																																																																																														
158376																																																																																																																																		139819	1026																																																																																																														
158741																																																																																																																																		239757	1400																																																																																																														
159636																																																																																																																																		5989062	57247	0	3891	4467176	347927	234875	113052	0	0	0	0	0	0	187139	771547	94196	4500	9765	0	9765	0	0	0	0	0	0	250213	512	6885	5514	220278	445492	908063	1675916	2904130	6450	6450	0	0	0	6450	146659	73330	0	0	0	73330	0	0	0	0	0	0	0	0	0	0	0	0	56344	56344	0	0	56344	0	370125	185063	0	0	132806	32700	445492	908063	1866244	3077863	0	181613	933122	3077863	4463285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
159645																																																																																																																																		157864	540																																																																																																														
159953																																																																																																																																		204623	1769	0	843	74115																																																																												73272																															
159971																																																																																																																																		1143103	5667																																																																																																														
160360																																																																																																																																		820955	8028	0	791	626782																																																																												625991																															
160454																																																																																																																																		275940	3195	0	944	180055																																																																												179111																															
160959																																																																																																																																		2586584	39408																																																																																																														
161273																																																																																																																																		3270641	12856	0	0	2229479																																																																												2229479																															
161602																																																																																																																																		5456717	36832	0	0	3790927	382256	356313	25943	0	427956	95744	334054	100	0	9407	552748	0	12809	440	0	440	0	0	0	0	0	0	144862	1799	26164	5829	97975	509163	949823	1406561	2480994	3471	3471	0	0	0	3471	9186	4593	0	0	0	4593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318417	159209	0	0	0	159209	509163	961528	1406561	2653876	0	192306	703281	2653876	3790927	11689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
162337																																																																																																																																		1653503	17626																																																																																																														
163343																																																																																																																																		118416	1413																																																																																																														
163549																																																																																																																																		2058919	16813	0	0	1600668	69651	37910	31741	0	3025	0	0	0	3025	82311	279198	2118	3506	1048	0	1048	0	0	0	0	0	0	134536	379	6020	20	91511	121393	353232	290649	1293002	6406	6406	4000	0	0	2406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1157	1157	0	0	1157	0	76176	38088	0	262	100	37727	125393	356831	293145	1342969	0	71366	146573	1342969	1600668	2851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
163857																																																																																																																																		925191	11655																																																																																																														
164153																																																																																																																																		151299	761	0	0	83587																																																																												83587																															
164331																																																																																																																																		361460	1561																																																																																																														
164377																																																																																																																																		170750	1377																																																																																																														
164957																																																																																																																																		131025	1264																																																																																																														
164975																																																																																																																																		134236	734																																																																																																														
165628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1066784	134170	22416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774073	154815	0	0	18207	132288	4319	0	1936870	0	854641	0	0	854641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138489	22416	0	0	0	0	0	0	0	0	0	207734	56040	0	0	0	0	0	0	16166684	0	1003336	4069407	591772	15279747	3954457	18	78684	258828	23294	0	0	0	0	0	0	0	0	0	0	0	0	1043047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			0	0	0	0																																																																																										
165758																																																																																																																																		193734	1480	0	30	123168																																																																												123138																															
166111																																																																																																																																		365957	1371	0	0	221455																																																																												221455																															
166531																																																																																																																																		433957	4246																																																																																																														
166652																																																																																																																																		767465	10138	0	1938	655999	54409	53578	831	0	853	0	0	853	0	23755	67565	0	0	0	0	0	0	0	0	0	0	0	22147	0	967	0	17987	79308	78613	77611	519373	28770	28770	0	0	0	28770	3043	1522	0	1522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29693	14847	0	0	0	14847	79308	80135	77611	563238	0	16027	38806	563238	654061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
167453																																																																																																																																		153837	1040	0	0	111339																																																																												111339																															
167752																																																																																																																																		34912	203																																																																																																														
168571																																																																																																																																		499538	4723																																																																																																														
169354																																																																																																																																		615649	3310																																																																																																														
169653																																																																																																																																		6691682	43190	0	0	4949614	212857	163239	49618	0	874706	396852	489383	0	11157	345776	398334	0	218139	0	0	0	0	4783	0	0	0	4783	343711	16521	21572	302	196425	955019	962015	852814	3777916	22151	22151	0	0	0	22151	26	13	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	3947	3947	0	0	0	3947	397482	198741	0	0	0	198741	969564	962015	852814	4074419	0	192403	426407	4074419	4949614	10531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
169756																																																																																																																																		896865	5244	0	143	408149																																																																												408006																															
170257																																																																																																																																		75971	312	0	0	31367																																																																												31367																															
170275																																																																																																																																		396158	1274	0	0	197351																																																																												197351																															
170332																																																																																																																																		385155	3829	0	571	275989	49931	49570	322	39	0	0	0	0	0	4787	26166	0	0	0	0	0	0	0	0	0	0	0	20839	0	289	0	17891	54357	28436	109017	191387	0	0	0	0	0	0	50	25	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26805	13403	2837	0	0	10565	57194	28436	109017	201977	0	5687	54509	201977	275418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
171133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1078	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	625	125	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	305	0	0	0	0	0	0	0	45938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			0	0	0	0																																																																																										
171656																																																																																																																																		213374	1605	0	0	150056	26242	11501	14741	0	0	0	0	0	0	8326	29512	515	0	0	0	0	0	0	0	0	0	0	10448	0	1229	0	8930	19977	46272	52873	94334	36	36	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15911	7956	0	0	0	7956	20013	46272	53935	103352	0	9254	26968	103352	150056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
171759																																																																																																																																		209906	1883																																																																																																														
171768																																																																																																																																		1336572	7451	0	0	947652																																																																												947652																															
172251																																																																																																																																		74838	738																																																																																																														
172457																																																																																																																																		439954	3337	0	0	318374																																																																												318374																															
172475																																																																																																																																		579600	2932	0	0	353514																																																																												353514																															
172859																																																																																																																																		227299	2011	0	0	187038																																																																												187038																															
173306																																																																																																																																		555199	1334	0	0	323778	16553	11606	4947	0	0	0	0	0	0	23519	132457	9648	0	0	0	0	0	0	0	0	0	0	39990	141	950	699	35878	46140	146793	208098	166263	0	0	0	0	0	0	2438	1219	411	0	0	808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36303	18152	0	1274	0	14380	46551	148494	208260	182768	0	29699	104130	182768	323778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173557																																																																																																																																		295696	3633																																																																																																														
173575																																																																																																																																		2033847	8393	0	0	1289278	8828	4818	4010	0	28644	0	0	28644	0	185027	90179	0	23230	0	0	0	0	0	0	0	0	0	59993	0	1802	2615	55576	189845	95991	1194929	572944	418	418	0	0	0	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98500	49250	0	0	0	49250	189845	95991	1194929	647316	0	19198	597465	647316	1289278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
173641																																																																																																																																		469503	3308																																																																																																														
173959																																																																																																																																		99323	204	0	0	34906																																																																												34906																															
174321																																																																																																																																		195231	2158	0	645	121052																																																																												120407																															
174367																																																																																																																																		60549	197																																																																																																														
174572																																																																																																																																		11009182	68761	0	0	8016727	276837	220571	56266	0	377846	85411	292436	0	0	613104	606833	0	67074	0	0	0	0	0	0	0	0	0	959407	958	84698	13829	711514	920800	1062923	3601975	5332842	0	0	0	0	0	0	206	103	0	0	0	103	4193	839	0	0	0	839	0	0	0	0	0	0	0	0	0	0	0	0	719323	359662	0	0	0	359643	920800	1071699	3601975	5843207	0	214340	1800988	5843207	8016727	6623	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175056																																																																																																																																		466922	3586	0	0	353992	53680	48791	4889	0	0	0	0	0	0	0	13888	0	2500	0	0	0	0	0	0	0	0	0	25578	853	859	978	20446	74505	26814	56878	308931	9846	9846	0	0	0	9846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74505	26814	56878	318777	0	5363	28439	318777	353992	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175140																																																																																																																																		637644	4780	0	0	467045	31330	27352	3980	0	0	0	0	0	0	56846	113160	4812	2288	356	0	0	356	0	0	0	0	0	36800	609	3628	88	24427	98657	120768	71513	354495	245	245	0	0	0	245	1253	627	0	0	0	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33227	16614	0	0	8307	8307	98657	120768	83382	367236	0	24154	41691	367236	467045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
175458																																																																																																																																		39963	488																																																																																																														
175609																																																																																																																																		322404	2582	0	946	148675																																																																												147729																															
176101																																																																																																																																		2697498	27844	0	3593	1978869	257526	227480	30046	0	0	0	0	0	0	152137	270059	17750	23242	0	0	0	0	0	0	0	0	0	108344	3210	2637	0	94788	382940	302742	595465	1468257	20167	20167	0	0	0	20167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29044	14522	0	0	14259	263	382940	302742	609724	1569678	0	60548	304862	1569678	1975276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
176325																																																																																																																																		354799	4540																																																																																																														
176464																																																																																																																																		1369574	9693	0	0	901404																																																																												901404																															
176642																																																																																																																																		184828	1617	0	336	112254																																																																												111918																															
177135																																																																																																																																		32665	234																																																																																																														
177443																																																																																																																																		200967	946																																																																																																														
177500																																																																																																																																		90103	905																																																																																																														
177555																																																																																																																																		36210	214	0	0	20067																																																																												20067																															
177751																																																																																																																																		1328042	13331	0	0	1126920																																																																												1126920																															
178150																																																																																																																																		289711	1885																																																																																																														
178244																																																																																																																																		181003	1564																																																																																																														
178356																																																																																																																																		151074	328																																																																																																														
178851																																																																																																																																		597407	5360																																																																																																														
179148																																																																																																																																		267113	1890																																																																																																														
179335																																																																																																																																		233558	1354																																																																																																														
179700																																																																																																																																		728890	7620	0	1400	519392	7530	4072	3458	0	0	0	0	0	0	4365	164614	0	0	0	0	0	0	0	0	0	0	0	51833	11	4151	757	47585	8780	172223	283857	271881	113	113	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53964	26982	0	0	5864	21118	8780	172223	289926	293917	0	34445	144963	293917	517992	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180144																																																																																																																																		149405	916	0	0	98728																																																																												98728																															
180845																																																																																																																																		171415	1139																																																																																																														
181963																																																																																																																																		246357	1631																																																																																																														
182951																																																																																																																																		666463	6049	0	661	477247																																																																												476586																															
183668																																																																																																																																		974149	10272	0	9	824459																																																																												824450																															
183770																																																																																																																																		878922	6263	0	0	726933																																																																												726933																															
183958																																																																																																																																		319340	4579																																																																																																														
184656																																																																																																																																		226082	657	0	0	88741	21213	1770	19443	0	0	0	0	0	0	44606	102312	0	0	58	0	58	0	0	0	0	0	0	6836	12	0	0	6756	46388	121813	18653	52549	250	250	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46388	121813	18653	54755	0	24363	9327	54755	88741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
184759																																																																																																																																		70588	585																																																																																																														
185251																																																																																																																																		23000	252																																																																																																														
185448																																																																																																																																		126731	643																																																																																																														
185859																																																																																																																																		944969	15159																																																																																																														
186717																																																																																																																																		930393	8760																																																																																																														
186744																																																																																																																																		1822778	19488	0	339	1594507																																																																												1594168																															
187648																																																																																																																																		31082	663	0	484	14390																																																																												13906																															
187947																																																																																																																																		2348968	23892	0	0	2008457	40191	32417	7774	0	5500	0	0	0	5500	87575	268010	76368	277	667	0	667	0	0	0	0	0	0	101698	1894	10161	744	73953	122965	306547	306577	1586216	19713	19713	0	0	0	19713	0	0	0	0	0	0	2367	473	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	212537	106269	0	0	0	106269	123590	312806	306577	1715233	0	62561	153289	1715233	2008457	4697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
188056																																																																																																																																		482154	2618	0	454	195560																																																																												195106																															
188177																																																																																																																																		168438	417																																																																																																														
188430																																																																																																																																		713842	6430	0	796	459657	144250	142272	1978	0	0	0	0	0	0	28188	8597	0	0	0	0	0	0	0	0	0	0	0	24014	2173	490	606	18346	172633	21232	194244	331186	151	151	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38231	19116	0	0	0	19116	172633	21232	194244	353946	0	4246	97122	353946	458861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
188449																																																																																																																																		332347	1970																																																																																																														
188720																																																																																																																																		369001	1603	0	0	250883																																																																												250883																															
188739																																																																																																																																		88419	675																																																																																																														
188917																																																																																																																																		194016	1120																																																																																																														
189129																																																																																																																																		1265131	12947	0	2963	847350																																																																												844387																															
189950																																																																																																																																		152269	952	0	0	85107																																																																												85107																															
190563																																																																																																																																		349004	2909																																																																																																														
190648																																																																																																																																		294971	2047																																																																																																														
190947																																																																																																																																		130339	1173	0	663	51135																																																																												50472																															
190956																																																																																																																																		236231	2415																																																																																																														
191355																																																																																																																																		431983	3993	0	946	265393	10058	9752	306	0	0	0	0	0	0	26744	157778	27366	11289	0	0	0	0	0	0	0	0	0	7709	0	0	0	7709	36496	159869	64058	179585	0	0	0	0	0	0	364	182	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31333	15667	0	0	0	15667	36496	159869	64058	200833	0	31974	32029	200833	264447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
191935																																																																																																																																		1188143	9343	0	56	784920																																																																												784864																															
192147																																																																																																																																		562966	4648																																																																																																														
192558																																																																																																																																		614297	6021	0	921	411143	30355	25458	4897	0	0	0	0	0	0	33524	115013	14571	0	0	0	0	0	0	0	0	0	0	19973	141	1201	128	16298	59529	125373	141506	295274	30	30	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11643	5822	0	0	0	5821	59529	125373	141506	307531	0	25075	70753	307531	410222	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
192651																																																																																																																																		59907	524	0	0	43366																																																																												43366																															
192857																																																																																																																																		573210	5946	0	627	433576																																																																												432949																															
193162																																																																																																																																		147231	2010																																																																																																														
193537																																																																																																																																		159860	1614	0	464	108024																																																																												107560																															
193649																																																																																																																																		333386	1746																																																																																																														
193809																																																																																																																																		2576353	15299	0	0	2082010																																																																												2082010																															
194440																																																																																																																																		333471	2533	0	0	238129																																																																												238129																															
194570																																																																																																																																		167949	1289																																																																																																														
194936																																																																																																																																		217918	2815																																																																																																														
195111																																																																																																																																		1284609	7889	0	0	1003235																																																																												1003235																															
195157																																																																																																																																		63096	457																																																																																																														
195456																																																																																																																																		103917	857	0	27	68535																																																																												68508																															
196752																																																																																																																																		212601	1803																																																																																																														
196800																																																																																																																																		1297467	8803																																																																																																														
197142																																																																																																																																		477932	3672																																																																																																														
197254																																																																																																																																		58430	509																																																																																																														
197302																																																																																																																																		680250	4923																																																																																																														
197478	144788	0	0	0	0	0	0	1401	1401	0	0	0	15595	15595	0	22345	0	406027	139246	3693	0	0	0	0	0	0	0	0	97800	97800	0	0	0	0	0	97800	0	0	261922	52384	2830	0	0	49554	0	0	3988450	0	469358	19630	0	102463	1681	345584	0	16436	0	0	16436	0	0	0	0	0	16436	0	139246	3693	0	0	0	0	0	0	0	657	0	208869	9233	0	0	0	0	0	0	58589781	0	4156436	14702244	2264087	4274054	259817	0	44325	290169	13750	0	0	0	805	494	2065	0	0	0	1065186	671154	0	215905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410891	0	0																			0	0	0	0																																																																																										
197759																																																																																																																																		434031	4351	0	193	332623																																																																												332430																															
198073																																																																																																																																		109785	1011																																																																																																														
