"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCFDHT50	RCFDHT51	RCFDHT52	RCFDHT53	RCFDHT58	RCFDHT59	RCFDHT60	RCFDHT61	RCFDK142	RCFDK143	RCFDK144	RCFDK145	RCFDK146	RCFDK147	RCFDK148	RCFDK149	RCFDK150	RCFDK151	RCFDK152	RCFDK153	RCFDK154	RCFDK155	RCFDK156	RCFDK157	RCFDMG95	RCFDPU98	RCFDPU99	RCFDPV00	RCFDPV01	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	RCONG314	RCONG315	RCONG316	RCONG317	RCONG318	RCONG319	RCONG320	RCONG321	RCONG322	RCONG323	RCONG348	
257233																																																																																																																																																					0	0	176124	0	0	0	0	13953	13202	0	0	0	0	0	0	327467	279474		0	0	203807	158227	0	0	1337	11196	3909	7174	9937	91364	78341	1	0	0	5000	6481	20849	9799	35423																									0	10892	0	10855									0	0	0	0	0	0	37650	37051	0	0	0	0	0	0	0	0		
257345																																																																																																																																																					0	0	34378	0	0	0	0	0	0	0	0	0	0	0	0	95333	89054		0	0	36527	34515	0	0	4747	4688	3128	16250	18583	15599	1548	72	0	117	260	7030	9969	7710	4098																									0	0	0	0									0	0	0	0	0	0	12396	11367	0	0	0	0	0	0	0	0		
257578																																																																																																																																																					0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20093	17665		0	0	17966	15770	0	0	0	0	0	0	0	12455	3315	0	0	0	0	0	1895	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
257653																																																																																																																																																					0	0	21326	20611	20616	0	0	0	0	0	0	0	0	0	0	35082	34633		0	0	3531	3515	0	0	7667	1904	5884	13818	3582	560	0	43	72	48	164	3401	4635	20	502																									0	0	0	0									0	0	0	0	0	0	563	522	0	0	0	0	0	0	0	0		
257756																																																																																																																																																					0	0	18160	0	0	0	0	0	0	0	0	0	0	0	0	43995	41647		0	0	13322	12181	0	0	517	0	501	0	1157	9831	1129	0	296	0	726	4255	11258	3007	9487																									0	0	0	0									0	0	0	0	0	0	13007	12495	0	0	0	0	0	0	0	0		
258306																																																																																																																																																					0	0	1431	2998	2968	0	0	0	0	0	0	0	0	2379	2360	96397	86712		0	0	380	377	3925	3538	9651	2989	6653	11264	7499	33697	1738	0	113	58	505	9712	13836	23	1003																									0	0	0	0									0	0	0	0	0	0	1097	1025	0	0	0	0	0	0	0	0		
258379																																																																																																																																																					0	0	5711	0	0	0	0	0	0	0	0	0	0	0	0	20877	18466		0	0	14779	12663	0	0	0	471	0	1903	3185	5625	2825	894	5	100	29	1040	390	0	2000																									0	0	0	0									0	0	0	0	0	0	2087	2000	0	0	0	0	0	0	0	0		
258539																																																																																																																																																					0	0	2673	0	0	0	0	0	0	0	0	0	0	0	0	30478	31556		0	0	2994	2700	0	0	7	2224	7	455	3422	10227	2105	0	0	0	0	946	6337	4322	1511																									0	0	0	0									0	0	0	0	0	0	1868	1842	0	0	0	0	0	0	0	0		
258874																																																																																																																																																					0	0	0	1249	1217	0	0	0	0	0	0	0	0	13	13	13680	13053		0	0	7301	6797	0	0	743	0	743	3241	2095	3679	0	0	0	0	0	665	1373	0	1270																									0	0	0	0									0	0	0	0	0	0	1261	1270	0	0	0	0	0	0	0	0		
259059																																																																																																																																																					0	0	19643	31432	31303	0	0	0	0	0	0	0	0	0	0	36597	36466		0	0	5165	5163	0	0	15902	2500	13402	17298	3266	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
259330																																																																																																																																																					0	0	66117	19975	19478	0	0	17766	17110	0	0	0	0	436	419	183160	181109		0	0	1690	1735	5000	4662	10379	13032	14389	9522	0	13656	4151	390	658	1109	0	75889	40169	3160	5422																									0	0	0	0	0	0	651	647	71	70	118117	117495	0	0	0	0	143	139	6495	6508	0	0	0	0	0	0	0	0		
259442																																																																																																																																																					0	0	23716	0	0	1335	1335	0	0	0	0	0	0	1335	1335	84043	80304		0	0	18577	17749	0	0	2417	3573	1138	3236	4000	11887	1091	0	0	0	788	6823	9246	9956	29901																									0	0	0	0									0	0	0	0	0	0	40253	39203	0	0	0	0	0	0	0	0		
259956																																																																																																																																																					0	0	7170	0	0	0	0	3300	3286	0	0	0	0	0	0	76820	72761		0	0	18330	17454	0	0	8771	12529	7223	27024	5350	2018	0	0	0	0	0	1353	0	173	17091																									0	10396	0	10549									0	0	0	0	0	0	18970	17264	0	0	0	0	0	0	0	0		
260055																																																																																																																																																					0	0	1495943	0	0	0	0	17125	15817	0	0	0	0	1014001	955686	786912	740541		906812	851989	0	0	145360	135053	65107	39479	61389	187016	149173	796239	152005	0	9302	75524	21335	181952	78759	0	2368																									0	0	0	0	1717	1681	16888	16591	26574	25654	338939	321990	0	0	0	0	0	0	2381	2368	0	0	0	0	0	0	0	0		
260831																																																																																																																																																					0	0	18	585	589	0	0	500	500	0	0	0	0	0	0	6865	6863		0	0	0	0	0	0	0	0	0	589	0	500	0	0	16	0	0	1298	1406	2061	993																									0	0	0	0									0	0	0	0	0	0	3075	3054	0	0	0	0	0	0	0	0		
261146																																																																																																																																																					0	0	23461	0	0	0	0	2000	1881	0	0	0	0	0	0	46200	44010		0	0	14072	13197	0	0	3087	2059	4432	10714	6892	6281	1222	0	2135	0	1466	3462	730	3666	950																									0	0	0	0	0	0	0	0	0	0	8031	7794	0	0	0	0	0	0	2737	2702	0	0	0	0	0	0	0	0		
261360																																																																																																																																																					0	0	78881	121586	121589	0	0	0	0	0	0	0	0	7557	7561	279380	273730		7557	7561	89642	86169	0	0	48494	11442	36687	107376	58854	11756	981	0	366	4799	10262	34351	0	0	4414																									0	0	0	0									0	0	0	0	0	0	5808	4414	0	0	0	0	0	0	0	0		
261940																																																																																																																																																					0	0	138238	4992	4856	1000	1000	0	0	0	0	0	0	1000	1000	197941	185372		0	0	102990	98176	0	0	9948	448	9769	21000	13407	46815	22562	0	0	0	104	24560	18460	4287	24960																									0	0	0	0									0	0	0	0	0	0	32929	29247	0	0	0	0	0	0	0	0		
262059																																																																																																																																																					0	0	21605	0	0	2000	1933	4000	3765	0	0	0	0	2000	1933	74166	67666		0	0	2577	2541	0	0	1013	997	982	3160	2300	4224	0	0	30	2248	17	18335	35624	0	1749																									0	0	0	0									0	0	0	0	0	0	2126	1749	0	0	0	0	0	0	0	0		
262237																																																																																																																																																					0	0	8647	0	0	0	0	3507	3487	0	0	0	0	0	0	44507	41138		0	0	8733	7447	500	500	845	2999	845	1344	0	7304	4851	0	0	435	0	5036	3192	1864	13265																									0	0	0	0									0	0	0	0	0	0	4995	4814	0	0	0	0	0	0	0	0		
262358																																																																																																																																																					0	0	8711	0	0	0	0	17023	16425	0	0	0	0	199	199	20145	19103		199	199	145	145	3481	3481	210	65	3626	4995	2353	5728	0	0	0	243	0	2290	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
262741																																																																																																																																																					0	0	16957	0	0	0	0	5750	5511	0	0	0	0	462	456	73428	67712		295	295	37507	33260	0	0	1893	1971	2063	4174	3083	24075	8162	0	6	126	1392	5132	7236	4865	5889																									0	0	0	0									0	0	0	0	0	0	10367	10022	0	0	0	0	0	0	0	0		
262844																																																																																																																																																					0	0	47521	0	0	0	0	0	0	0	0	0	0	0	0	302026	280261		0	0	107151	101490	0	0	13173	5697	11389	19536	33525	115542	19302	0	0	107	618	41371	23182	6904	3087																									0	0	0	0									0	0	0	0	0	0	3973	3457	0	0	0	0	0	0	0	0		
262956																																																																																																																																																					0	0	41078	18017	17605	0	0	1650	1546	0	0	0	0	0	0	62863	60492		0	0	20148	19290	0	0	25340	4198	21141	27749	4257	3146	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
263243																																																																																																																																																					0	0	85467	3484	3464	0	0	10482	10150	0	0	0	0	62021	55614	143773	131762		62021	55614	0	0	0	0	22427	9160	9209	15102	21174	35050	25192	0	2	0	210	4839	39125	1400	33313																									0	0	0	0	0	0	800	801	0	0	50715	43381	0	0	0	0	0	0	21586	21474	0	0	0	0	0	0	0	0		
263627																																																																																																																																																					6025	5995	65635	0	0	0	0	0	0	0	0	0	0	71503	70433	0	0		2656	2655	0	0	4500	4451	46082	11000	37039	15260	942	458	0	0	62	223	162	4404	0	0	1953																									0	0	0	0									0	0	0	0	1953	1933	0	0	0	0	0	0	0	0	0	0		
264455																																																																																																																																																					0	0	182306	68444	68166	0	0	0	0	0	0	0	0	0	0	210045	205481		0	0	31733	29854	0	0	64126	25362	38764	48287	50412	21732	0	3	11	579	0	3544	16787	0	0																									0	0	0	0									0	0	21092	20910	0	0	0	0	0	0	0	0	0	0	0	0		
264772																																																																																																																																																					0	0	363662	0	0	0	0	0	0	0	0	0	0	0	0	3898989	3857338		0	0	3210	2586	0	0	2979	13243	2979	1702934	1785639	60454	10756	82	636	1	105	8787	219289	13546	38887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3479797	3488170	0	0	0	0	0	0	0	0	0	3488170	0	3479797	0	0	7837	7327	0	0	253668	221573	0	0	0	0	0	0	7358	6868	0	0	0	0	0	0	0	0	0	
265340																																																																																																																																																					0	0	44278	0	0	0	0	0	0	0	0	0	0	0	0	92195	77109		0	0	38345	32621	0	0	1170	305	866	832	5024	37514	6046	0	0	30	0	1631	2343	1186	21332																									0	0	0	0									0	0	0	0	0	0	7910	6384	0	0	0	0	0	0	0	0		
265407																																																																																																																																																					0	0	153550	0	0	4300	4101	154861	138909	0	0	0	0	7957	7742	323356	291720		3657	3641	13571	13174	0	0	34221	10703	23518	45438	79788	40136	0	0	0	2207	568	5042	92277	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
265452																																																																																																																																																					0	0	25186	0	0	500	500	3265	3182	0	0	0	0	4777	4659	31064	30217		4235	4117	14952	14303	234	226	3293	2147	4087	3095	3009	16785	5776	50	26	0	0	18	0	2	0																									0	0	0	0									0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0		
265676																																																																																																																																																					0	0	14182	996	968	0	0	0	0	0	0	0	0	0	0	32523	29726		0	0	7276	6333	0	0	2838	93	2837	8127	7797	4804	0	34	49	0	495	5010	0	479	0																									0	0	0	0									0	0	0	0	0	0	517	479	0	0	0	0	0	0	0	0		
266244																																																																																																																																																					0	0	32817	0	0	0	0	6184	6178	0	0	0	0	0	0	60678	54599		0	0	27129	24191	1000	1000	744	4934	744	298	1244	17326	5823	0	0	0	0	14819	6946	0	2465																									0	0	0	0									0	0	0	0	0	0	3030	2465	0	0	0	0	0	0	0	0		
266253																																																																																																																																																					0	0	13364	0	0	0	0	0	0	0	0	0	0	0	0	21374	20408		0	0	12415	12242	0	0	978	35	943	2411	1062	7672	915	0	0	11	81	4735	2544	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
266655																																																																																																																																																					0	0	13048	1495	1476	0	0	0	0	0	0	0	0	0	0	24322	23047		0	0	12067	11319	250	243	2818	265	2553	2984	2533	5694	2507	0	0	0	889	1683	0	2198	1741																									0	0	0	0									0	0	2914	2572	0	0	3982	3939	0	0	0	0	0	0	0	0		
266851																																																																																																																																																					0	0	31376	10421	10303	0	0	0	0	0	0	0	0	0	0	82473	75591		0	0	35837	32110	0	0	8385	130	8138	8861	4790	20827	13725	0	0	0	0	4868	8069	4461	1723																									0	0	0	0									0	0	0	0	0	0	6507	6183	0	0	0	0	0	0	0	0		
266945																																																																																																																																																					0	0	114179	0	0	0	0	32675	29755	0	0	0	0	0	0	238336	212524		0	0	194759	172853	0	0	12044	13184	12210	17775	41198	105365	22792	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
267652																																																																																																																																																					0	0	25219	0	0	0	0	0	0	0	0	0	0	0	0	48476	42462		0	0	7790	6826	500	500	187	0	187	7848	9280	22239	0	0	0	0	0	1710	1197	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
268006																																																																																																																																																					0	0	24308	49601	47708	0	0	5000	5098	0	0	0	0	0	0	399172	368079		0	0	100797	85365	0	0	30747	20620	18180	23153	25162	70665	23687	2674	12655	801	1572	39167	102947	7084	19711																									0	10447	0	10571	0	0	14174	14259	0	0	156663	145558	0	0	0	0	0	0	24783	23247	0	0	0	0	0	0	0	0		
268136																																																																																																																																																					0	0	25255	6960	6959	0	0	0	0	0	0	0	0	0	0	53488	52642		0	0	9322	9114	1000	973	5242	1991	3250	2965	2996	7803	2606	0	0	0	2140	10439	18452	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
268677																																																																																																																																																					0	0	1859	0	0	0	0	5259	2796	0	0	0	0	1541	1515	53162	42220		0	0	17649	14703	0	0	0	3021	0	1045	0	14703	2796	182	153	117	136	2628	5302	318	13360																									0	0	0	0	218	213	177	182	253	247	9688	7864	0	0	0	0	0	0	17371	13653	0	0	0	0	25	25	0	0		
268828																																																																																																																																																					0	0	49823	0	0	0	0	0	0	0	0	0	0	0	0	109551	97456		0	0	55750	47633	0	0	5994	995	4999	12695	19024	40371	690	0	0	0	0	18686	0	0	0																									0	0	0	0	0	0	0	0	0	0	20232	18686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
268976																																																																																																																																																					22483	22509	0	0	0	0	0	0	0	0	0	0	0	106310	105974	0	0		0	0	0	0	0	0	44897	18072	27403	37519	4362	9441	2344	3086	2675	0	0	25	0	0	1382																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
269049																																																																																																																																																					0	0	5273	25572	25567	1500	1443	1502	1450	0	0	0	0	1500	1443	58794	57374		0	0	1307	1310	7527	7431	15403	3321	15474	4240	9895	12134	0	4534	0	0	0	1461	2920	728	4167																									0	0	0	0									0	0	0	0	0	0	4074	3234	0	0	0	0	0	0	0	0		
269058																																																																																																																																																					0	0	46975	499	499	0	0	0	0	0	0	0	0	0	0	82457	78215		0	0	44684	44150	0	0	3510	999	2511	4573	2482	23969	13000	0	0	0	0	8424	9898	3392	8967																									0	0	0	0	0	0	978	849	0	0	19519	17473	0	0	0	0	0	0	13833	12359	0	0	0	0	0	0	0	0		
269571																																																																																																																																																					500	496	0	0	0	0	0	0	0	0	0	0	0	24622	22253	0	0		6117	5384	0	0	0	0	2810	1169	2309	1837	247	5208	1792	307	2919	64	216	419	4937	2	3197																									0	0	0	0									0	0	0	0	3199	2646	0	0	0	0	0	0	0	0	0	0		
269759																																																																																																																																																					0	0	1175	0	0	0	0	0	0	0	0	0	0	0	0	3193	3156		0	0	2947	2902	0	0	110	0	110	1302	647	1011	86	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
270148																																																																																																																																																					0	0	25403	0	0	0	0	2836	2780	0	0	0	0	0	0	38620	36426		0	0	14998	14146	0	0	7738	1296	6411	6654	7883	6178	0	0	9	175	51	5498	53	937	1283																									0	0	0	0									0	0	0	0	0	0	2400	2220	0	0	0	0	0	0	0	0		
270353																																																																																																																																																					0	0	8834	5983	5863	0	0	0	0	0	0	0	0	0	0	26568	23965		0	0	6184	5423	0	0	4132	149	3983	3250	993	2816	95	0	0	0	298	6420	4495	106	1360																									0	0	0	0									0	0	0	0	0	0	1692	1466	0	0	0	0	0	0	0	0		
270504																																																																																																																																																					0	0	51786	9513	9384	0	0	0	0	0	0	0	0	0	0	149662	137293		0	0	10998	10447	0	0	18199	5838	12238	4995	6276	10265	1845	0	0	156	1696	39971	53331	681	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
270531																																																																																																																																																					0	0	0	0	0	0	0	0	0	500	500	0	0	500	500	19614	18386		0	0	2295	2125	500	500	0	0	0	2561	2827	6184	2465	31	416	0	0	2959	1443	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
270652																																																																																																																																																					0	0	16294	19851	19830	0	0	0	0	0	0	0	0	0	0	33995	32945		0	0	12645	11656	0	0	18501	8221	10280	7528	2933	3462	521	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
271136																																																																																																																																																					500	501	500	5257	5330	5530	5519	0	0	0	0	0	0	6530	6517	5257	5330		0	0	0	0	0	0	2700	1002	1699	5101	4059	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
271275																																																																																																																																																					0	0	5209	0	0	0	0	0	0	0	0	0	0	2592	2551	110966	99892		2592	2551	6538	6089	1000	987	6945	44	6931	13619	8298	16167	3314	317	811	3472	1239	3814	35825	1487	7146																									0	0	0	0	0	0	5196	4661	0	0	46874	40817	0	0	0	0	0	0	7951	7349	0	0	0	0	0	0	0	0		
271341																																																																																																																																																					0	0	3508	0	0	0	0	0	0	0	0	0	0	0	0	27546	24074		0	0	7062	6476	0	0	17	0	0	949	110	6462	0	0	17	1	79	2842	11553	18	2043																									0	0	0	0									0	0	0	0	0	0	18	18	0	0	0	0	0	0	0	0		
271529																																																																																																																																																					0	0	173806	50273	49820	0	0	5000	4498	0	0	0	0	0	0	251486	231819		0	0	53651	46944	0	0	25339	6474	23347	27047	5380	38725	289	0	17	323	1014	92334	36869	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
272030																																																																																																																																																					0	0	14493	0	0	0	0	0	0	0	0	0	0	0	0	17019	15383		0	0	0	0	0	0	549	0	0	0	0	0	0	982	0	0	0	3687	4444	2302	3968																									0	0	0	0									0	0	0	0	0	0	6794	6270	0	0	0	0	0	0	0	0		
272058																																																																																																																																																					0	0	11948	0	0	0	0	0	0	0	0	0	0	13130	12488	6592	6399		9683	9035	6592	6399	0	0	0	0	0	0	265	2438	13379	0	0	0	0	514	2280	0	653																									0	0	0	0									0	0	0	0	653	675	0	0	0	0	0	0	0	0	0	0		
272151																																																																																																																																																					0	0	12531	4007	3945	0	0	0	0	0	0	0	0	0	0	20374	18078		0	0	5317	4655	0	0	3945	1992	1953	2614	2849	7771	154	0	4	0	0	570	0	170	0																									0	0	0	0									0	0	616	570	0	0	174	170	0	0	0	0	0	0	0	0		
272272																																																																																																																																																					0	0	291829	0	0	0	0	28556	28425	0	0	0	0	0	0	450708	439115		0	0	25636	24416	0	0	7123	73034	7848	18508	35091	39467	295	26138	2691	4921	12483	64765	17551	28358	107965																									0	15488	0	15140									0	0	0	0	0	0	119799	115622	0	0	0	0	0	0	0	0		
272302																																																																																																																																																					7458	7316	74152	19937	20086	0	0	0	0	0	0	0	0	119585	103756	103341	99289		17684	17403	9664	8134	0	0	0	0	10018	12565	10863	44638	8557	1	0	1309	39	21144	107266	0	2472																									0	0	0	0	0	0	19440	18776	68425	54053	44524	42560	0	0	0	0	2472	2221	0	0	0	0	0	0	0	0	0	0		
273336																																																																																																																																																					9991	9459	42885	9996	10033	0	0	1000	968	1300	1290	0	0	271545	243193	569256	501668		26544	22998	185746	164706	0	0	22012	1015	22012	21211	26387	154262	152974	0	0	0	0	49331	202219	24090	119712																									0	1015	0	1018	0	0	2936	2319	71421	58031	208438	177809	0	0	0	0	9280	7629	90606	78413	0	0	0	0	0	0	0	0		
273550																																																																																																																																																					0	0	74898	4953	4960	0	0	0	0	0	0	0	0	0	0	190061	175686		0	0	75282	68088	0	0	7594	23365	2599	21446	11339	60053	0	34	46	228	399	20729	4196	2122	29131																									0	0	0	0									0	0	0	0	0	0	23068	22414	0	0	0	0	0	0	0	0		
273653																																																																																																																																																					0	0	0	0	0	0	0	0	0	0	0	0	0	151	151	3639	3250		151	151	11	11	0	0	0	0	0	11	57	94	0	0	0	0	14	1850	1375	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
273662																																																																																																																																																					0	0	380428	0	0	0	0	11265	11419	0	0	0	0	0	0	726740	630031		0	0	14186	13936	52	50	1317	9698	3038	3792	7875	2667	5651	0	0	1306	1602	172840	239243	25865	156454																									0	0	0	0									0	0	0	0	0	0	104372	88981	0	0	0	0	0	0	0	0		
273840																																																																																																																																																					0	0	7320	994	975	0	0	0	0	0	0	0	0	0	0	38779	38137		0	0	21577	21264	0	0	3070	848	2221	3735	3489	14139	2998	0	0	1	41	1801	7002	1119	743																									0	0	0	0									0	0	0	0	0	0	2091	1862	0	0	0	0	0	0	0	0		
273859																																																																																																																																																					0	0	2465	0	0	0	0	0	0	0	0	0	0	7319	7290	0	0		7319	7290	0	0	0	0	2218	1015	1202	4343	757	0	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
274025																																																																																																																																																					0	0	2573	99	99	0	0	0	0	0	0	0	0	0	0	2750	2573		0	0	1226	1164	0	0	0	0	100	167	351	997	0	0	0	0	0	570	389	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
274052																																																																																																																																																					0	0	2394	498	491	0	0	0	0	0	0	0	0	0	0	2408	2394		0	0	335	341	0	0	992	0	992	988	341	0	0	0	0	2	71	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
274829																																																																																																																																																					0	0	71116	3876	3861	0	0	0	0	0	0	0	0	0	0	146978	132964		0	0	3119	3121	0	0	4592	2832	2073	6772	9231	4621	0	93	395	1139	1242	42168	41391	6598	14408																									0	0	0	0									0	0	92461	80005	0	0	20319	19717	0	0	0	0	0	0	0	0		
274856																																																																																																																																																					0	0	13047	2003	1986	0	0	1729	1721	0	0	0	0	0	0	59382	57965		0	0	30294	29462	0	0	12515	8381	7135	13930	5286	9894	0	0	0	0	691	10414	2235	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
275255																																																																																																																																																					0	0	3873	8083	7647	0	0	6500	5703	0	0	0	0	0	0	36770	34697		0	0	7818	7169	750	723	782	1920	2164	10694	1398	7344	1036	1591	0	0	0	0	2459	1056	5035																									0	0	0	0	0	0	2151	2114	0	0	1961	1936	0	0	0	0	0	0	5151	5143	0	0	0	0	0	0	0	0		
275358																																																																																																																																																					0	0	154543	0	0	0	0	3000	2980	0	0	0	0	0	0	320407	296302		0	0	25450	24116	0	0	1149	14823	1149	3511	8675	17365	23057	19	1688	0	0	72841	24045	17970	111159																									0	8006	0	8027									0	0	0	0	0	0	61930	60667	0	0	0	0	0	0	26400	26093		
275479																																																																																																																																																					0	0	22770	0	0	0	0	0	0	0	0	0	0	0	0	50807	43565		0	0	0	0	0	0	0	0	0	0	905	7571	0	326	266	3	0	1020	33477	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
275657																																																																																																																																																					0	0	19444	0	0	0	0	0	0	0	0	0	0	430	427	42649	38095		430	427	29149	25546	0	0	4454	0	4454	4575	9749	19747	0	0	0	0	0	0	0	0	0																									0	0	0	0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
276074																																																																																																																																																					0	0	23809	11764	11740	1109	1109	7146	7031	0	0	0	0	1109	1109	47228	43031		0	0	16368	13366	0	0	9714	6759	3452	9946	2202	11632	0	0	0	0	0	271	878	1695	7157																									0	0	0	0									0	0	0	0	0	0	6431	6245	0	0	0	0	0	0	0	0		
276159																																																																																																																																																					0	0	57872	12178	12157	0	0	0	0	0	0	0	0	0	0	93144	84619		0	0	58034	52472	0	0	12990	11200	1782	6332	8163	31675	5477	118	8	96	103	3125	5332	546	10662																									0	0	0	0									0	0	0	0	0	0	13364	11208	0	0	0	0	0	0	0	0		
276551																																																																																																																																																					0	0	13782	0	0	0	0	2500	2500	0	0	0	0	0	0	16452	16281		0	0	1500	1465	0	0	12399	8438	3962	967	1000	1500	0	31	19	0	0	0	0	0	365																									0	0	0	0									0	0	0	0	0	0	235	181	0	0	0	0	0	0	0	0		
276579																																																																																																																																																					0	0	17205229	1799206	1690623	0	0	25000	24415	0	0	0	0	8687417	8696383	10383099	9184330		250388	240874	916288	864230	0	0	231461	327916	295840	369160	513893	2336625	370404	43999	115719	7135	42586	2641195	5372737	252532	5182007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	0	13	0	13	9507	9552	404597	390936	5760951	5815611	2233216	2059459	133	132	2739	2385	2525097	2493054	321979	285928	0	0	0	0	0	0	0	0	0	
276645																																																																																																																																																					0	0	27029	3236	3188	0	0	0	0	0	0	0	0	0	0	79719	74201		0	0	66216	61391	0	0	4429	1149	3276	7057	13099	40412	1307	0	4	27	258	2458	4019	201	934																									0	0	0	0									0	0	0	0	0	0	1165	1135	0	0	0	0	0	0	0	0		
276654																																																																																																																																																					0	0	4828	9927	9442	0	0	0	0	0	0	0	0	539	539	19927	19245		539	539	0	0	2000	1972	9854	0	9854	935	6592	2403	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
