"IDRSSD"	RCFD2170	RCFD3123	RCFD3128	RCFDA222	RCFDB704	RCFDD957	RCFDD958	RCFDD959	RCFDD960	RCFDD961	RCFDD962	RCFDD963	RCFDD964	RCFDD965	RCFDD967	RCFDD968	RCFDD969	RCFDD970	RCFDD976	RCFDD977	RCFDD978	RCFDD979	RCFDD980	RCFDD981	RCFDD982	RCFDD983	RCFDD984	RCFDD985	RCFDD987	RCFDD988	RCFDD989	RCFDD990	RCFDD991	RCFDD992	RCFDD993	RCFDD994	RCFDD995	RCFDD996	RCFDD997	RCFDD998	RCFDD999	RCFDG603	RCFDG604	RCFDG605	RCFDG606	RCFDG607	RCFDG608	RCFDG609	RCFDG610	RCFDG611	RCFDG612	RCFDG613	RCFDG614	RCFDG615	RCFDG616	RCFDG617	RCFDG618	RCFDG619	RCFDG620	RCFDG621	RCFDG622	RCFDG623	RCFDG624	RCFDG625	RCFDG626	RCFDG627	RCFDG628	RCFDG629	RCFDG630	RCFDG631	RCFDG632	RCFDG633	RCFDG634	RCFDG635	RCFDG636	RCFDG637	RCFDG641	RCFDG642	RCFDH171	RCFDH172	RCFDH173	RCFDH174	RCFDH175	RCFDH176	RCFDH177	RCFDH178	RCFDH179	RCFDH180	RCFDH181	RCFDH182	RCFDH185	RCFDH186	RCFDH187	RCFDH188	RCFDH191	RCFDH193	RCFDH194	RCFDH195	RCFDH196	RCFDH197	RCFDH198	RCFDH199	RCFDH200	RCFDH270	RCFDH271	RCFDH272	RCFDH273	RCFDH274	RCFDH275	RCFDH276	RCFDH277	RCFDH278	RCFDH279	RCFDH280	RCFDH281	RCFDH282	RCFDH283	RCFDH284	RCFDH285	RCFDH286	RCFDH287	RCFDH288	RCFDH289	RCFDH290	RCFDH291	RCFDH292	RCFDH293	RCFDH294	RCFDH295	RCFDH296	RCFDH297	RCFDH298	RCFDH299	RCFDH300	RCFDH301	RCFDH302	RCFDH303	RCFDH304	RCFDH307	RCFDH308	RCFDH309	RCFDH310	RCFDHJ74	RCFDHJ75	RCFDHJ76	RCFDHJ77	RCFDHJ78	RCFDHJ79	RCFDHJ80	RCFDHJ81	RCFDHJ82	RCFDHJ83	RCFDHJ84	RCFDHJ85	RCFDHJ86	RCFDHJ87	RCFDHJ88	RCFDHJ89	RCFDHJ90	RCFDHJ91	RCFDHJ92	RCFDHJ93	RCFDHJ94	RCFDHJ95	RCFDHJ96	RCFDHJ97	RCFDHJ98	RCFDHJ99	RCFDHK00	RCFDHK01	RCFDJA21	RCFDJJ30	RCFDJJ31	RCFDJJ32	RCFDS396	RCFDS397	RCFDS398	RCFDS399	RCFDS400	RCFDS402	RCFDS403	RCFDS405	RCFDS406	RCFDS413	RCFDS414	RCFDS415	RCFDS416	RCFDS417	RCFDS419	RCFDS420	RCFDS421	RCFDS423	RCFDS424	RCFDS425	RCFDS426	RCFDS427	RCFDS428	RCFDS429	RCFDS431	RCFDS432	RCFDS433	RCFDS434	RCFDS435	RCFDS436	RCFDS437	RCFDS439	RCFDS440	RCFDS441	RCFDS442	RCFDS443	RCFDS445	RCFDS446	RCFDS447	RCFDS449	RCFDS450	RCFDS451	RCFDS452	RCFDS453	RCFDS454	RCFDS455	RCFDS457	RCFDS458	RCFDS459	RCFDS460	RCFDS461	RCFDS462	RCFDS463	RCFDS466	RCFDS467	RCFDS469	RCFDS470	RCFDS471	RCFDS475	RCFDS476	RCFDS477	RCFDS478	RCFDS479	RCFDS480	RCFDS481	RCFDS482	
213471																																																																																																																																																																																																																																																	
213538																																																																																																																																																																																																																																																	
213912																																																																																																																																																																																																																																																	
214106																																																																																																																																																																																																																																																	
214414																																																																																																																																																																																																																																																	
214722																																																																																																																																																																																																																																																	
214807																																																																																																																																																																																																																																																	
215345																																																																																																																																																																																																																																																	
215653																																																																																																																																																																																																																																																	
215662																																																																																																																																																																																																																																																	
215710																																																																																																																																																																																																																																																	
216164																																																																																																																																																																																																																																																	
216922																																																																																																																																																																																																																																																	
217059																																																																																																																																																																																																																																																	
218131																																																																																																																																																																																																																																																	
218261																																																																																																																																																																																																																																																	
218878																																																																																																																																																																																																																																																	
219044																																																																																																																																																																																																																																																	
219651																																																																																																																																																																																																																																																	
219679																																																																																																																																																																																																																																																	
220059																																																																																																																																																																																																																																																	
220527																																																																																																																																																																																																																																																	
220844																																																																																																																																																																																																																																																	
220974																																																																																																																																																																																																																																																	
221775																																																																																																																																																																																																																																																	
222156																																																																																																																																																																																																																																																	
222558																																																																																																																																																																																																																																																	
222754																																																																																																																																																																																																																																																	
223322																																																																																																																																																																																																																																																	
223452																																																																																																																																																																																																																																																	
223751																																																																																																																																																																																																																																																	
223845																																																																																																																																																																																																																																																	
224954																																																																																																																																																																																																																																																	
225054																																																																																																																																																																																																																																																	
225157																																																																																																																																																																																																																																																	
225559																																																																																																																																																																																																																																																	
225942																																																																																																																																																																																																																																																	
226949																																																																																																																																																																																																																																																	
227151																																																																																																																																																																																																																																																	
227357																																																																																																																																																																																																																																																	
227656																																																																																																																																																																																																																																																	
227777																																																																																																																																																																																																																																																	
228000																																																																																																																																																																																																																																																	
228158																																																																																																																																																																																																																																																	
228279																																																																																																																																																																																																																																																	
228345																																																																																																																																																																																																																																																	
229070																																																																																																																																																																																																																																																	
229173																																																																																																																																																																																																																																																	
229342																																																																																																																																																																																																																																																	
229454																																																																																																																																																																																																																																																	
229801	64388074	584221	0	0	51307150	1141540	789006	316427	0	3619808	935853	2546494	81597	56610	2716018	1278370	57966	257221	23866	0	0	0	0	5162386	186459	165386	2393	2353175	4669934	4307616	10085650	42525187	545120	545120	0	0	0	545120	16462	8231	0	0	0	8231	18606	3721	0	0	0	3721	0	0	0	0	0	0	0	0	0	0	0	0	2257377	1128689	0	0	0	1128689	4733811	4743031	10135299	44374167	0	948606	5067650	44374167	51307150	207362	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	19673	0	0	305001	61000	0	0	305001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4189645	50432	0	0	36107	0	0	-746	0	-119930	0	0	0	2477	0	0	2477	0	0	0	0	8750	0	0	0	0	0	8750	0	0	0	0	0	0	0	6752033	0	939	5853350	897744	16363	0	16363	376685	0	0	0	0	0	376685	43090902	0	42598	0	4087867	38960437	0	23866	0	2129102	0	1139	0	0	0	0	0	0	0	0	
229913	4050082	1781	0	0	1021844	3505516	2840522	664994	0	322	129	0	0	193	0	0	0	0	844	0	0	0	0	114516	39936	21809	10	46600	2903113	686803	10	454932	69219	69219	0	28012	0	41207	459806	229903	0	199244	0	30659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	594906	297453	0	0	7500	289953	2903113	914059	7510	819911	0	182812	3755	819911	1021844	844	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	6124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430665	0	22526	0	0	408139	0	844	0	0	0	0	0	0	0	0	0	0	0	0	
230423																																																																																																																																																																																																																																																	
230610																																																																																																																																																																																																																																																	
230759																																																																																																																																																																																																																																																	
231279																																																																																																																																																																																																																																																	
232847																																																																																																																																																																																																																																																	
232856																																																																																																																																																																																																																																																	
233031	159430000	1527000	0	78000	125398000	11669000	10102000	1567000	0	5434000	30000	6247000	0	0	7940000	20082000	2000	670000	8000	0	0	0	8000	17406000	785000	249000	48000	7940000	18999000	31224000	26590000	72623000	1697000	1697000	105000	120000	0	1472000	584000	292000	25000	12000	0	255000	55000	11000	0	0	0	11000	0	0	0	0	0	0	2922000	2922000	0	0	1655000	1267000	41762000	20881000	9000	8000	209000	20591000	19228000	31365000	28454000	98402800	0	6273000	14227000	98402800	125320000	401000	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1134000	0	0	1533000	522000	0	0	1533000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27976000	2000	0	0	0	0	0	-843000	0	-718000	0	0	0	328000	0	45000	283000	0	0	0	0	1000	0	0	0	0	0	1000	127000	0	0	0	0	127000	0	24778000	0	592000	20308000	3878000	366000	0	366000	673000	0	0	0	0	0	673000	68535000	2000	142000	2442000	5949000	60000000	0	0	0	5716000	0	0	0	0	0	0	0	82000	79000	3000	
233246																																																																																																																																																																																																																																																	
233358																																																																																																																																																																																																																																																	
233442																																																																																																																																																																																																																																																	
233527																																																																																																																																																																																																																																																	
233554																																																																																																																																																																																																																																																	
234355																																																																																																																																																																																																																																																	
234506																																																																																																																																																																																																																																																	
234739																																																																																																																																																																																																																																																	
234841																																																																																																																																																																																																																																																	
235174																																																																																																																																																																																																																																																	
235231																																																																																																																																																																																																																																																	
235446																																																																																																																																																																																																																																																	
235530																																																																																																																																																																																																																																																	
235558																																																																																																																																																																																																																																																	
235950																																																																																																																																																																																																																																																	
236153																																																																																																																																																																																																																																																	
236256																																																																																																																																																																																																																																																	
236603																																																																																																																																																																																																																																																	
236706																																																																																																																																																																																																																																																	
236957																																																																																																																																																																																																																																																	
237066																																																																																																																																																																																																																																																	
237619																																																																																																																																																																																																																																																	
237954																																																																																																																																																																																																																																																	
238139																																																																																																																																																																																																																																																	
238250																																																																																																																																																																																																																																																	
238737																																																																																																																																																																																																																																																	
239556																																																																																																																																																																																																																																																	
239659																																																																																																																																																																																																																																																	
240954																																																																																																																																																																																																																																																	
241009																																																																																																																																																																																																																																																	
241157																																																																																																																																																																																																																																																	
241559																																																																																																																																																																																																																																																	
242257																																																																																																																																																																																																																																																	
242444																																																																																																																																																																																																																																																	
242949																																																																																																																																																																																																																																																	
242958																																																																																																																																																																																																																																																	
242976																																																																																																																																																																																																																																																	
243375																																																																																																																																																																																																																																																	
243414																																																																																																																																																																																																																																																	
243955																																																																																																																																																																																																																																																	
244037																																																																																																																																																																																																																																																	
244149																																																																																																																																																																																																																																																	
244158																																																																																																																																																																																																																																																	
244251																																																																																																																																																																																																																																																	
245016	2977085	24367	0	534	1906637	681138	675396	5742	0	192545	154241	25000	0	13304	120445	0	0	7364	0	0	0	0	0	113388	0	0	0	107640	950082	69759	198356	1775246	0	0	0	0	0	0	0	0	0	0	0	0	6784	1357	0	0	0	1357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	951346	69759	198356	1788094	0	13952	99178	1788094	1906103	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	3151	3151	0	0	3151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1845294	0	0	198356	1646938	0	0	0	0	0	0	0	0	0	0	39017	0	0	39017	0	0	0	0	0	2597	0	0	0	0	0	0	0	2262	2262	0	
245276																																																																																																																																																																																																																																																	
245351																																																																																																																																																																																																																																																	
245557																																																																																																																																																																																																																																																	
246022																																																																																																																																																																																																																																																	
246134																																																																																																																																																																																																																																																	
246451																																																																																																																																																																																																																																																	
246657																																																																																																																																																																																																																																																	
246947																																																																																																																																																																																																																																																	
246956																																																																																																																																																																																																																																																	
247140																																																																																																																																																																																																																																																	
247355																																																																																																																																																																																																																																																	
247476																																																																																																																																																																																																																																																	
247551																																																																																																																																																																																																																																																	
247908																																																																																																																																																																																																																																																	
248240																																																																																																																																																																																																																																																	
248352																																																																																																																																																																																																																																																	
248455																																																																																																																																																																																																																																																	
248633																																																																																																																																																																																																																																																	
248745																																																																																																																																																																																																																																																	
249416																																																																																																																																																																																																																																																	
249612																																																																																																																																																																																																																																																	
249658																																																																																																																																																																																																																																																	
250430																																																																																																																																																																																																																																																	
250476																																																																																																																																																																																																																																																	
250850																																																																																																																																																																																																																																																	
251558																																																																																																																																																																																																																																																	
251745																																																																																																																																																																																																																																																	
251978																																																																																																																																																																																																																																																	
252041																																																																																																																																																																																																																																																	
252452																																																																																																																																																																																																																																																	
253356																																																																																																																																																																																																																																																	
253468																																																																																																																																																																																																																																																	
253646																																																																																																																																																																																																																																																	
253730																																																																																																																																																																																																																																																	
254317																																																																																																																																																																																																																																																	
254504																																																																																																																																																																																																																																																	
254849																																																																																																																																																																																																																																																	
255350																																																																																																																																																																																																																																																	
255556																																																																																																																																																																																																																																																	
255574																																																																																																																																																																																																																																																	
255659																																																																																																																																																																																																																																																	
256058																																																																																																																																																																																																																																																	
256076																																																																																																																																																																																																																																																	
256179																																																																																																																																																																																																																																																	
256553																																																																																																																																																																																																																																																	
257233																																																																																																																																																																																																																																																	
257345																																																																																																																																																																																																																																																	
257578																																																																																																																																																																																																																																																	
257653																																																																																																																																																																																																																																																	
257756																																																																																																																																																																																																																																																	
258306																																																																																																																																																																																																																																																	
258379																																																																																																																																																																																																																																																	
258539																																																																																																																																																																																																																																																	
258874																																																																																																																																																																																																																																																	
259059																																																																																																																																																																																																																																																	
259330																																																																																																																																																																																																																																																	
259442																																																																																																																																																																																																																																																	
259956																																																																																																																																																																																																																																																	
260055																																																																																																																																																																																																																																																	
260831																																																																																																																																																																																																																																																	
261146																																																																																																																																																																																																																																																	
261360																																																																																																																																																																																																																																																	
261940																																																																																																																																																																																																																																																	
262059																																																																																																																																																																																																																																																	
262237																																																																																																																																																																																																																																																	
262358																																																																																																																																																																																																																																																	
262741																																																																																																																																																																																																																																																	
262844																																																																																																																																																																																																																																																	
262956																																																																																																																																																																																																																																																	
