"IDRSSD"	RCFDA591	RCFDB705	RCFDB706	RCFDB707	RCFDB708	RCFDB709	RCFDB710	RCFDB711	RCFDB726	RCFDB727	RCFDB728	RCFDB729	RCFDB730	RCFDB731	RCFDB732	RCFDB733	RCFDB734	RCFDB735	RCFDB736	RCFDB737	RCFDB738	RCFDB739	RCFDB740	RCFDB741	RCFDB742	RCFDB743	RCFDB744	RCFDB745	RCFDB746	RCFDB776	RCFDB779	RCFDB780	RCFDB781	RCFDB782	RCFDB783	RCFDB786	RCFDB787	RCFDB788	RCFDB789	RCFDB790	RCFDB796	RCFDB797	RCFDB803	RCFDB804	RCFDB805	RCFDB806	RCFDB807	RCFDB808	RCFDB809	RCFDC407	RCFDF699	RCFDHU09	RCFDHU10	RCFDHU11	RCFDHU12	RCFDHU13	RCFDHU14	RCFDHU15	RCFDHU16	RCFDHU17	RCFDHU18	RCONA591	RCONB705	RCONB711	RCONB733	RCONB739	RCONB740	RCONB746	RCONB776	RCONB782	RCONB783	RCONB789	RCONB790	RCONB796	RCONB797	RCONB803	RCONB804	RCONB805	RCONB806	RCONB807	RCONB808	RCONB809	RCONC407	RCONF699	RCONHU09	RCONHU15	RCONHU19	RIADB747	RIADB748	RIADB749	RIADB750	RIADB751	RIADB752	RIADB753	RIADB754	RIADB755	RIADB756	RIADB757	RIADB758	RIADB759	RIADB760	
155759																																																																																																						
156457																																																																																																						
156970																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	51					0	0	0	0		0						0	0						0	
157155																																																																																																						
157379																																																																																																						
157650																																																																																																						
157744																																																																																																						
157856																																																																																																						
158376																																																																																																						
158741																																																																																																						
159636																																																														0	0	0	0	0	0	0	0	0			56344	0	56344	0	0	162196					0	0	0	0		0						0	0						0	
159645																																																																																																						
159953																																																																																																						
159971																																																																																																						
160360																																																																																																						
160454																																																																																																						
160959																																																														72206	0	0	0	0	0	0	0	0			72	0	2	0	0	0					0	0	0	0		0						0	0						0	
161273																																																																																																						
161602																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	328						0	0	0		0						0	0						0	
162337																																																																																																						
163343																																																																																																						
163549																																																														198287	0	0	0	0	0	0	46	0			1157	0	46	0	1157	630948						0	0	0		0						0	0						0	
163857																																																																																																						
164153																																																																																																						
164331																																																																																																						
164377																																																																																																						
164957																																																																																																						
164975																																																																																																						
165628	757223	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492981	0	13221	0	653	2782077	0	0	0	0		199	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
165758																																																																																																						
166111																																																																																																						
166531																																																																																																						
166652																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	175149						0	0	0		0						0	0						0	
167453																																																																																																						
167752																																																																																																						
168571																																																																																																						
169354																																																																																																						
169653																																																														3637	0	0	0	0	0	0	0	0			221493	0	3947	0	0	2625621					0	4220	0	0		0						0	0						0	
169756																																																																																																						
170257																																																																																																						
170275																																																																																																						
170332																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
171133	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0					0	0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
171656																																																														0	0	0	0	0	0	0	0	0			25092	0	549	0	0	0						0	0	0		0						0	0						0	
171759																																																																																																						
171768																																																																																																						
172251																																																																																																						
172457																																																																																																						
172475																																																																																																						
172859																																																																																																						
173306																																																														0	0	0	0	0	0	0	0	0			1083	0	98	0	1083	123281						0	0	0		0						0	0						0	
173557																																																																																																						
173575																																																														0	0	0	0	0	0	0	0	0			2074	0	138	0	0	0						0	0	0		0						0	0						0	
173641																																																																																																						
173959																																																																																																						
174321																																																																																																						
174367																																																																																																						
174572																																																														99565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386313	0	0	0	0	0	0	0	0	0	0						0	0						0	
175056																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
175140																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	107780	28092						0	0	0		0						0	0						0	
175458																																																																																																						
175609																																																																																																						
176101																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
176325																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
176464																																																																																																						
176642																																																																																																						
177135																																																																																																						
177443																																																																																																						
177500																																																																																																						
177555																																																																																																						
177751																																																																																																						
178150																																																																																																						
178244																																																																																																						
178356																																																																																																						
178851																																																																																																						
179148																																																																																																						
179335																																																																																																						
179700																																																														8965	0	0	0	0	0	0	0	0			0	0	0	0	0	49957						0	0	0		0						0	0						0	
180144																																																																																																						
180845																																																																																																						
181963																																																																																																						
182951																																																																																																						
183668																																																																																																						
183770																																																																																																						
183958																																																																																																						
184656																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
184759																																																																																																						
185251																																																																																																						
185448																																																																																																						
185859																																																																																																						
186717																																																																																																						
186744																																																																																																						
187648																																																																																																						
187947																																																														8302	0	0	0	0	0	0	0	0			0	0	0	0	0	124685						0	0	0		0						0	0						0	
188056																																																																																																						
188177																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
188430																																																														9781	0	0	0	0	0	0	0	0			0	0	0	0	0	22167						0	0	0		0						0	0						0	
188449																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
188720																																																																																																						
188739																																																																																																						
188917																																																																																																						
189129																																																																																																						
189950																																																																																																						
190563																																																																																																						
190648																																																																																																						
190947																																																																																																						
190956																																																																																																						
191355																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	36764					0	135	0	0		0						0	0						0	
191935																																																																																																						
192147																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
192558																																																														0	0	0	0	0	0	0	0	0			518	0	55	0	518	190859					0	0	0	0		0						0	0						0	
192651																																																																																																						
192857																																																																																																						
193162																																																																																																						
193537																																																																																																						
193649																																																																																																						
193809																																																																																																						
194440																																																																																																						
194570																																																																																																						
194936																																																																																																						
195111																																																																																																						
195157																																																																																																						
195456																																																																																																						
196752																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
196800																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	46474	110906						0	0	0		0						0	0						0	
197142																																																																																																						
197254																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
197302																																																																																																						
197478	3417996	0	0	0	0	0	0	12466								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2991	15595	2991	14996	2991	194964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
197759																																																																																																						
198073																																																																																																						
198149																																																																																																						
198251																																																																																																						
198961																																																																																																						
199137																																																																																																						
199351																																																																																																						
199436																																																																																																						
199463																																																																																																						
200435																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
201254																																																																																																						
201834																																																														34736	0	0	0	0	0	0	0	0			7773	0	7773	0	0	0					0	0	0	0		0						0	0						0	
202514																																																																																																						
202541																																																																																																						
202907																																																														438861	0	0	0	0	0	0	0	0	0	0	75938	0	2638	0	75938	479443	0	0	0	0		2982	0	0	0	0						0	0						0	
203043																																																														0	0	0	0	0	0	0	0	0			61781	0	10442	0	61781	192712						0	0	0		0						0	0						0	
203052																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
203575																																																																																																						
204004																																																														0	0	0	0	0	0	0	0	0	0	0	7253	0	1629	0	7253	87642	0	0	0	0	0	369	0	0	0	0						0	0						0	
204237																																																																																																						
204826																																																																																																						
205243																																																																																																						
205346																																																																																																						
205458																																																																																																						
205542																																																																																																						
206156																																																																																																						
206174																																																																																																						
206473																																																																																																						
206772																																																																																																						
206950																																																																																																						
207041																																																																																																						
207050																																																														57973	261502	0	2221	0	156	0	0	0			304032	0	1394	0	304032	4495986						1070	0	0		0						0	0						0	
207452																																																																																																						
207470																																																																																																						
207555																																																																																																						
207872																																																																																																						
208057																																																														3344	0	0	0	0	0	0	0	0			0	0	0	0	0	164752					0	0	0	0		0						0	0						0	
208244	1753356	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9148	0	9148	0	9148	6938024	0	0	0	0	0	2911	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
208347																																																																																																						
208440																																																																																																						
208459																																																																																																						
208570																																																																																																						
208655																																																																																																						
208972																																																																																																						
209148																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	88653					0	0	0	0		0						0	0						0	
209362																																																																																																						
209559																																																																																																						
209858																																																																																																						
210238																																																																																																						
210256																																																																																																						
210434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
211114																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
211271																																																														0	513464	0	2461	0	0	0	0	0			31207	0	12008	0	0	1585336					0	0	0	0		0						0	0						0	
211338																																																																																																						
211851																																																																																																						
212018																																																														5646	0	0	0	0	0	0	0	0			0	0	0	0	0	12417						0	0	0		0						0	0						0	
212344																																																																																																						
212522																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	296850					0	0	0	0		0						0	0						0	
212577																																																														304705	0	0	0	0	0	0	0	0			0	0	0	0	0	77845						0	0	0		0						0	0						0	
213471																																																																																																						
213538																																																																																																						
213912																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	19659					0	0	0	0		0						0	0						0	
214106																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
214414																																																														502788	0	0	0	0	0	0	0	0			0	0	0	0	0	361094					0	253	0	0		0						0	0						0	
214722																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	276380						0	0	0		0						0	0						0	
214807																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0						0	
215345																																																																																																						
215653																																																																																																						
215662																																																														0	0	0	0	0	0	0	0	0			3871	0	394	0	0	0						0	0	0		0						0	0						0	
215710																																																																																																						
216164																																																																																																						
216922																																																														289613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0						0	0						0	
217059																																																														0	0	0	0	0	0	0	0	0			276	0	2	0	276	0						0	0	0		0						0	0						0	
218131																																																																																																						
218261																																																																																																						
218878																																																														0	0	0	0	0	0	0	34	0			33	0	0	0	195	67866						0	0	0		0						0	0						0	
219044																																																																																																						
219651																																																																																																						
219679																																																																																																						
220059																																																																																																						
220527																																																														12649	0	0	0	0	0	0	0	0			0	0	0	0	0	105						0	0	0		0						0	0						0	
220844																																																																																																						
220974																																																																																																						
221775																																																																																																						
222156																																																																																																						
222558																																																																																																						
222754																																																																																																						
223322																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	181	606778						0	0	0		0						0	0						0	
223452																																																																																																						
223751																																																																																																						
223845																																																																																																						
224954																																																																																																						
225054																																																																																																						
225157																																																																																																						
225559																																																																																																						
225942																																																																																																						
226949																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
227151																																																																																																						
227357																																																																																																						
227656																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0		0						0	0						0	
227777																																																																																																						
228000																																																																																																						
228158																																																																																																						
228279																																																																																																						
228345																																																																																																						
229070																																																																																																						
229173																																																																																																						
229342																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
229454																																																																																																						
229801	3859497	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2982064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
229913	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0					0	0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230423																																																																																																						
230610																																																																																																						
230759																																																														168795	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
231279																																																																																																						
232847																																																																																																						
232856																																																																																																						
233031	26713000	4071000	0	0	0	0	0	1401000	0	0	0	0	0	0	0	45000	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4000	8462000	4000	2805000	4000	63806000	0	0	0	0	0	63000	0	0	0	0	0	0	0	0	0	0																											0	0	0	0	0	0	0	0	0	0	0	0	0	0	
233246																																																																																																						
233358																																																																																																						
233442																																																																																																						
233527																																																																																																						
233554																																																																																																						
234355																																																														0	0	0	0	0	0	0	0	0			123	0	10	0	123	696621						1248	0	0		0						0	0						0	
234506																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
234739																																																																																																						
234841																																																																																																						
235174																																																																																																						
235231																																																																																																						
235446																																																																																																						
235530																																																																																																						
235558																																																																																																						
235950																																																																																																						
236153																																																														0	0	0	0	0	0	0	0	0			324268	0	106720	0	0	878558						0	0	0		0						0	0						0	
236256																																																																																																						
236603																																																																																																						
236706																																																														195710	0	0	0	0	0	0	0	0			0	0	0	0	0	1838						0	0	0		0						0	0						0	
236957																																																														32453	0	0	0	0	0	0	0	0			0	0	0	0	0	132567					0	0	0	0		0						0	0						0	
237066																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
237619																																																														102270	0	0	0	0	0	0	0	0			0	0	0	0	0	16612						0	0	0		0						0	0						0	
237954																																																																																																						
238139																																																																																																						
238250																																																																																																						
238737																																																																																																						
239556																																																																																																						
239659																																																																																																						
240954																																																																																																						
241009																																																																																																						
241157																																																														0	0	0	0	0	0	0	283	0			5655	0	283	0	5655	47249						58	0	0		0						0	0						0	
241559																																																																																																						
242257																																																																																																						
242444																																																																																																						
242949																																																																																																						
242958																																																																																																						
242976																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
243375																																																																																																						
243414																																																																																																						
243955																																																																																																						
244037																																																																																																						
244149																																																														0	0	0	0	0	0	0	0	0			157011	0	156733	0	13101	1799407						4004	0	0		0						0	0						0	
244158																																																																																																						
244251																																																																																																						
245016	0	0	0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0						0	0	0	0	0	0	0	0																														0	0	0	0	0	0	0	0	0	0	0	0	0	0	
245276																																																														0	1827971	0	11011	0	0	0	0	0	0	0	81285	0	81285	0	81285	5512954	0	0	0	0	0	8648	0	0	0	0						0	0						0	
245351																																																																																																						
245557																																																																																																						
246022																																																														0	0	0	0	0	0	0	0	0			10003	0	10003	0	0	0						0	0	0		0						0	0						0	
246134																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
246451																																																																																																						
246657																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
246947																																																																																																						
246956																																																																																																						
247140																																																																																																						
247355																																																																																																						
247476																																																																																																						
247551																																																																																																						
247908																																																																																																						
248240																																																														266822	0	0	0	0	0	0	8	0			54942	0	418	0	54942	840813					0	525	0	0		0						0	0						0	
248352																																																																																																						
248455																																																																																																						
248633																																																																																																						
248745																																																																																																						
249416																																																																																																						
249612																																																														8550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1819	0	0	0	0		0	0	0	0	0						0	0						0	
249658																																																																																																						
250430																																																																																																						
250476																																																																																																						
250850																																																																																																						
251558																																																																																																						
251745																																																																																																						
251978																																																																																																						
252041																																																																																																						
252452																																																																																																						
253356																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0	0	0		0						0	0						0	
253468																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
253646																																																																																																						
253730																																																																																																						
254317																																																																																																						
254504																																																																																																						
254849																																																																																																						
255350																																																																																																						
255556																																																																																																						
255574																																																																																																						
255659																																																														0	0	0	0	0	0	0	0	0			174339	0	129803	0	45537	0					0	0	0	0		0						0	0						0	
256058																																																																																																						
256076																																																																																																						
256179																																																																																																						
256553																																																														0	0	0	0	0	0	0	0	0			425192	0	425192	0	425192	0						0	0	0		0						0	0						0	
257233																																																																																																						
257345																																																																																																						
257578																																																																																																						
257653																																																																																																						
257756																																																																																																						
258306																																																																																																						
258379																																																																																																						
258539																																																																																																						
258874																																																																																																						
259059																																																																																																						
259330																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
259442																																																																																																						
259956																																																																																																						
260055																																																														0	0	0	0	0	0	0	0	0			54322	0	54322	0	0	0						0	0	0		0						0	0						0	
260831																																																																																																						
261146																																																														344328	0	0	0	0	0	0	0	0			253762	0	2421	0	0	603727					0	2430	0	0		0						0	0						0	
261360																																																																																																						
261940																																																																																																						
262059																																																																																																						
262237																																																																																																						
262358																																																																																																						
262741																																																																																																						
262844																																																																																																						
262956																																																																																																						
263243																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
263627																																																																																																						
264455																																																																																																						
264772																																																														7748843	0	4748578	0	45935	0	19250	0	0	0	0	0	20001	0	531	0	81	0	0	0	0	0	0	0	873	3484729	0						61364	0						8994	
265340																																																																																																						
265407																																																																																																						
265452																																																																																																						
265676																																																																																																						
266244																																																																																																						
266253																																																																																																						
266655																																																																																																						
266851																																																																																																						
266945																																																																																																						
267652																																																																																																						
268006																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	50513	304581					0	0	0	0		0						0	0						0	
268136																																																																																																						
268677																																																														0	0	0	0	0	0	0	0	0			104	0	104	0	104	104					0	0	0	0		0						0	0						0	
268828																																																														0	0	0	0	0	0	0	0	0			0	0	0	0	0	0					0	0	0	0		0						0	0						0	
268976																																																																																																						
269049																																																																																																						
269058																																																														0	0	0	0	0	0	0	0	0			59325	0	1304	0	59325	0					0	0	0	0		0						0	0						0	
