"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1403	RCFD1406	RCFD1407	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDHK26	RCFDHK27	RCFDHK28	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDPV23	RCFDPV24	RCFDPV25	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1403	RCON1406	RCON1407	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON5380	RCON5381	RCON5382	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONHK26	RCONHK27	RCONHK28	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK102	RCONK103	RCONK104	RCONK105	RCONK106	RCONK107	RCONK108	RCONK109	RCONK110	RCONK111	RCONK112	RCONK113	RCONK114	RCONK115	RCONK116	RCONK117	RCONK118	RCONK119	RCONK120	RCONK121	RCONK122	RCONK123	RCONK124	RCONK125	RCONK126	RCONK127	RCONK128	RCONK130	RCONK131	RCONK132	RCONK138	RCONK139	RCONK140	RCONK213	RCONK214	RCONK215	RCONK216	RCONK217	RCONK218	RCONK257	RCONK258	RCONK259	RCONK274	RCONK275	RCONK276	RCONK277	RCONK278	RCONK279	RCONK280	RCONK281	RCONK282	RCONPV23	RCONPV24	RCONPV25	
1669																																																																																																		0	0	0							808	5533	392	0	0	0	1000	288	482	0	0	0	0	0	0	0	0	0				0	0	0	177	0	0	0	0	0	0	0	0	0	0	0		242	0	3237	73	195	0								0	0	0	0	0	0	365	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															292	3	67	267	28	17													0	0	0	
1856																																																																																																		0	0	0							257	896	0	0	762	0	0	0	257	0	0	0	0	0	0	0	0	0				0	0	0	762	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	51	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															52	0	0	31	0	0													0	0	0	
2161																																																																																																		0	0	0							328	2875	0	0	0	0	96	0	0	0	0	0	1271	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		328	0	1253	0	0	0								0	0	0	0	0	0	0	248	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	7	0	0													0	0	0	
2732																																																																																																		0	0	0							6169	724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		700	700	0	0	0	0								0	0	0	0	0	0	724	0	0	0	0	4769				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
2750																																																																																																		0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
3252																																																																																																		0	0	0							1237	2451	479	330	509	0	33	0	22	1662	469	360	0	0	0	0	0	0				0	0	0	511	0	330	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	417				0	0	0	0	0	164	0	0	156	0	0	0		0	0																															105	0	61	140	10	47													0	0	0	
3720																																																																																																		0	0	0							16	336	14	0	0	0	51	12	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	248	2	0	0								0	14	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	16	23	0	0													0	0	0	
3971																																																																																																		0	0	531							10477	3390	351	0	0	0	1035	0	6397	243	0	0	0	0	0	0	0	0				186	0	11	0	0	0	0	0	0	0	0	0	0	0	0		208	0	583	351	666	0								0	0	0	0	0	0	98	0	0	0	0	2184				13	0	3756	0	0	2717	0	0	2523	0	0	0		0	0																															0	0	0	579	0	1146													0	0	0	
4231																																																																																																		0	0	0							130	363	0				24	0	2	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2	0	318	0	0	0								0	0	0	0	0	0	0	0	0	0	126	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															1	0	0	20	0	0													0	0	0	
5069																																																																																																		0	0	0							13764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2012	0	0	0	0	0								0	0	0	0	0	533	0	0	0	0	1299	9920				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
5135																																																																																																		0	0	0							17629	5377	591	6671	1322	45	135	0	663	1512	0	8242	132	0	0	0	0	0				0	0	0	1322	45	6671	0	0	0	25	5	49	0	0	0		1669	27	1259	520	0	0								0	200	0	0	0	275	602	0	0	0	0	0				0	0	837	0	0	0	0	0	0	0	0	0		0	0																															83	0	16	107	21	17													0	0	0	
5210																																																																																																		0	0	0							7626	11059	1959	0	0	0	327	0	2196	225	0	96	0	0	121	0	0	0				1291	242	5	23	0	0	0	0	0	0	0	0	0	0	0		1625	233	8070	1712	343	0								514	0	0	0	0	0	0	259	0	0	2737	613				0	0	4134	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	7	5	0													0	0	0	
5461																																																																																																		0	0	0							886	4180	1029	0	0	0	0	0	886	3451	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	726	1029	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	3	0	0													0	0	0	
5751																																																																																																		0	0	0							2425	1140	576	0	78	0	422	0	1273	0	576	0	0	0	0	0	0	0				0	0	0	78	0	0	0	0	0	0	0	0	0	0	0		478	0	46	0	0	0								190	0	0	0	0	0	343	0	0	0	673	0				0	0	521	0	0	962	0	0	722	0	0	0		0	0																															42	0	1	19	0	0													0	0	0	
6039																																																																																																		0	0	0	0	0	0	0	0	0	316	2213	0	0	0	0	97	0	90	874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	22	0	0	0	0	0	0	50	0	325	0	0	0	0	0			0	0	0	0	259	0	0	0	7	233	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
6329																																																																																																		0	0	0	0	0	0	0	0	0	10830	32411	0	0	0	0	1230	0	328	383	0	55	0	0	0	0	0	0	0	0	0	86	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	2510	173	3949	0	248	0	0	0			0	0	0	770	1414	0	0	0	280	3472	687	0	0	2845	147	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17922	0	3781	2011	0	711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
7009																																																																																																		0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0								0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0		0	0																															0	0	0	0	0	0													0	0	0	
