"IDRSSD"	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF585	RCFDF589	RCFDF597	RCFDF601	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCFDHT87	RCFDHT88	RCFDHT89	RCFDHT91	RCFDHT92	RCFDHT93	RCFDJA36	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF585	RCONF589	RCONF597	RCONF601	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	RCONG547	RCONG548	RCONG549	RCONG550	RCONG551	RCONG552	RCONG553	
233246																																																																																																																																																																																																																																																	
233358																																																																																																																																																																																																																																																	
233442																																																																																																																																																																																																																																																	
233527																																																																																																																																																																																																																																																	
233554																																																																																																																																																																																																																																																	
234355																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		7319	0	89	20	0	426927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	434246	0	427016	20	7210	0	0	0	0	0	0	0	0	0	359	0	359	0	0	7210				7210														
234506																																																																																																																																																																																																																																																	
234739																																																																																																																																																																																																																																																	
234841																																																																																																																																																																																																																																																	
235174																																																																																																																																																																																																																																																	
235231																																																																																																																																																																																																																																																	
235446																																																																																																																																																																																																																																																	
235530																																																																																																																																																																																																																																																	
235558																																																																																																																																																																																																																																																	
235950																																																																																																																																																																																																																																																	
236153																																																																																																																																																												1318	1318	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	119	602233	0	0	0	0	0	0	0	0	0	0	0	0	0	1318	0	0	0	0	0	0	603670	0	119	603551	0	0	0	1318	0	0	0	0	0	0	1318	0	0	1318	0																			
236256																																																																																																																																																																																																																																																	
236603																																																																																																																																																																																																																																																	
236706																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		12257	0	0	12257	0	13375	710046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	735678	0	13375	722303	0	0	0	0	0	0	0	0	0	0	9195	0	0	9195	0						12257			12257										
236957																																																																																																																																																																																																																																																	
237066																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	44535	627922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	672457	0	44535	627922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
237619																																																																																																																																																												431	7662	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	44785	156109	0	0	0	0	0	0	0	0	0	0	0	0	0	431	0	0	0	0	0	0	201325	0	44785	156540	0	0	0	7662	0	0	0	0	0	0	7662	0	0	7662	0																			
237954																																																																																																																																																																																																																																																	
238139																																																																																																																																																																																																																																																	
238250																																																																																																																																																																																																																																																	
238737																																																																																																																																																																																																																																																	
239556																																																																																																																																																																																																																																																	
239659																																																																																																																																																																																																																																																	
240954																																																																																																																																																																																																																																																	
241009																																																																																																																																																																																																																																																	
241157																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		226	0	0	226	0	0	183559	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184785	0	0	183785	1000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226			226															
241559																																																																																																																																																																																																																																																	
242257																																																																																																																																																																																																																																																	
242444																																																																																																																																																																																																																																																	
242949																																																																																																																																																																																																																																																	
242958																																																																																																																																																																																																																																																	
242976																																																																																																																																																																																																																																																	
243375																																																																																																																																																																																																																																																	
243414																																																																																																																																																																																																																																																	
243955																																																																																																																																																																																																																																																	
244037																																																																																																																																																																																																																																																	
244149																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		28	0	0	28	0	0	123019	0	8813	0	0	8813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131860	0	0	131860	0	0	0	0	0	0	0	0	0	0	35	0	0	35	0						28			28										
244158																																																																																																																																																																																																																																																	
244251																																																																																																																																																																																																																																																	
245016	0	0	0	0	0	2577829	0	2577829				0	0	0	0	0	0		0	0		66932	0	0	66932	0	0	130071	0	0	0	0	0	0	0	0	0	0	0	1857022	2922	0	0	1859944	0	0	0	0	0	0	0	0	0	2054025	2922	0	197003	1859944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2578932	0	0	1103	2577829											264			264		21309			21309																	1103			1103																	0	1103	0	0	1103	0	0	0	0	0	0	0	130071																																																																																						
245276																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		67228	0	0	0	0	2131	2458194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2527553	0	2131	2458194	67228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67228				67228														
245351																																																																																																																																																																																																																																																	
245557																																																																																																																																																																																																																																																	
246022																																																																																																																																																																																																																																																	
246134																																																																																																																																																																																																																																																	
246451																																																																																																																																																																																																																																																	
246657																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	499485	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504485	0	0	499485	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
246947																																																																																																																																																																																																																																																	
246956																																																																																																																																																																																																																																																	
247140																																																																																																																																																																																																																																																	
247355																																																																																																																																																																																																																																																	
247476																																																																																																																																																																																																																																																	
247551																																																																																																																																																																																																																																																	
247908																																																																																																																																																																																																																																																	
248240																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		188	0	0	62	0	0	91588	0	1867	0	0	1867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93643	0	0	93517	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
248352																																																																																																																																																																																																																																																	
248455																																																																																																																																																																																																																																																	
248633																																																																																																																																																																																																																																																	
248745																																																																																																																																																																																																																																																	
249416																																																																																																																																																																																																																																																	
249612																																																																																																																																																												6459	0	111521	111521	0	0	0	0				0	0	0	0	0	0		0	0		31343	0	0	31343	0	6269	3630023	0	0	0	0	0	0	0	0	0	0	0	0	0	6459	0	111521	0	0	111521	0	3785615	0	6269	3779346	0	0	0	0	0	0	0	0	0	0	2355	0	0	2355	0						31343			31343										
249658																																																																																																																																																																																																																																																	
250430																																																																																																																																																																																																																																																	
250476																																																																																																																																																																																																																																																	
250850																																																																																																																																																																																																																																																	
251558																																																																																																																																																																																																																																																	
251745																																																																																																																																																																																																																																																	
251978																																																																																																																																																																																																																																																	
252041																																																																																																																																																																																																																																																	
252452																																																																																																																																																																																																																																																	
253356																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	319418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319418	0	0	319418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
253468																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		68849	0	0	68849	0	0	720213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	789062	0	0	789062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						68849			68849										
253646																																																																																																																																																																																																																																																	
253730																																																																																																																																																																																																																																																	
254317																																																																																																																																																																																																																																																	
254504																																																																																																																																																																																																																																																	
254849																																																																																																																																																																																																																																																	
255350																																																																																																																																																																																																																																																	
255556																																																																																																																																																																																																																																																	
255574																																																																																																																																																																																																																																																	
255659																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	1822274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1822274	0	0	1822274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
256058																																																																																																																																																																																																																																																	
256076																																																																																																																																																																																																																																																	
256179																																																																																																																																																																																																																																																	
256553																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		4745	0	0	4528	0	0	565772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	570517	0	0	570300	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4528			4528							217				217				
257233																																																																																																																																																																																																																																																	
257345																																																																																																																																																																																																																																																	
257578																																																																																																																																																																																																																																																	
257653																																																																																																																																																																																																																																																	
257756																																																																																																																																																																																																																																																	
258306																																																																																																																																																																																																																																																	
258379																																																																																																																																																																																																																																																	
258539																																																																																																																																																																																																																																																	
258874																																																																																																																																																																																																																																																	
259059																																																																																																																																																																																																																																																	
259330																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		1338	0	0	1338	0	0	181109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182447	0	0	182447	0	0	0	0	0	0	0	0	0	0	48	0	0	48	0						1338			1338										
259442																																																																																																																																																																																																																																																	
259956																																																																																																																																																																																																																																																	
260055																																																																																																																																																												4147	4147	0	0	0	0	0	0				0	0	0	0	0	0		0	0		173	0	146	27	0	0	740541	0	2556	0	0	2556	0	0	0	0	0	0	0	0	4147	0	0	0	0	0	0	747417	0	146	747271	0	0	0	4147	0	0	0	0	0	0	4318	0	0	4318	0						173		146	27										
260831																																																																																																																																																																																																																																																	
261146																																																																																																																																																																																																																																																	
261360																																																																																																																																																																																																																																																	
261940																																																																																																																																																																																																																																																	
262059																																																																																																																																																																																																																																																	
262237																																																																																																																																																																																																																																																	
262358																																																																																																																																																																																																																																																	
262741																																																																																																																																																																																																																																																	
262844																																																																																																																																																																																																																																																	
262956																																																																																																																																																																																																																																																	
263243																																																																																																																																																																																																																																																	
263627																																																																																																																																																																																																																																																	
264455																																																																																																																																																																																																																																																	
264772																																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	2083	0	2083	0	0	0	0	0	0	0	63685	0	0	6111	0	0	372609	3484729	1836121	0	0	0	1836121	1237093	0	0	0	1237093	0	0	0	0	0	0	0	0	0	6994237	0	0	378720	6615517	0	0	0	0	0	0	0	0	0	2693	0	0	2338	355	0	0	0	0	0	0	0	0	0	0	57574	0	0	0	57574	0	0	0	
265340																																																																																																																																																																																																																																																	
265407																																																																																																																																																																																																																																																	
265452																																																																																																																																																																																																																																																	
265676																																																																																																																																																																																																																																																	
266244																																																																																																																																																																																																																																																	
266253																																																																																																																																																																																																																																																	
266655																																																																																																																																																																																																																																																	
266851																																																																																																																																																																																																																																																	
266945																																																																																																																																																																																																																																																	
267652																																																																																																																																																																																																																																																	
268006																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		3767	0	0	216	31095	0	399173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12949	0	12949	0	0	384794	31095	12949	399389	3551	0	0	0	0	0	0	0	0	0	360	0	0	360	0	3551				3551														
268136																																																																																																																																																																																																																																																	
268677																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	0	42221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42221	0	0	42221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
268828																																																																																																																																																																																																																																																	
268976																																																																																																																																																																																																																																																	
269049																																																																																																																																																																																																																																																	
269058																																																																																																																																																																																																																																																	
269571																																																																																																																																																																																																																																																	
269759																																																																																																																																																																																																																																																	
270148																																																																																																																																																																																																																																																	
270353																																																																																																																																																																																																																																																	
270504																																																																																																																																																																																																																																																	
270531																																																																																																																																																																																																																																																	
270652																																																																																																																																																																																																																																																	
271136																																																																																																																																																																																																																																																	
271275																																																																																																																																																																																																																																				50			50										
271341																																																																																																																																																																																																																																																	
271529																																																																																																																																																																																																																																																	
272030																																																																																																																																																																																																																																																	
272058																																																																																																																																																																																																																																																	
272151																																																																																																																																																																																																																																																	
272272																																																																																																																																																																																																																																																	
272302																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		0	0	0	0	0	392818	99289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492107	0	392818	99289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																			
273336																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		10194	0	0	2751	0	11399	491635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	513228	0	11399	494386	7443	0	0	0	0	0	0	0	0	0	2751	0	0	2751	0																2751			
273550																																																																																																																																																																																																																																																	
273653																																																																																																																																																																																																																																																	
273662																																																																																																																																																																																																																																																	
273840																																																																																																																																																																																																																																																	
273859																																																																																																																																																																																																																																																	
274025																																																																																																																																																																																																																																																	
274052																																																																																																																																																																																																																																																	
274829																																																																																																																																																																																																																																																	
274856																																																																																																																																																																																																																																																	
275255																																																																																																																																																																																																																																																	
275358																																																																																																																																																																																																																																																	
275479																																																																																																																																																																																																																																																	
275657																																																																																																																																																																																																																																																	
276074																																																																																																																																																																																																																																																	
276159																																																																																																																																																																																																																																																	
276551																																																																																																																																																																																																																																																	
276579																																																																																																																																																												0	0	0	0	0	0	0	0				0	0	0	0	0	0		0	0		1099600	297878	159022	1060061	0	1734810	7493707	0	57264	0	0	57264	0	0	0	0	0	0	0	0	0	0	104420	0	0	104420	0	10489801	297878	1893832	8715452	178395	0	0	0	0	0	0	0	0	0	207720	194274	9452	392542	0											575710			575710					
276645																																																																																																																																																																																																																																																	
276654																																																																																																																																																																																																																																																	
276850																																																																																																																																																																																																																																																	
