"IDRSSD"	RCFD3411	RCFD3430	RCFD3432	RCFD3433	RCFD3434	RCFD3435	RCFD3450	RCFD3555	RCFD3556	RCFD3557	RCFD3814	RCFD3815	RCFD3817	RCFD3819	RCFD3820	RCFD3821	RCFD3822	RCFD3826	RCFD5591	RCFD5592	RCFD5593	RCFD5594	RCFD5595	RCFD6550	RCFD8693	RCFD8694	RCFD8695	RCFD8696	RCFD8697	RCFD8698	RCFD8699	RCFD8700	RCFD8701	RCFD8702	RCFD8703	RCFD8704	RCFD8705	RCFD8706	RCFD8707	RCFD8708	RCFD8709	RCFD8710	RCFD8711	RCFD8712	RCFD8713	RCFD8714	RCFD8715	RCFD8716	RCFD8719	RCFD8720	RCFD8723	RCFD8724	RCFD8725	RCFD8726	RCFD8727	RCFD8728	RCFD8733	RCFD8734	RCFD8735	RCFD8736	RCFD8737	RCFD8738	RCFD8739	RCFD8740	RCFD8741	RCFD8742	RCFD8743	RCFD8744	RCFD8745	RCFD8746	RCFD8747	RCFD8748	RCFD8765	RCFDA126	RCFDA127	RCFDA589	RCFDC219	RCFDC220	RCFDC221	RCFDC222	RCFDC223	RCFDC224	RCFDC968	RCFDC969	RCFDC970	RCFDC971	RCFDC972	RCFDC973	RCFDC974	RCFDC975	RCFDC978	RCFDF164	RCFDF165	RCFDG401	RCFDG402	RCFDG403	RCFDG404	RCFDG405	RCFDG406	RCFDG407	RCFDG408	RCFDG409	RCFDG410	RCFDG411	RCFDG412	RCFDG413	RCFDG414	RCFDG415	RCFDG416	RCFDG417	RCFDG418	RCFDG420	RCFDG421	RCFDG422	RCFDG423	RCFDG425	RCFDG426	RCFDG427	RCFDG428	RCFDG430	RCFDG431	RCFDG432	RCFDG433	RCFDG435	RCFDG436	RCFDG437	RCFDG438	RCFDG440	RCFDG441	RCFDG442	RCFDG443	RCFDG445	RCFDG446	RCFDG447	RCFDG448	RCFDG450	RCFDG451	RCFDG452	RCFDG453	RCFDG455	RCFDG456	RCFDG457	RCFDG458	RCFDG460	RCFDG461	RCFDG462	RCFDJ455	RCFDJ456	RCFDJ457	RCFDJ459	RCFDPV10	RCFDPV11	RCFDPV12	RCFDPV13	RCFDPV14	RCFDPV15	RCFDPV16	RCON3411	RCON3430	RCON3432	RCON3433	RCON3434	RCON3435	RCON3450	RCON3555	RCON3556	RCON3557	RCON3814	RCON3815	RCON3817	RCON3819	RCON3820	RCON3821	RCON3822	RCON3826	RCON5591	RCON5592	RCON5593	RCON5594	RCON5595	RCON6550	RCON8693	RCON8694	RCON8695	RCON8696	RCON8697	RCON8698	RCON8699	RCON8700	RCON8701	RCON8702	RCON8703	RCON8704	RCON8705	RCON8706	RCON8707	RCON8708	RCON8709	RCON8710	RCON8711	RCON8712	RCON8713	RCON8714	RCON8715	RCON8716	RCON8719	RCON8720	RCON8723	RCON8724	RCON8725	RCON8726	RCON8727	RCON8728	RCON8733	RCON8734	RCON8735	RCON8736	RCON8737	RCON8738	RCON8739	RCON8740	RCON8741	RCON8742	RCON8743	RCON8744	RCON8745	RCON8746	RCON8747	RCON8748	RCONA126	RCONA127	RCONA589	RCONC219	RCONC220	RCONC221	RCONC222	RCONC223	RCONC224	RCONC968	RCONC969	
132938																																																																																																																																																														0	0	0	0							47	0		312		0			0					0																																																												
133579																																																																																																																																																														300	0	0	0	0	0	0	0	0	0	21203	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
133971																																																																																																																																																														0	0	0	0							9331	0		0		0			0					0																																																												
134156																																																																																																																																																														0	0	0	0							0	0		0		0			0					0																																																												
134437																																																																																																																																																														0	0	0	0							10609	0		14272		0			0					0																													2357																				0											
134455																																																																																																																																																														0	0	0	0							0	0		0		1450			0					0																																																												
134848																																																																																																																																																														0	0	0	0							3091	0		0		3511			0					0																																																												
135836																																																																																																																																																														0	0	0	0							0	0		130		0			0					6																																																												
135854																																																																																																																																																														201	0	0	0							541	1637		0		0			0					0																																																												
136048																																																																																																																																																														0	0	0	0							420	0		1296		0			0					0																																																												
136338																																																																																																																																																														0	0	0	0							3745	0		333		0			0					0																																																												
136655																																																																																																																																																														0	0	0	0							0	0		95		0			0					0																																																												
137205																																																																																																																																																														0	20100	0	0							106002	18804		3585		4130			0					0																													357367																				0											
137447																																																																																																																																																														0	2350	0	0							485	0		1931		0			0					0																																																												
137456																																																																																																																																																														0	0	0	0							0	0		0		1380			0					0																																																												
137559																																																																																																																																																														763	0	0	0							0	0		0		0			0					0																																																												
137643																																																																																																																																																														0	0	0	0							0	0		403		0			0					0																																																												
137652																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	149507	499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143449	0	0	0	0	0	0	0	0	0	0	0	180885	0	0	0	0	0	0	0	0	0	0	0	324334	0	0	0	0	0	0	0	0	0	0	0	1532	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
137915																																																																																																																																																														0	1010	0	0	0	0	0	0	0	0	0	3906	0	2235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1760	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
138051																																																																																																																																																														0	0	0	0							0	0		0		0			0					0																																																												
138257																																																																																																																																																														0	0	0	0							0	0		150		0			0					0																																																												
138556																																																																																																																																																														0	0	0	0							1121	0		0		509			0					0																																																												
139133																																																																																																																																																														0	5000	0	0	0	0	0	0	0	0	2617	0	0	3		45		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
139478																																																																																																																																																														1124	0	0	0							68896	0		0		0			0					0																																																												
139553																																																																																																																																																														0	0	0	0							20790	0		15735		20233			0					27763																																																												
139656																																																																																																																																																														0	0	0	0	0	0	217004	0	0	0	132735	51980	0	43406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217004	0	0	0	0	0	0	0	0	0	0	0	3703	0	0	0	2723	0	0	0	0	0	217004	0	0	0	0			0	0	
139740																																																																																																																																																														0	2691	0	0	0	0	618086	0	0	0	19284	0	0	12474	0	0	0	0	0	0	0	0	0	6655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101344	0	0	0	100000	0	0	0	0	0	0	0	819430	0	0	0	0	0	0	0	0	0	0	0	13204	0	0	0	10003	0	0	0	0	0	479043	0	0	0	0			0	0	
139843																																																																																																																																																														0	0	0	0	0	0	385567	0	0	0	81381	0	0	7674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1363	0	0	0	0	0	0	0	0	0	0	0	5729	0	0	0	0	0	0	0	0	0	0	0	162753	0	0	0	4167	0	0	0	4167	0	0	0	1415	0	0	0	393	0	0	0	229905	0	155661	0	0	0	0			0	0	
140157																																																																																																																																																														551	0	0	0							2563	0		146		0			0					0																																																												
140362																																																																																																																																																														0	0	0	0	0	0	545588	0	0	0	6539	7005	0	0	0	46718	0	0	0	0	0	0	0	64871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545588	0	0	0	0	0	0	0	0	0	0	0	5588	0	0	0	5588	0	0	0	0	0	272794	0	0	0	0			0	0	
140634																																																																																																																																																														0	0	0	0							0	0		1015		0			0					0																																																												
141350																																																																																																																																																														0	3500	0	0							18	0		0		570			0					0																																																												
141556	0	0	0	0	0	0	0	0	0	0	11375	0	0	20389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	1906	302874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																							138184	26384	0	4338																																																																																									
141677																																																																																																																																																														0	0	0	0							0	0		0		0			0					0																																																												
141958																																																																																																																																																														0	0	0	0							766	0		980		0			0					0																																																												
142049																																																																																																																																																														1059	0	0	0							1744	0		0		0			0					0																																																												
142179																																																																																																																																																														0	0	0	0							0	0		0		0			0					0																																																												
142955																																																																																																																																																														0	0	0	0							477	0		1113		0			0					250																																																												
143372																																																																																																																																																														0	7500	0	0							4331	0		0		0			0					0																																																												
143662																																																																																																																																																														0	0	0	0	0	0	8633762	0	0	0	3068653	317901	0	386298	219303	42745	0	28064	0	0	0	0	0	17690	214000	0	0	0	124349	18756	0	0	0	0	0	0	0	0	0	0	90406	0	0	0	20172	0	0	0	0	0	0	0	9082689	46820	0	0	0	0	0	0	0	0	0	0	80495	310	0	0	180317	190	0	0	0	0	4326967	0	35	11	0			0	0	
143859																																																																																																																																																														3655	20000	0	0							3358	0		0		0			0					0																																																												
143952																																																																																																																																																														0	0	0	0							5691	0		2461		0			0					0																																																												
144052																																																																																																																																																														0	0	0	0							5215	0		1308		75			0					7458																																																												
144155																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	3335	0	0	793		1263		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
144678																																																																																																																																																														0	0	0	0							16647	2354		0		0			0					0																																																												
144856																																																																																																																																																														0	0	0	0							22545	0		927		0			0					0																													1758																				356											
144913																																																																																																																																																														0	0	0	0							24917	0		0		458			0					0																																																												
145059																																																																																																																																																														0	0	0	0							752	0		1414		0			0					0																																																												
145545																																																																																																																																																														0	0	0	0							39499	0		829		382			0					7170																																																												
145554																																																																																																																																																														0	0	0	0							1372	0		100		245			0					0																																																												
145741																																																																																																																																																														0	0	0	0							3530	0		0		0			0					0																																																												
145844																																																																																																																																																														0	0	0	0							7875	0		90		0			0					0																																																												
146056																																																																																																																																																														0	0	0	0							0	0		26		0			0					0																																																												
146663																																																																																																																																																														0	0	0	0							42743	0		793		262			0					0																													1516																				0											
147651																																																																																																																																																														0	0	0	0							47	0		331		131			0					0																																																												
147679																																																																																																																																																														0	0	0	0							38339	0		0		0			0					0																																																												
147857																																																																																																																																																														0	0	0	0	0	0	10000	0	0	0	1464	0	0	50		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	10000	0	0	0	0			0	0	
147923																																																																																																																																																														0	0	0	0							6930	0		100		2606			0					2524																																																												
148171																																																																																																																																																														0	0	0	0							10522	0		0		105			0					0																													217																				0											
148238																																																																																																																																																														0	0	0	0							0	0		46		174			0					0																																																												
148340																																																																																																																																																														0	15000	0	0							1938	0		0		0			0					0																																																												
148470																																																																																																																																																														0	0	0	0							14823	0		0		0			0					0																																																												
148715																																																																																																																																																														0	0	0	0							3123	0		0		575			0					0																																																												
149150																																																																																																																																																														0	0	0	0							13301	0		0		494			0					0																													0																				540											
150035																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	85103	0	0	4280	0	5324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
150044																																																																																																																																																														0	512	0	0							38966	0		0		441			0					0																													5136																				52772											
150727																																																																																																																																																														0	20000	0	0							28489	258		711		0			0					0																													95396																				0											
151957																																																																																																																																																														0	0	0	0							2415	0		149		0			0					0																													95040																				0											
152057																																																																																																																																																														0	0	0	0							725	0		0		605			0					0																																																												
152253																																																																																																																																																														0	0	0	0							0	0		411		0			0					0																																																												
152440																																																																																																																																																														0	0	0	0							645	0		500		0			0					0																																																												
153054																																																																																																																																																														0	0	0	0							16531	1305		739		2118			0					236																																																												
153353																																																																																																																																																														15995	0	0	0							20491	0		0		0			0					98																													32462																				0											
154154																																																																																																																																																														0	0	0	0							0	0		10470		0			0					0																													10000																				0											
154770																																																																																																																																																														0	0	0	0							15165	0		0		1504			0					0																																																												
155759																																																																																																																																																														0	0	0	0							0	0		0		0			0					0																																																												
156457																																																																																																																																																														0	0	0	0							178	273		0		0			0					0																																																												
156970																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	1213	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
157155																																																																																																																																																														0	750	0	0							2180	0		0		0			0					0																																																												
157379																																																																																																																																																														0	0	0	0							5098	0		493		38			0					0																																																												
157650																																																																																																																																																														0	0	0	0							5795	0		100		0			0					0																																																												
157744																																																																																																																																																														0	0	0	0							17845	3853		0		0			0					0																													0																				443											
157856																																																																																																																																																														0	0	0	0							36	0		0		0			0					0																																																												
158376																																																																																																																																																														0	0	0	0							0	0		0		0			0					0																																																												
158741																																																																																																																																																														0	0	0	0							2700	0		49		0			0					0																																																												
159636																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	313487	0	0	6450	0	146659	0	0	0	0	0	0	0	0	0	0	0	0	9000	0	0	0	0	0	0	0	0	0	0	0	7653	0	0	0	0	0	0	0	0	0	0	0	16653	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0			0	0	
159645																																																																																																																																																														118	0	0	0							754	0		0		0			0					0																													58610																				0											
159953																																																																																																																																																														525	0	0	0							0	0		0		0			0					0																																																												
159971																																																																																																																																																														0	0	0	0							32468	0		0		0			0					0																																																												
160360																																																																																																																																																														0	0	0	0							7916	0		0		0			0					0																																																												
160454																																																																																																																																																														0	25000	0	0							0	0		550		0			0					0																																																												
160959																																																																																																																																																														0	27000	0	0	0	0	0	0	0	0	80180	10308	0	2701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
161273																																																																																																																																																														0	0	0	0							194533	0		385		3702			0					0																																																												
161602																																																																																																																																																														0	0	0	0	0	0	803347	0	0	0	318417	0	0	3471	0	9186	0	0	0	0	0	0	0	4872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14502	0	0	0	14502	0	0	0	0	0	0	0	0	0	0	0	803347	0	0	0	0	0	0			0	0	
162337																																																																																																																																																														0	100000	0	0							53521	5916		3128		0			0					0																													728																				0											
163343																																																																																																																																																														0	0	0	0							1697	0		0		45			0					0																																																												
163549																																																																																																																																																														0	0	0	0	0	0	238212	0	0	0	46400	0	0	6406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	50000	0	0	0	75000	0	0	0	0	0	0	0	363272	0	0	0	0	0	0	0	0	0	0	0	2851	0	0	0	2457	0	0	0	0	0	131606	0	0	0	0			0	0	
163857																																																																																																																																																														0	0	0	0							0	0		0		0			0					0																													1327																				0											
164153																																																																																																																																																														0	0	0	0							972	0		0		0			0					0																													566																				0											
164331																																																																																																																																																														0	0	0	0							1884	0		0		249			0					0																																																												
164377																																																																																																																																																														0	0	0	0							217	0		0		0			0					495																																																												
164957																																																																																																																																																														0	0	0	0							2614	0		0		0			0					0																																																												
164975																																																																																																																																																														0	0	0	0							14424	0		0		0			0					0																																																												
165628	9968	0	0	0	0	0	6659642	0	0	0	799361	316193	0	17981	0	8384	0	0	0	0	0	0	0	126895	0	0	0	0	69092	19233948	0	0	0	0	0	0	0	0	0	0	61471	0	0	0	0	0	0	0	0	52354	0	0	6790205	19233948	0	52354	0	0	0	0	0	0	0	0	64985	391874	0	5726	64073	391875	0	5209	81651	0	0	3829821	0	106	69	0			0	0	0	0	0	0	246525	114282	0	97125	901206	0	0	246525	0	114282	56433	173996	16096	0	0	0	22251	84832	7199	0	0	0	0	0	0	462584	0	0	0	62094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62094			1795967	923310	0	203691	124693	37676	41322	0	0																																																																																				
165758																																																																																																																																																														0	0	0	0							15447	0		0		2189			0					0																													4142																				0											
166111																																																																																																																																																														0	0	0	0							7545	0		0		0			0					0																																																												
166531																																																																																																																																																														0	0	0	0							7548	0		407		0			0					0																																																												
166652																																																																																																																																																														0	17295	0	0	0	0	0	0	0	0	10219	0	0	28770		3043		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
167453																																																																																																																																																														0	0	0	0							7381	0		30		141			0					0																																																												
167752																																																																																																																																																														0	0	0	0							131	0		0		0			0					0																																																												
168571																																																																																																																																																														0	19800	0	0							4658	0		1166		0			0					0																																																												
169354																																																																																																																																																														0	0	0	0							3742	0		175		0			0					0																																																												
169653																																																																																																																																																														0	0	0	0	0	0	922958	0	0	0	647264	12778	0	22151	0	26	0	0	0	0	0	0	0	0	0	0	0	0	31899	0	0	0	0	0	0	0	0	0	0	0	31719	0	0	0	200000	0	0	0	0	0	0	0	1186576	0	0	0	0	0	0	0	0	0	0	0	10796	0	0	0	10856	0	0	0	0	0	648979	0	3	33	0			0	0	
169756																																																																																																																																																														0	0	0	0							3322	0		37700		0			0					0																																																												
170257																																																																																																																																																														0	0	0	0							30	0		0		0			0					0																																																												
170275																																																																																																																																																														0	0	0	0							16547	1169		0		1135			0					1307																																																												
170332																																																																																																																																																														0	1735	0	0	0	0	0	0	0	0	8723	0	0	0		50		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
171133	0	0	0	0	0	0	0	0	0	0	2305	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																							1375	0	0	0																																																																																									
171656																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	11054	0	0	36		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
171759																																																																																																																																																														0	0	0	0							6513	0		0		0			0					0																																																												
171768																																																																																																																																																														0	44000	0	0							370	0		0		232			0					0																													18874																				0											
172251																																																																																																																																																														0	0	0	0							0	0		0		0			0					0																																																												
172457																																																																																																																																																														0	0	0	0							3891	438		76		52			0					0																																																												
172475																																																																																																																																																														0	65000	0	0							18665	0		0		252			0					0																																																												
172859																																																																																																																																																														0	1350	0	0							3093	0		0		0			0					0																																																												
173306																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	31038	0	0	0		2438		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
173557																																																																																																																																																														0	0	0	0							8136	0		0		240			0					0																																																												
173575																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	183330	0	0	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
173641																																																																																																																																																														0	0	0	0							1636	0		2358		0			0					143																																																												
173959																																																																																																																																																														0	0	0	0							0	0		0		0			0					0																																																												
174321																																																																																																																																																														0	0	0	0							16187	0		0		83			0					0																																																												
174367																																																																																																																																																														0	0	0	0							0	0		0		0			0					0																																																												
174572																																																																																																																																																														24610	0	0	0	0	0	1146429	0	0	0	269628	42494	0	0	0	206	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1146429	0	0	0	0	0	0	0	0	0	0	0	6623	0	0	0	7643	0	0	0	0	0	1146429	0	0	0	0			0	0	
175056																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	0	0	0	9846		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
175140																																																																																																																																																														30	0	0	0	0	0	0	0	0	0	10607	1507	0	245		1253		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
175458																																																																																																																																																														0	0	0	0							0	0		0		0			0					0																																																												
175609																																																																																																																																																														0	0	0	0							5210	2713		0		30			0					0																																																												
176101																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	28512	0	0	20167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
176325																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	14791	0	0	8100		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
176464																																																																																																																																																														0	108750	0	0							0	0		1325		0			0					0																																																												
176642																																																																																																																																																														0	0	0	0							6075	0		0		0			0					0																																																												
177135																																																																																																																																																														0	0	0	0							0	0		0		0			0					0																																																												
177443																																																																																																																																																														285	0	0	0							245	0		0		0			0					0																																																												
177500																																																																																																																																																														0	0	0	0							0	0		0		25			0					0																																																												
177555																																																																																																																																																														0	0	0	0							0	0		0		0			0					0																																																												
177751																																																																																																																																																														0	0	0	0							0	0		0		0			0					0																													9643																				0											
178150																																																																																																																																																														0	0	0	0							6392	0		869		1868			0					0																																																												
178244																																																																																																																																																														0	0	0	0							2425	0		0		0			0					0																													950																				0											
178356																																																																																																																																																														0	0	0	0							2001	0		0		0			0					0																																																												
178851																																																																																																																																																														0	0	0	0							27544	0		2552		289			0					0																																																												
179148																																																																																																																																																														0	12000	0	0							307	3261		1707		10			0					0																																																												
179335																																																																																																																																																														0	0	0	0							1167	0		914		0			0					0																																																												
179700																																																																																																																																																														0	0	0	0	0	0	0	0	0	0	34493	0	0	113		0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	
180144																																																																																																																																																														0	0	0	0							0	0		55		0			0					0																																																												
180845																																																																																																																																																														0	46	0	0							202	0		521		0			0					0																																																												
181963																																																																																																																																																														0	0	0	0							2089	3260		156		0			0					0																																																												
182951																																																																																																																																																														251	12000	0	0							532	0		0		0			0					0																																																												
183668																																																																																																																																																														0	30	0	0							0	0		15236		517			0					0																																																												
183770																																																																																																																																																														427	0	0	0							28284	0		0		0			0					0																													10000																				16146											
