"IDRSSD"	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD4266	RIAD4267	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4655	RIAD4662	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	RIADK129	RIADK133	RIADK205	RIADK206	
322449	0	0	0	0	0	0	5	0				0	1	0		0				0		0	0	0	0	0			0	0	4	0	0	0			0	0	0	0	0	0	0	0				0	0	1	1	
322551	0	0	0	0	0	0	127	117				0	393	393		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	10	0	0	
323204	0	0	0	0	0	0	53	25				9	206	174		15				0		0	0	0	0	0			12	2	1	0	0	0			0	0	0	0	0	0	0	0				3	0	2	16	
323651	0	0	0	0	0	0	14	4				0	161	33		20				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				9	4	99	6	
324153	0	0	0	0	0	0	25	20				0	63	1		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	0	62	4	
324229	0	0	0	0	0	0	25	0				0	0	0		0							0	0	0	0			0	0	25	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
324256	0	0	0	0	0	0	0	0				0	21	17		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	4	0	
324340	0	0	0	0	0	0	176	19		0		0	230	0		0		0	0	0	0	0	0	0	0	7			0	0	2	1	0	26			0	0	0	0	0	0	0	0	0	0		2	0	202	147	
324854	3	0	0	0	0	0	0	0				0	9	6		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
324863	0	0	0	0	0	0	54	40		0		0	685	642		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		26	0	17	14	
324975	0	0	0	0	0	0	2	0				2	19	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	19	0	
325141	0	0	0	0	0	0	0	0				0	6	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	6	0	
325459	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
325534	0	0	0	0	0	0	6	0				1	12	0		0				0		1	0	0	0	0			3	0	1	1	0	0			0	0	0	0	0	0	0	0				9	0	0	3	
326054	0	0	0	0	0	0	0	0				0	250	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	250	0	
326344	0	0	0	0	0	0	2	0				2	5	0		3				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				2	0	0	0	
326858	0	0	0	0	0	0	88	78				0	509	473		0				0		0	0	0	0	0			1	0	0	0	0	0			0	0	0	0	0	0	0	0				8	8	27	2	
326979	0	0	0	0	0	0	0	0				0	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	0	
327220	0	0	0	0	0	0	0	0				0	45	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	42	0	0	0				0	0	3	0	
327305	0	0	0	0	0	0	19	13				0	347	0		0				0		0	0	0	0	0			0	0	3	0	0	0			0	0	0	0	344	0	0	0				0	0	3	3	
327435	0	0	0	0	0	0	6	0				0	3	0		0				0		0	0	0	0	0			0	0	2	3	0	0			0	0	0	0	0	0	0	0				0	0	3	1	
327556	0	0	0	0	0	0	19	12				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	4	0	3	
327855	0	0	0	0	0	0	0	0				0	6	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	6	0	
328058	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
328357	0	0	0	0	0	0	1	0		0		1	6	0		6		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
328656	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
328777	0	0	0	0	0	0	22	17		0		0	330	98		0		0	0	0	0	0	0	0	0	0			0	0	2	0	227	0			0	0	0	0	0	0	0	0	0	0		0	0	5	3	
329149	0	0	0	0	0	0	9	0				0	360	0		359				359		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	9	
329345	0	0	0	0	0	0	11	3				0	2233	2190		0				0		0	0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0				0	0	43	7	
329550	0	0	0	0	0	0	23	0				1	118	57		8				0		0	0	0	0	0			0	0	20	0	0	0			0	0	0	0	0	0	0	0				15	0	38	2	
329952	0	0	0	0	0	0	22	2		0		2	7	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		1	11	6	7	
330239	0	0	0	0	0	0	40	0				3	224	68		8				0		0	0	0	0	0			0	0	1	0	42	0			0	0	0	0	0	0	0	0				16	0	90	36	
330248	0	0	0	0	0	0	1	0				0	10	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	10	0	
330855	0	0	0	0	0	0	9	4		0		0	4	0		0		0	0	0	0	0	0	0	0	0			0	3	1	0	3	0			0	0	0	0	0	0	0	0	0	0		0	0	1	1	
330949	0	0	0	0	0	0	62	1				0	73	0		0				0		0	0	0	0	0			0	0	42	0	42	0			0	0	0	0	0	0	0	0				11	2	20	17	
331076	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
331375	0	0	0	0	0	0	7	2				5	8	0		8				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
331544	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
331713	0	0	0	0	0	0	11	0				0	2	0		0				0		0	0	0	0	0			2	0	2	0	0	0			0	0	0	0	0	0	0	0				0	4	0	5	
332224	0	0	0	0	0	0	7	3				4	795	664		6				0		0	0	0	0	0			0	0	0	0	124	0			0	0	0	0	0	0	0	0				0	0	1	0	
332671	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
332756	0	0	0	0	0	0	1	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	1	
333203	0	0	0	0	0	0	4	1		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	3	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
333650	0	0	0	0	0	0	4	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	3	2	1	
333856	0	0	0	0	0	0	55	1				0	66	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	47	0	0				1	4	65	3	
333940	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
334264	0	0	0	0	0	0	13	0				0	32	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	32	13	
335346	0	0	0	0	0	0	1	0				1	687	685		2				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
336147	0	0	0	0	0	0	2	0				2	15	0		10							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				5	0	0	0	
336361	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
336576	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
337340	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
338646	0	0	0	0	0	0	7	1				5	22	20		2				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
338945	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
339072	0	0	0	0	0	0	0	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
339353	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
339456	0	0	0	0	0	0	50	25		0		3	41	12		19		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		5	12	5	10	
339607	0	0	0	0	0	0	0	0				0	3	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	0	
339773	0	0	0	0	0	0	237	12		0		0	13835	12370		0		0	0	0	0	0	0	0	0	0			0	0	0	0	56	0			0	0	0	0	0	0	0	0	0	0		0	0	1409	225	
339858	0	0	0	5	0	0	1303	683		0		3	3176	884		1043		0	0	0	0	3	0	0	0	7			0	0	8	4	0	3	0		0	8	0	5	0	0	0	4	0	0		48	20	1198	556	
340135	0	0	0	0	0	0	310	2		0		6	102	0		0		0	0	0	0	0	0	0	0	1			0	0	1	0	0	0			0	0	0	254	0	26	0	0	0	0		0	0	102	20	
340144	0	0	0	0	0	0	1	1				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
340256	0	0	0	0	0	0	1	1				0	171	171		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
340443	0	0	0	0	0	0	1	0				0	1	0		0							0	0	1	1			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
340742	0	0	0	0	0	0	92	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	92	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
340751	0	0	0	0	0	0	55	26				5	50	0		14				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	3				25	9	11	12	
341310	0	0	0	0	0	0	6	3				0	9	0		0				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	0				9	1	0	0	
342054	0	0	0	0	0	0	10	0				0	34	0		0				0		0	0	0	0	0			0	0	2	2	0	0			0	0	0	0	0	0	0	0				0	0	34	6	
342410	0	0	0	0	0	3	72	23		0		16	1018	798		91		0	0	0	0	0	0	0	0	1			0	0	8	0	37	0			0	0	85	0	0	15	0	0	0	0		0	1	7	5	
342634	0	0	0	0	0	0	2358	348		0		1224	3686	910		1121		0	0	0	0	1	0	0	589	60			341	338	82	0	335	0			0	20	0	11	0	25	0	0	0	0		6	88	384	162	
343051	0	0	0	0	0	0	2	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	1	1	
343248	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
343770	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
343903	0	0	0	0	0	0	22	0				0	23	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	16	0	0				0	0	23	5	
343958	0	0	0	0	0	0	3	0				0	2	2		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	3	0	0				0	0	0	0	
344647	0	0	0	0	0	0	33	0		0		0	115	0		0		0	0	0	0	0	0	0	0	0			0	0	2	0	9	0			0	0	0	0	33	0	0	0	0	0		68	28	5	3	
344852	0	0	0	0	0	0	1	0				0	3	3		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
345309	0	0	0	0	0	0	72	1		0		14	34	0		28		0	0	0	0	0	0	0	0	0			0	0	55	1	0	0			0	0	0	0	0	0	0	0	0	0		0	0	6	1	
345345	0	6	0	0	0	0	32	26		0		0	13	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	11			0	0	0	0	0	0	0	0	0	0		0	0	2	0	
345747	0	0	0	0	0	0	5	0		0		5	24	0		24		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
345756	0	0	0	0	0	0	1	1		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
345877	0	0	0	0	0	0	83	82				0	10	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	1				5	0	5	0	
346379	0	0	0	1	0	0	3	0				0	13	11		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	2				2	0	0	0	
346566	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
346771	0	0	0	0	0	0	1	0				0	2	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	1	2	0	
347022	0	0	0	0	0	0	26	26				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
347639	0	0	0	0	0	0	3	0				0	9	8		0				0		0	0	0	0	0			0	0	2	1	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
347956	0	0	0	0	0	0	7	6		0		1	3	0		3		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
348159	0	0	0	0	0	0	29	26				0	98	78		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	20	3	
348720	0	0	0	0	0	0	207	0				0	21	0		0				0		0	0	0	0	0			0	0	4	0	0	0			0	0	0	200	0	0	0	0				0	0	21	3	
349129	0	0	0	0	0	0	4	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	4	
349343	0	0	0	0	0	0	2	0				1	4	0		4				0		1	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
350657	0	0	0	0	0	0	3	0				0	1	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	3	
350750	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
351131	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
351560	0	0	286	0	0	0	0	0				0	286	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
351878	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
352370	0	0	0	0	0	0	4	0				0	23	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				4	0	19	4	
352651	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
352745	0	0	0	0	0	0	57	0				1	79	0		1				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				38	17	40	39	
352772	0	0	0	0	0	0	253	75		0		4	1469	855		8		0	0	8	0	4	396	2	45	90			289	34	7	6	0	0			0	0	0	4	0	7	0	10	0	0		49	2	223	14	
353238	0	0	0	0	0	0	24	0				14	280	222		49				0		0	0	0	0	0			0	0	0	0	0	0			0	9	0	0	0	0	0	0				8	1	1	0	
353546	0	0	0	0	0	0	3	0				0	20	0		6				0		0	0	0	0	0			9	0	2	0	0	0			0	0	0	0	0	0	0	0				5	0	0	1	
353555	0	0	0	0	0	0	5840	4428		0		4	18881	11561		0		0	0	0	0	4	0	0	0	0			68	8	0	0	0	0			0	0	0	0	1704	124	0	0	0	0		3869	917	1679	359	
353957	0	0	0	0	0	0	1	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	1	
354253	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
354310	0	0	0	0	258	92	225	83		0		9	1488	374		24		0	0	0	0	0	0	0	0	1			0	0	0	0	457	0			0	0	0	0	0	3	195	0	0	0		0	0	180	37	
354552	0	0	0	0	0	0	43	42				1	38	35		3				0		1	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
354851	0	1	0	0	0	0	526	510				15	711	702		9				9		15	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
355120	0	0	0	0	0	0	1	0				0	341	258		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	75	0	0	0				0	0	8	0	
355559	0	0	0	0	0	0	23	22				0	0	0		0				0		0	0	0	0	0			0	0	0	1	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
355858	0	46	0	0	0	0	614	4		0		0	14900	274		0		0	0	0	0	0	0	0	0	0			14622	563	0	0	1	0			0	0	0	0	0	0	0	0	0	0		0	0	3	1	
356239	0	0	0	0	0	0	116	1				111	92	23		33				33		111	0	0	0	0			0	0	0	0	9	0			0	0	0	0	0	2	0	0				27	1	0	1	
356659	0	0	0	0	0	0	28	2				0	16	0		0							0	0	0	0			0	1	23	0	16	0			0	0	0	0	0	1	0	0				0	1	0	0	
356752	0	0	0	0	0	0	3	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	3	0	0				2	0	0	0	
357526	0	0	0	0	0	0	1	0				0	1	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	1	0	0				0	0	1	0	
357553	0	0	0	0	0	0	2	2				0	75	62		8				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	5	0	
357777	0	0	0	0	0	0	11	0				0	34	0		0				0		0	0	0	0	0			0	0	0	0	34	0			0	0	0	0	0	0	0	11				0	0	0	0	
357937	0	0	0	0	0	0	182	134				0	303	36		0				0		0	0	0	251	31			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	16	17	
358112	0	0	0	0	0	0	12	5				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	7	
358448	0	0	0	0	0	0	18	9				0	46	46		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	9	
359472	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
359744	0	0	0	0	0	0	3	3				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
360777	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
361055	0	0	0	0	0	0	247	19				98	577	0		122				0		0	0	0	0	0			242	70	0	0	0	0			0	0	0	0	0	0	0	0				201	51	12	9	
361167	0	0	0	0	0	0	529	320		0		172	680	247		398		0	0	110	0	8	0	0	0	0			0	1	7	0	0	0			0	0	0	0	0	3	0	0	0	0		0	4	35	22	
361279	0	0	0	0	0	0	18	0				0	104	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				104	18	0	0	
361354	0	0	0	0	0	0	0	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	0	
361439	0	0	0	0	0	0	0	0		0		0	0	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	0	0	
362043	0	0	0	0	0	0	2	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	2	0	0				0	0	0	0	
362155	0	0	0	0	0	0	36	10				0	34	28		0							0	0	0	0			0	0	0	0	0	0			0	2	0	0	0	0	0	0				0	0	6	24	
362717	0	0	0	0	0	0	1	0		0		0	9	1		0		0	0	0	0	0	0	0	0	0			8	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	1	0	0	
362856	0	0	0	0	0	0	0	0				0	51	50		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
363442	0	0	0	0	0	0	0	0				0	29	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				28	0	1	0	
363648	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
363657	0	0	0	0	0	0	8	0		0		0	3	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	2	3	6	
363778	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
364131	0	0	0	0	0	0	39	0				0	6	0		0				0		0	0	0	0	0			0	0	36	0	0	0			0	0	0	0	0	0	0	0				0	1	6	2	
364270	0	0	0	0			12		0	0	0	0	98		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	7	2	91	10	
364430	0	0	0	0	0	0	36	2				3	2	0		0				0		0	0	0	0	0			0	0	2	6	0	0			0	0	0	0	0	0	0	0				0	0	2	23	
364850	0	0	0	0	0	0	133	3				1	68	68		0				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	0	0	0	110				0	2	0	15	
365325	0	0	0	0	0	0	1135	578		0		0	6830	1434		0		0	0	0	0	0	0	0	275	10			61	5	39	2	0	0			0	0	0	0	0	16	3864	1	0	0		1101	455	95	29	
365745	0	0	0	0	0	0	0	0				0	201	0		1				0		0	0	0	0	0			0	0	0	0	0	0			200	0	0	0	0	0	0	0				0	0	0	0	
365848	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
365950	0	0	0	0	0	0	3	0				0	26	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				26	3	0	0	
366078	0	0	0	0	0	0	6	2				0	22	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				19	3	3	1	
366238	0	0	0	0	0	0	82	0		0		56	222	50		115		0	0	0	0	0	0	0	0	0			34	11	0	5	0	0			0	0	0	0	0	0	0	0	0	0		0	0	23	10	
366247	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
366359	0	0	0	0	0	0	4	3				0	33	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				18	0	15	1	
366658	0	0	0	0	0	0	44	37				0	23	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	23	7	
366854	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
367150	0	0	0	0	0	0	8	0				0	79	53		2				0		0	0	0	0	0			0	7	0	0	0	0			0	0	0	0	0	0	0	0				24	1	0	0	
367178	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
367431	0	0	0	0	0	0	5	1				0	30	0		0				0		0	0	0	0	0			0	0	2	0	0	0			0	0	0	0	20	0	0	0				10	1	0	1	
367543	0	0	0	0	0	0	11	0				0	2	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	2	11	
368054	0	0	0	0	0	0	0	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
368344	0	0	0	0	0	0	1	0				0	7	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				7	1	0	0	
368522	0	0	0	0	0	0	2	0				0	3	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	2	
368951	0	0	0	0	0	0	19	2				1	5	0		4				0		0	0	0	0	0			1	14	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	2	
369453	0	0	0	0	0	0	1	0				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	1	
369659	0	0	0	0	0	0	16	15				0	118	11		0				0		0	0	0	0	0			0	0	0	0	93	0			0	0	0	0	0	0	0	0				2	0	12	1	
370020	0	0	0	0	0	0	43	0				19	488	98		28				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				330	24	32	0	
370347	0	0	0	0	0	0	3	1				0	0	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	2	0	0	
370721	0	0	0	0	0	0	3	2		0		0	62	0		0		0	0	0	0	0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		0	0	62	1	
370833	0	0	0	0	0	0	27	14				0	244	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	244	13	
370954	0	0	0	0	0	0	0	0				0	2	0		2							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
371223	0	0	0	0	0	0	1	1				0	9	8		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	0	
371232	0	0	0	0	0	0	51	0				0	6	0		0							0	0	0	0			0	0	50	0	0	0			0	0	0	0	0	0	0	0				0	0	6	1	
371362	0	0	0	0	0	0	34	0				0	76	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	40	1				36	32	0	1	
371849	0	0	0	0	0	0	0	0				0	18	15		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	3	0	
371924	0	0	0	0	0	0	106	36				0	147	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				109	65	38	5	
371942	0	0	0	0	0	0	4	0				0	2	0		1				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	1	4	
372444	0	0	0	0	0	0	4	0				0	0	0		0				0		0	0	0	0	0			0	0	1	0	0	0			0	0	0	0	0	0	0	0				0	2	0	1	
372538	0	0	0	0	0	0	76	18				9	98	1		0				0		9	0	0	0	0			22	2	4	0	0	0			0	0	0	2	0	0	12	0				47	41	16	0	
372640	0	0	0	0	0	0	9	0				0	15	0		0				0		0	0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				5	4	10	5	
372855	0	0	0	0	0	0	0	0				0	0	0		0							0	0	0	0			0	0	0	0	0	0			0	0	0	0	0	0	0	0				0	0	0	0	
